chrom:start-end:strand	nb_ccr	gene_id	biotype
1:128374260-128387930:+	8	ENSSSCG00000004717	c
1:128388848-128394168:+	8	ENSSSCG00000004717	c
1:128401430-128418449:+	25	ENSSSCG00000004717	c
1:128401430-128412151:+	6	ENSSSCG00000004717	c
1:128405779-128409218:+	5	ENSSSCG00000004717	c
1:128427694-128431926:+	13	ENSSSCG00000004717	c
1:128435414-128447960:+	9	ENSSSCG00000004717	c
1:128517402-128521610:+	63	ENSSSCG00000004718	c
1:128552510-128582665:+	23	ENSSSCG00000004718	c
1:128552510-128562067:+	22	ENSSSCG00000004718	c
1:128552510-128577094:+	6	ENSSSCG00000004718	c
1:128552510-128596262:+	8	ENSSSCG00000004718	c
1:128552510-128606080:+	8	ENSSSCG00000004718	c
1:128560050-128562067:+	10	ENSSSCG00000004718	c
1:128577028-128582665:+	12	ENSSSCG00000004718	c
1:128577028-128606080:+	5	ENSSSCG00000004718	c
1:128616293-128619168:+	8	ENSSSCG00000004718	c
1:128629153-128630427:+	10	ENSSSCG00000004718	c
1:128679847-128681151:-	15	ENSSSCG00000022039	c
1:128741524-128745267:-	5	ENSSSCG00000044127	c
1:128824591-128830204:-	6	ENSSSCG00000035719	c
1:128864101-128866434:-	14	ENSSSCG00000038735	c
1:128941012-128945366:+	20	ENSSSCG00000004725	c
1:128941012-128947102:+	10	ENSSSCG00000004725	c
1:129047063-129064584:-	5	ENSSSCG00000004729	c
1:129062736-129078630:-	334	ENSSSCG00000004729	c
1:129062736-129085684:-	15	ENSSSCG00000004729	c
1:129064487-129085684:-	6	ENSSSCG00000004729	c
1:129066595-129085684:-	13	ENSSSCG00000004729	c
1:129114500-129121595:+	10	ENSSSCG00000004730	c
1:129163128-129165384:+	6	ENSSSCG00000004731	c
1:129601955-129602162:-	5	ENSSSCG00000004739	c
1:129653500-129654162:-	36	ENSSSCG00000004739	c
1:129659978-129662208:-	16	ENSSSCG00000004739	c
1:129687075-129688206:-	217	ENSSSCG00000004739	c
1:129841830-129843054:+	5	ENSSSCG00000004745	c
1:130010432-130029610:-	9	ENSSSCG00000035544	c
1:130012095-130015941:-	10	ENSSSCG00000035544	c
1:130015784-130016756:-	8	ENSSSCG00000035544	c
1:130015784-130029610:-	5	ENSSSCG00000035544	c
1:130089893-130103599:-	6	ENSSSCG00000004751	c
1:130123439-130135689:+	7	ENSSSCG00000004752	c
1:130135602-130146987:+	13	ENSSSCG00000004752	c
1:130144032-130146987:+	10	ENSSSCG00000004752	c
1:130251836-130256849:+	7	ENSSSCG00000004753	c
1:130255151-130256849:+	55	ENSSSCG00000004753	c
1:130268079-130277126:+	51	ENSSSCG00000004753	c
1:130268079-130275035:+	105	ENSSSCG00000004753	c
1:130274867-130277126:+	9	ENSSSCG00000004753	c
1:130275525-130277126:+	25	ENSSSCG00000004753	c
1:130294648-130306313:+	7	ENSSSCG00000004753	c
1:130301578-130324589:+	7	ENSSSCG00000004753	c
1:130301578-130306313:+	9	ENSSSCG00000004753	c
1:130625415-130628238:-	22	ENSSSCG00000004766	c
1:130660892-130662113:-	5	ENSSSCG00000039107	c
1:130662011-130670294:-	7	ENSSSCG00000039107	c
1:130665719-130670294:-	16	ENSSSCG00000039107	c
1:130670206-130687333:-	14	ENSSSCG00000039107	c
1:130670206-130676496:-	9	ENSSSCG00000039107	c
1:130672231-130687333:-	136	ENSSSCG00000039107	c
1:130672231-130686521:-	13	ENSSSCG00000039107	c
1:130672231-130688145:-	7	ENSSSCG00000039107	c
1:130673681-130687333:-	39	ENSSSCG00000039107	c
1:130673681-130676496:-	9	ENSSSCG00000039107	c
1:130673681-130688145:-	7	ENSSSCG00000039107	c
1:130686422-130688145:-	12	ENSSSCG00000039107	c
1:130712375-130723739:-	16	ENSSSCG00000042522	c
1:130904014-130908203:-	11	ENSSSCG00000004774	c
1:131093417-131106285:-	7	ENSSSCG00000004782	c
1:131093417-131104224:-	5	ENSSSCG00000004782	c
1:131098975-131104224:-	115	ENSSSCG00000004782	c
1:131098975-131106285:-	51	ENSSSCG00000004782	c
1:131103656-131106285:-	109	ENSSSCG00000004782	c
1:131103656-131104224:-	14	ENSSSCG00000004782	c
1:131105039-131106285:-	49	ENSSSCG00000004782	c
1:131105039-131111716:-	6	ENSSSCG00000004782	c
1:131106010-131120613:-	7	ENSSSCG00000004782	c
1:131111610-131120613:-	119	ENSSSCG00000004782	c
1:131111610-131114296:-	5	ENSSSCG00000004782	c
1:131113453-131120613:-	6	ENSSSCG00000004782	c
1:131113575-131120613:-	8	ENSSSCG00000004782	c
1:131262571-131273283:-	10	ENSSSCG00000039061	c
1:131275848-131284557:-	7	ENSSSCG00000039061	c
1:131326819-131340853:-	7	ENSSSCG00000039061	c
1:131532626-131539474:+	10	ENSSSCG00000040418	c
1:131698661-131699172:+	9	ENSSSCG00000040418	c
1:132799813-132808127:-	18	ENSSSCG00000004792	c
1:132924803-132963031:-	8	ENSSSCG00000039393	c
1:136157111-136164328:+	42	ENSSSCG00000004802	c
1:136158847-136161624:+	11	ENSSSCG00000004802	c
1:136175601-136179661:+	20	ENSSSCG00000004802	c
1:136175601-136188157:+	20	ENSSSCG00000004802	c
1:136190465-136195600:+	12	ENSSSCG00000004802	c
1:136190465-136199337:+	9	ENSSSCG00000004802	c
1:136502732-136505985:+	13	ENSSSCG00000004806	c
1:137638040-137638586:-	64	ENSSSCG00000030560	c
1:137910160-137914255:-	5	ENSSSCG00000004813	c
1:137910160-137951139:-	19	ENSSSCG00000004813	c
1:137967034-137970459:-	5	ENSSSCG00000004813	c
1:138126808-138166855:+	33	ENSSSCG00000004814	c
1:138468427-138486301:+	20	ENSSSCG00000028771	c
1:138468427-138472413:+	10	ENSSSCG00000028771	c
1:138471132-138472413:+	12	ENSSSCG00000028771	c
1:138688022-138693368:-	5	ENSSSCG00000038452	c
1:139542152-139551616:+	7	ENSSSCG00000004823	c
1:139598053-139599600:+	5	ENSSSCG00000004823	c
1:139791488-139791984:-	7	ENSSSCG00000004825	c
1:141920483-141927044:+	16	ENSSSCG00000004832	c
1:141971368-141976711:+	6	ENSSSCG00000004832	c
1:143295151-143296745:+	8	ENSSSCG00000004840	c
1:144967551-144968613:-	14	ENSSSCG00000004854	c
1:145568781-145572777:+	7	ENSSSCG00000005785	c
1:145793905-145798752:-	7	ENSSSCG00000005787	c
1:146128966-146154450:-	14	ENSSSCG00000004857	c
1:146128966-146194348:-	41	ENSSSCG00000004857	c
1:146142260-146194348:-	223	ENSSSCG00000004857	c
1:146142260-146174157:-	13	ENSSSCG00000004857	c
1:146142260-146180999:-	10	ENSSSCG00000004857	c
1:146154355-146194348:-	118	ENSSSCG00000004857	c
1:146154355-146180999:-	11	ENSSSCG00000004857	c
1:146154355-146210585:-	5	ENSSSCG00000004857	c
1:146154355-146200405:-	7	ENSSSCG00000004857	c
1:146194239-146210585:-	11	ENSSSCG00000004857	c
1:147722553-147723711:-	5	ENSSSCG00000023533	c
1:147733198-147734250:-	7	ENSSSCG00000023533	c
1:147740929-147743393:-	30	ENSSSCG00000023533	c
1:147765751-147767245:-	38	ENSSSCG00000023533	c
1:149228410-149272247:-	5	ENSSSCG00000033971	c
1:149258309-149272247:-	8	ENSSSCG00000033971	c
1:149871019-149876133:+	8	ENSSSCG00000004873	c
1:149873656-149876133:+	9	ENSSSCG00000004873	c
1:152700473-152737450:+	9	ENSSSCG00000032574	c
1:152716025-152724125:+	5	ENSSSCG00000032574	c
1:152723998-152737450:+	39	ENSSSCG00000032574	c
1:152738679-152751454:+	87	ENSSSCG00000032574	c
1:152743538-152746926:+	8	ENSSSCG00000032574	c
1:152764233-152779966:+	6	ENSSSCG00000032574	c
1:152818792-152833780:+	72	ENSSSCG00000032574	c
1:154008828-154010466:+	8	ENSSSCG00000004884	c
1:158261840-158264523:+	26	ENSSSCG00000004893	c
1:158261840-158267526:+	11	ENSSSCG00000004893	c
1:158309598-158319931:+	5	ENSSSCG00000025744	c
1:158647744-158651001:-	8	ENSSSCG00000004896	c
1:158732071-158758254:-	28	ENSSSCG00000004896	c
1:158981019-159003334:-	5	ENSSSCG00000004897	c
1:158983389-158988560:-	5	ENSSSCG00000004897	c
1:158983389-158991605:-	5	ENSSSCG00000004897	c
1:158988465-159000991:-	12	ENSSSCG00000004897	c
1:159000919-159006320:-	29	ENSSSCG00000004897	c
1:159277861-159279434:-	8	ENSSSCG00000004899	c
1:159368256-159381432:+	8	ENSSSCG00000004901	c
1:159371731-159375875:+	9	ENSSSCG00000004901	c
1:159371731-159373184:+	12	ENSSSCG00000004901	c
1:159375766-159381432:+	17	ENSSSCG00000004901	c
1:159375766-159390684:+	7	ENSSSCG00000004901	c
1:161909789-161920459:-	5	ENSSSCG00000034704	c
1:161909789-161924707:-	63	ENSSSCG00000034704	c
1:163026218-163042228:+	7	ENSSSCG00000004921	c
1:163184040-163189984:-	13	ENSSSCG00000004927	c
1:163189294-163189984:-	9	ENSSSCG00000004927	c
1:163189294-163197984:-	19	ENSSSCG00000004927	c
1:163211216-163212239:-	20	ENSSSCG00000004927	c
1:163467110-163472363:-	9	ENSSSCG00000004934	c
1:163475930-163485045:-	31	ENSSSCG00000004934	c
1:163477440-163481032:-	59	ENSSSCG00000004934	c
1:163477440-163485045:-	37	ENSSSCG00000004934	c
1:163480970-163492308:-	13	ENSSSCG00000004934	c
1:163482951-163492308:-	31	ENSSSCG00000004934	c
1:163503381-163515510:-	8	ENSSSCG00000004934	c
1:163549776-163558172:+	8	ENSSSCG00000004935	c
1:163673700-163675772:-	6	ENSSSCG00000004938	c
1:163673700-163674120:-	7	ENSSSCG00000004938	c
1:163692167-163693283:-	6	ENSSSCG00000004938	c
1:163743154-163758473:-	47	ENSSSCG00000004938	c
1:164357617-164364138:-	5	ENSSSCG00000004942	c
1:164357617-164366744:-	7	ENSSSCG00000004942	c
1:164420444-164433489:+	7	ENSSSCG00000004943	c
1:164502810-164504094:+	6	ENSSSCG00000004946	c
1:165162979-165193089:-	6	ENSSSCG00000004951	c
1:165162979-165168640:-	11	ENSSSCG00000004951	c
1:165162979-165167901:-	45	ENSSSCG00000004951	c
1:165202707-165267140:+	12	ENSSSCG00000034963	c
1:165202707-165262866:+	10	ENSSSCG00000034963	c
1:165232565-165267140:+	7	ENSSSCG00000034963	c
1:165996062-166044981:+	16	ENSSSCG00000004958	c
1:165996062-166058413:+	7	ENSSSCG00000004958	c
1:166033283-166037819:+	128	ENSSSCG00000004958	c
1:166033283-166044981:+	12	ENSSSCG00000004958	c
1:166036952-166037819:+	8	ENSSSCG00000004958	c
1:166036952-166058413:+	94	ENSSSCG00000004958	c
1:166036952-166044981:+	90	ENSSSCG00000004958	c
1:166072557-166078309:+	5	ENSSSCG00000004958	c
1:166885039-166890686:+	71	ENSSSCG00000004966	c
1:166885039-166894336:+	11	ENSSSCG00000004966	c
1:168374290-168375750:-	41	ENSSSCG00000004973	c
1:168374290-168377139:-	14	ENSSSCG00000004973	c
1:168506869-168514405:-	11	ENSSSCG00000004973	c
1:168647301-168675907:+	135	ENSSSCG00000004976	c
1:169393951-169430733:-	6	ENSSSCG00000004979	c
1:169397266-169399267:-	5	ENSSSCG00000004979	c
1:169408332-169430733:-	17	ENSSSCG00000004979	c
1:169408332-169410448:-	5	ENSSSCG00000004979	c
1:169410336-169430733:-	7	ENSSSCG00000004979	c
1:169420291-169424282:-	11	ENSSSCG00000004979	c
1:169420291-169430733:-	7	ENSSSCG00000004979	c
1:169422160-169424282:-	12	ENSSSCG00000004979	c
1:169424165-169425297:-	5	ENSSSCG00000004979	c
1:169450581-169482865:-	38	ENSSSCG00000004979	c
1:169450581-169453759:-	9	ENSSSCG00000004979	c
1:169450581-169462566:-	6	ENSSSCG00000004979	c
1:169462443-169482865:-	60	ENSSSCG00000004979	c
1:169468879-169482865:-	40	ENSSSCG00000004979	c
1:169482789-169542820:-	37	ENSSSCG00000004979	c
1:169509962-169542820:-	8	ENSSSCG00000004979	c
1:169509962-169513314:-	6	ENSSSCG00000004979	c
1:169513192-169540623:-	12	ENSSSCG00000004979	c
1:169513192-169542820:-	5	ENSSSCG00000004979	c
1:169521967-169540623:-	16	ENSSSCG00000004979	c
1:169521967-169542820:-	23	ENSSSCG00000004979	c
1:169526366-169540623:-	7	ENSSSCG00000004979	c
1:169540496-169559446:-	13	ENSSSCG00000004979	c
1:169551754-169559446:-	39	ENSSSCG00000004979	c
1:169556196-169559446:-	12	ENSSSCG00000004979	c
1:169713655-169718710:-	5	ENSSSCG00000004986	c
1:169821468-169829760:+	13	ENSSSCG00000004983	c
1:170092906-170134677:+	7	ENSSSCG00000041595	c
1:175149203-175149728:+	36	ENSSSCG00000030679	c
1:175149203-175153083:+	14	ENSSSCG00000030679	c
1:175223269-175230407:+	6	ENSSSCG00000027765	c
1:175226793-175230407:+	15	ENSSSCG00000027765	c
1:175230306-175246746:+	13	ENSSSCG00000027765	c
1:175244213-175252303:+	8	ENSSSCG00000027765	c
1:175244213-175246746:+	33	ENSSSCG00000027765	c
1:175244213-175245842:+	9	ENSSSCG00000027765	c
1:175245669-175246746:+	12	ENSSSCG00000027765	c
1:175300726-175306182:+	19	ENSSSCG00000004997	c
1:175300726-175309846:+	11	ENSSSCG00000004997	c
1:175300726-175303060:+	7	ENSSSCG00000004997	c
1:175311363-175311969:+	17	ENSSSCG00000004997	c
1:175339610-175343292:+	8	ENSSSCG00000005000	c
1:175376701-175378595:+	16	ENSSSCG00000005000	c
1:179582224-179593301:+	11	ENSSSCG00000032489	c
1:179928001-179936440:-	8	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179946275-179956922:-	20	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179946275-179949230:-	5	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179949126-179958477:-	7	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179949126-179956922:-	8	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179956840-179958477:-	7	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179969602-179987349:-	6	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179969602-179997417:-	7	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179984090-179993038:-	6	ENSSSCG00000005016, ENSSSCG00000005015	c
1:179984090-179997417:-	10	ENSSSCG00000005016, ENSSSCG00000005015	c
1:180153303-180156210:+	7	ENSSSCG00000042814	lnc
1:180236105-180237129:-	26	ENSSSCG00000036634	c
1:180236105-180242224:-	5	ENSSSCG00000036634	c
1:180354439-180364159:+	12	ENSSSCG00000005020	c
1:180354439-180375104:+	10	ENSSSCG00000005020	c
1:180407634-180431593:-	73	ENSSSCG00000005021	c
1:180413385-180431593:-	70	ENSSSCG00000005021	c
1:180413385-180416783:-	7	ENSSSCG00000005021	c
1:180431149-180431593:-	82	ENSSSCG00000005021	c
1:180678891-180697180:-	7	ENSSSCG00000005024	c
1:180679321-180697180:-	5	ENSSSCG00000005024	c
1:180682345-180697180:-	16	ENSSSCG00000005024	c
1:180682345-180698558:-	9	ENSSSCG00000005024	c
1:180690328-180697180:-	23	ENSSSCG00000005024	c
1:181383485-181394458:+	5	ENSSSCG00000005027	c
1:181386970-181394458:+	6	ENSSSCG00000005027	c
1:182118904-182140469:-	8	ENSSSCG00000035934	c
1:182118904-182134748:-	5	ENSSSCG00000035934	c
1:182133886-182140469:-	7	ENSSSCG00000035934	c
1:182134579-182161803:-	11	ENSSSCG00000035934	c
1:182144175-182161803:-	5	ENSSSCG00000035934	c
1:182147248-182169099:-	17	ENSSSCG00000035934	c
1:182147248-182161803:-	6	ENSSSCG00000035934	c
1:182161652-182169099:-	12	ENSSSCG00000035934	c
1:182161652-182194969:-	8	ENSSSCG00000035934	c
1:182184847-182194969:-	24	ENSSSCG00000035934	c
1:182184847-182191805:-	12	ENSSSCG00000035934	c
1:182335258-182341782:+	13	ENSSSCG00000005038	c
1:182335258-182341116:+	5	ENSSSCG00000005038	c
1:182338670-182341116:+	28	ENSSSCG00000005038	c
1:182338670-182341782:+	31	ENSSSCG00000005038	c
1:182340846-182341116:+	50	ENSSSCG00000005038	c
1:182341720-182348499:+	7	ENSSSCG00000005038	c
1:182344155-182348499:+	30	ENSSSCG00000005038	c
1:182373762-182388778:+	5	ENSSSCG00000005039	c
1:182380376-182388778:+	9	ENSSSCG00000005039	c
1:182535316-182542799:-	6	ENSSSCG00000005041	c
1:182688833-182720865:-	25	ENSSSCG00000005043	c
1:182698436-182720865:-	24	ENSSSCG00000005043	c
1:182704710-182720865:-	14	ENSSSCG00000005043	c
1:182709190-182720865:-	12	ENSSSCG00000005043	c
1:183796775-183800252:+	9	ENSSSCG00000005047	c
1:183899905-183900384:+	5	ENSSSCG00000021451	c
1:184048956-184049475:+	7	ENSSSCG00000023408	c
1:184303799-184317973:-	10	ENSSSCG00000005052	c
1:184306880-184308547:-	6	ENSSSCG00000005052	c
1:184316867-184317973:-	15	ENSSSCG00000005052	c
1:184316867-184330517:-	7	ENSSSCG00000005052	c
1:184338955-184348225:-	19	ENSSSCG00000005052	c
1:184343731-184364882:-	7	ENSSSCG00000005052	c
1:184355148-184356505:-	30	ENSSSCG00000005052	c
1:184355148-184364882:-	5	ENSSSCG00000005052	c
1:184524173-184528732:-	14	ENSSSCG00000005056	c
1:184524173-184525686:-	5	ENSSSCG00000005056	c
1:184715051-184717478:-	24	ENSSSCG00000005058	c
1:184914187-184923633:+	11	ENSSSCG00000005060	c
1:184914187-184920865:+	5	ENSSSCG00000005060	c
1:184920694-184923633:+	10	ENSSSCG00000005060	c
1:184920694-184929979:+	16	ENSSSCG00000005060	c
1:184920694-184933229:+	11	ENSSSCG00000005060	c
1:184954518-184956953:+	9	ENSSSCG00000005060	c
1:184956862-184956953:+	99	ENSSSCG00000005060	c
1:184960027-184975608:+	25	ENSSSCG00000005060	c
1:184960027-184971122:+	8	ENSSSCG00000005060	c
1:186415389-186418273:-	12	ENSSSCG00000005066	c
1:186442611-186443769:+	5	ENSSSCG00000005065	c
1:187202256-187241304:-	8	ENSSSCG00000005071	c
1:187235544-187248174:-	8	ENSSSCG00000005071	c
1:187315687-187323793:+	18	ENSSSCG00000022299	c
1:187388813-187401467:+	40	ENSSSCG00000005073	c
1:187388813-187391730:+	31	ENSSSCG00000005073	c
1:187401200-187411824:+	5	ENSSSCG00000005073	c
1:187518792-187519924:+	9	ENSSSCG00000005076	c
1:187569792-187581961:+	13	ENSSSCG00000005076	c
1:187577838-187595285:+	5	ENSSSCG00000005076	c
1:187577838-187581961:+	10	ENSSSCG00000005076	c
1:188199166-188203953:-	12	ENSSSCG00000050857	c
1:188591476-188594965:-	7	ENSSSCG00000037854	c
1:188998156-189024662:+	5	ENSSSCG00000005081	c
1:189129372-189138606:+	10	ENSSSCG00000005082	c
1:189132378-189138606:+	8	ENSSSCG00000005082	c
1:189419732-189425110:-	22	ENSSSCG00000005085	c
1:189423080-189434942:-	76	ENSSSCG00000005085	c
1:189423080-189429175:-	5	ENSSSCG00000005085	c
1:189423080-189437719:-	6	ENSSSCG00000005085	c
1:189423080-189425110:-	9	ENSSSCG00000005085	c
1:189746193-189769062:+	37	ENSSSCG00000005090	c
1:189746193-189748073:+	9	ENSSSCG00000005090	c
1:189746193-189757590:+	12	ENSSSCG00000005090	c
1:189757486-189769062:+	49	ENSSSCG00000005090	c
1:189757486-189809078:+	11	ENSSSCG00000005090	c
1:190648252-190654424:+	13	ENSSSCG00000005096	c
1:190902553-190906758:+	16	ENSSSCG00000005098	c
1:193950367-193954291:-	18	ENSSSCG00000005110	c
1:194001519-194004255:-	15	ENSSSCG00000005110	c
1:194001519-194011399:-	5	ENSSSCG00000005110	c
1:194063963-194065411:-	5	ENSSSCG00000005110	c
1:194586329-194586526:+	5	ENSSSCG00000026382	c
1:194586329-194619966:+	5	ENSSSCG00000026382	c
1:196100532-196103400:-	9	ENSSSCG00000005124	c
1:196100532-196118358:-	7	ENSSSCG00000005124	c
1:196118278-196127738:-	15	ENSSSCG00000005124	c
1:196199999-196204505:+	10	ENSSSCG00000005126	c
1:196199999-196214115:+	7	ENSSSCG00000005126	c
1:196235463-196237559:+	25	ENSSSCG00000005126	c
1:199056039-199093207:+	28	ENSSSCG00000005130	c
1:199056039-199059168:+	35	ENSSSCG00000005130	c
1:199058924-199124142:+	6	ENSSSCG00000005130	c
1:199093103-199124142:+	6	ENSSSCG00000005130	c
1:199119955-199124142:+	37	ENSSSCG00000005130	c
1:200899062-200922046:-	12	ENSSSCG00000005135	c
1:201989228-201991427:-	5	ENSSSCG00000028406	c
1:202107432-202156800:-	10	ENSSSCG00000028406	c
1:202107432-202110999:-	10	ENSSSCG00000028406	c
1:202167573-202207406:-	6	ENSSSCG00000028406	c
1:203396553-203404306:-	16	ENSSSCG00000034213	c
1:203403294-203404306:-	6	ENSSSCG00000034213	c
1:203509288-203516233:-	5	ENSSSCG00000005170	c
1:203515104-203537078:-	30	ENSSSCG00000005170	c
1:203515104-203516233:-	5	ENSSSCG00000005170	c
1:203531905-203537078:-	30	ENSSSCG00000005170	c
1:203531905-203547745:-	5	ENSSSCG00000005170	c
1:203531905-203561227:-	9	ENSSSCG00000005170	c
1:203536416-203538914:-	6	ENSSSCG00000005170	c
1:203560905-203561227:-	11	ENSSSCG00000005170	c
1:203721932-203739415:+	8	ENSSSCG00000005173	c
1:203735590-203740464:+	8	ENSSSCG00000005173	c
1:205515398-205557988:-	26	ENSSSCG00000005178	c
1:205515398-205527866:-	51	ENSSSCG00000005178	c
1:205604846-205605767:-	10	ENSSSCG00000005178	c
1:206868204-206891748:-	18	ENSSSCG00000005182	c
1:206937087-206942249:-	6	ENSSSCG00000005182	c
1:206937087-206961394:-	6	ENSSSCG00000005182	c
1:207190792-207194651:+	233	ENSSSCG00000005183	c
1:207190792-207201653:+	31	ENSSSCG00000005183	c
1:207190792-207199968:+	26	ENSSSCG00000005183	c
1:207223704-207225177:-	13	ENSSSCG00000005184	c
1:207223704-207243608:-	9	ENSSSCG00000005184	c
1:207843754-207861882:+	5	ENSSSCG00000035730	c
1:207843754-207858465:+	5	ENSSSCG00000035730	c
1:207858353-207861882:+	9	ENSSSCG00000035730	c
1:208189591-208364542:+	6	ENSSSCG00000005190	c
1:209261052-209265789:+	15	ENSSSCG00000005191	c
1:209264310-209265789:+	26	ENSSSCG00000005191	c
1:209268741-209271723:+	6	ENSSSCG00000005191	c
1:209292545-209296354:+	6	ENSSSCG00000005191	c
1:209328951-209330339:+	16	ENSSSCG00000005191	c
1:213593211-213593378:+	7	ENSSSCG00000005194	c
1:215191227-215193527:-	6	ENSSSCG00000005198	c
1:215191227-215219681:-	22	ENSSSCG00000005198	c
1:215191227-215256442:-	8	ENSSSCG00000005198	c
1:215371011-215389275:-	35	ENSSSCG00000005198	c
1:215371011-215418563:-	8	ENSSSCG00000005198	c
1:215447980-215463424:-	5	ENSSSCG00000005198	c
1:215447980-215453691:-	7	ENSSSCG00000005198	c
1:215743546-215771774:-	6	ENSSSCG00000005201	c
1:215745864-215771774:-	5	ENSSSCG00000005201	c
1:215754529-215771774:-	11	ENSSSCG00000005201	c
1:216409960-216410828:-	8	ENSSSCG00000005208	c
1:216420519-216472748:-	11	ENSSSCG00000005208	c
1:216882042-216893008:-	6	ENSSSCG00000005215	c
1:216889403-216895647:-	6	ENSSSCG00000005215	c
1:216892030-216897938:-	10	ENSSSCG00000005215	c
1:216914274-216951002:-	21	ENSSSCG00000005215	c
1:216914274-216933620:-	13	ENSSSCG00000005215	c
1:216914274-216918840:-	5	ENSSSCG00000005215	c
1:217268187-217280656:-	7	ENSSSCG00000005219	c
1:217643587-217644074:+	12	ENSSSCG00000005224	c
1:217786692-217794582:+	5	ENSSSCG00000005224	c
1:217793462-217794582:+	38	ENSSSCG00000005224	c
1:218480057-218542703:+	18	ENSSSCG00000005225	c
1:218480057-218559823:+	7	ENSSSCG00000005225	c
1:218542444-218573173:+	21	ENSSSCG00000005225	c
1:218569067-218573173:+	14	ENSSSCG00000005225	c
1:218601192-218616936:+	15	ENSSSCG00000005225	c
1:219008810-219016372:+	8	ENSSSCG00000005227	c
1:219010540-219028462:+	60	ENSSSCG00000005227	c
1:219717084-219730732:-	6	ENSSSCG00000005232	c
1:219723639-219730732:-	6	ENSSSCG00000005232	c
1:222582658-222588477:+	7	ENSSSCG00000005247	c
1:223585501-223596456:+	5	ENSSSCG00000005255	c
1:224085227-224120896:-	5	ENSSSCG00000005257	c
1:225154198-225159215:-	19	ENSSSCG00000021802	c
1:225718523-225951810:+	5	ENSSSCG00000005266	c
1:225994569-226031767:+	9	ENSSSCG00000005266	c
1:226014569-226044358:+	7	ENSSSCG00000005266	c
1:226014569-226031767:+	6	ENSSSCG00000005266	c
1:228943721-228986161:+	7	ENSSSCG00000023520	c
1:230091379-230101283:+	81	ENSSSCG00000005282	c
1:230100569-230101283:+	5	ENSSSCG00000005282	c
