gene_ID_ssc gene_ID_bta
ENSSSCG00000001024 ENSBTAG00000013821
ENSSSCG00000001025 ENSBTAG00000015106
ENSSSCG00000001027 ENSBTAG00000019234
ENSSSCG00000001033 ENSBTAG00000009157
ENSSSCG00000001036 ENSBTAG00000001250
ENSSSCG00000001038 ENSBTAG00000005808
ENSSSCG00000001040 ENSBTAG00000049554
ENSSSCG00000001041 ENSBTAG00000018674
ENSSSCG00000001042 ENSBTAG00000014053
ENSSSCG00000001045 ENSBTAG00000002497
ENSSSCG00000001048 ENSBTAG00000019533
ENSSSCG00000001049 ENSBTAG00000001252
ENSSSCG00000001052 ENSBTAG00000012039
ENSSSCG00000001053 ENSBTAG00000017160
ENSSSCG00000001056 ENSBTAG00000021556
ENSSSCG00000001057 ENSBTAG00000001475
ENSSSCG00000001061 ENSBTAG00000012938
ENSSSCG00000001062 ENSBTAG00000012939
ENSSSCG00000001063 ENSBTAG00000004115
ENSSSCG00000001064 ENSBTAG00000015743
ENSSSCG00000001065 ENSBTAG00000019675
ENSSSCG00000001067 ENSBTAG00000020559
ENSSSCG00000001068 ENSBTAG00000016924
ENSSSCG00000001070 ENSBTAG00000017118
ENSSSCG00000001073 ENSBTAG00000019300
ENSSSCG00000001074 ENSBTAG00000014608
ENSSSCG00000001075 ENSBTAG00000012865
ENSSSCG00000001076 ENSBTAG00000009055
ENSSSCG00000001078 ENSBTAG00000016519
ENSSSCG00000001080 ENSBTAG00000025589
ENSSSCG00000001083 ENSBTAG00000015130
ENSSSCG00000001085 ENSBTAG00000009798
ENSSSCG00000001087 ENSBTAG00000004979
ENSSSCG00000001089 ENSBTAG00000004982
ENSSSCG00000001090 ENSBTAG00000021902
ENSSSCG00000001091 ENSBTAG00000021903
ENSSSCG00000001092 ENSBTAG00000000365
ENSSSCG00000001095 ENSBTAG00000017329
ENSSSCG00000001096 ENSBTAG00000051964
ENSSSCG00000001097 ENSBTAG00000018165
ENSSSCG00000001099 ENSBTAG00000003892
ENSSSCG00000001100 ENSBTAG00000016549
ENSSSCG00000001101 ENSBTAG00000019926
ENSSSCG00000001107 ENSBTAG00000037917
ENSSSCG00000001131 ENSBTAG00000010852
ENSSSCG00000001132 ENSBTAG00000031753
ENSSSCG00000001156 ENSBTAG00000031741
ENSSSCG00000001156 ENSBTAG00000034597
ENSSSCG00000001156 ENSBTAG00000051085
ENSSSCG00000001156 ENSBTAG00000054999
ENSSSCG00000001164 ENSBTAG00000011498
ENSSSCG00000001197 ENSBTAG00000031874
ENSSSCG00000001201 ENSBTAG00000007074
ENSSSCG00000001203 ENSBTAG00000040168
ENSSSCG00000001204 ENSBTAG00000003575
ENSSSCG00000001205 ENSBTAG00000031871
ENSSSCG00000001206 ENSBTAG00000031869
ENSSSCG00000001207 ENSBTAG00000046573
ENSSSCG00000001209 ENSBTAG00000008943
ENSSSCG00000001211 ENSBTAG00000049601
ENSSSCG00000001213 ENSBTAG00000049252
ENSSSCG00000001214 ENSBTAG00000012023
ENSSSCG00000001214 ENSBTAG00000050752
ENSSSCG00000001216 ENSBTAG00000049102
ENSSSCG00000001219 ENSBTAG00000000871
ENSSSCG00000001229 ENSBTAG00000001476
ENSSSCG00000001229 ENSBTAG00000002069
ENSSSCG00000001229 ENSBTAG00000005146
ENSSSCG00000001229 ENSBTAG00000005182
ENSSSCG00000001229 ENSBTAG00000007075
ENSSSCG00000001229 ENSBTAG00000012208
ENSSSCG00000001229 ENSBTAG00000019386
ENSSSCG00000001229 ENSBTAG00000020116
ENSSSCG00000001232 ENSBTAG00000037421
ENSSSCG00000001233 ENSBTAG00000035744
ENSSSCG00000001234 ENSBTAG00000007530
ENSSSCG00000001235 ENSBTAG00000007532
ENSSSCG00000001236 ENSBTAG00000037381
ENSSSCG00000001242 ENSBTAG00000017239
ENSSSCG00000001245 ENSBTAG00000031792
ENSSSCG00000001248 ENSBTAG00000017818
ENSSSCG00000001252 ENSBTAG00000025398
ENSSSCG00000001252 ENSBTAG00000027246
ENSSSCG00000001252 ENSBTAG00000052703
ENSSSCG00000001253 ENSBTAG00000017227
ENSSSCG00000001254 ENSBTAG00000039534
ENSSSCG00000001297 ENSBTAG00000037628
ENSSSCG00000001304 ENSBTAG00000049750
ENSSSCG00000001304 ENSBTAG00000051052
ENSSSCG00000001304 ENSBTAG00000051716
ENSSSCG00000001304 ENSBTAG00000052149
ENSSSCG00000001341 ENSBTAG00000038619
ENSSSCG00000001342 ENSBTAG00000007643
ENSSSCG00000001346 ENSBTAG00000006927
ENSSSCG00000001347 ENSBTAG00000006933
ENSSSCG00000001362 ENSBTAG00000025526
ENSSSCG00000001372 ENSBTAG00000025516
ENSSSCG00000001376 ENSBTAG00000006960
ENSSSCG00000001379 ENSBTAG00000048426
ENSSSCG00000001382 ENSBTAG00000010682
ENSSSCG00000001384 ENSBTAG00000010698
ENSSSCG00000001388 ENSBTAG00000004539
ENSSSCG00000001391 ENSBTAG00000014434
ENSSSCG00000001392 ENSBTAG00000014435
ENSSSCG00000001393 ENSBTAG00000021111
ENSSSCG00000001394 ENSBTAG00000010166
ENSSSCG00000001394 ENSBTAG00000053433
ENSSSCG00000001394 ENSBTAG00000054342
ENSSSCG00000001395 ENSBTAG00000010166
ENSSSCG00000001395 ENSBTAG00000053433
ENSSSCG00000001395 ENSBTAG00000054342
ENSSSCG00000001396 ENSBTAG00000001476
ENSSSCG00000001396 ENSBTAG00000002069
ENSSSCG00000001396 ENSBTAG00000005146
ENSSSCG00000001396 ENSBTAG00000005182
ENSSSCG00000001396 ENSBTAG00000007075
ENSSSCG00000001396 ENSBTAG00000012208
ENSSSCG00000001396 ENSBTAG00000019386
ENSSSCG00000001396 ENSBTAG00000020116
ENSSSCG00000001400 ENSBTAG00000014490
ENSSSCG00000001401 ENSBTAG00000014491
ENSSSCG00000001402 ENSBTAG00000014492
ENSSSCG00000001403 ENSBTAG00000000016
ENSSSCG00000001404 ENSBTAG00000025471
ENSSSCG00000001407 ENSBTAG00000018343
ENSSSCG00000001409 ENSBTAG00000019682
ENSSSCG00000001410 ENSBTAG00000019685
ENSSSCG00000001411 ENSBTAG00000008833
ENSSSCG00000001413 ENSBTAG00000008835
ENSSSCG00000001414 ENSBTAG00000039740
ENSSSCG00000001416 ENSBTAG00000025449
ENSSSCG00000001418 ENSBTAG00000005674
ENSSSCG00000001419 ENSBTAG00000005675
ENSSSCG00000001420 ENSBTAG00000005676
ENSSSCG00000001421 ENSBTAG00000032031
ENSSSCG00000001422 ENSBTAG00000007450
ENSSSCG00000001423 ENSBTAG00000007453
ENSSSCG00000001424 ENSBTAG00000005587
ENSSSCG00000001425 ENSBTAG00000005588
ENSSSCG00000001426 ENSBTAG00000005589
ENSSSCG00000001427 ENSBTAG00000006864
ENSSSCG00000001427 ENSBTAG00000037533
ENSSSCG00000001428 ENSBTAG00000001443
ENSSSCG00000001428 ENSBTAG00000047039
ENSSSCG00000001430 ENSBTAG00000008794
ENSSSCG00000001431 ENSBTAG00000037781
ENSSSCG00000001433 ENSBTAG00000004436
ENSSSCG00000001434 ENSBTAG00000025410
ENSSSCG00000001435 ENSBTAG00000004442
ENSSSCG00000001436 ENSBTAG00000025413
ENSSSCG00000001437 ENSBTAG00000014420
ENSSSCG00000001438 ENSBTAG00000014421
ENSSSCG00000001439 ENSBTAG00000054438
ENSSSCG00000001440 ENSBTAG00000025424
ENSSSCG00000001441 ENSBTAG00000023563
ENSSSCG00000001441 ENSBTAG00000048304
ENSSSCG00000001444 ENSBTAG00000023541
ENSSSCG00000001447 ENSBTAG00000034945
ENSSSCG00000001453 ENSBTAG00000010645
ENSSSCG00000001455 ENSBTAG00000013919
ENSSSCG00000001456 ENSBTAG00000037605
ENSSSCG00000001456 ENSBTAG00000038128
ENSSSCG00000001457 ENSBTAG00000019588
ENSSSCG00000001458 ENSBTAG00000050757
ENSSSCG00000001459 ENSBTAG00000047707
ENSSSCG00000001463 ENSBTAG00000008954
ENSSSCG00000001469 ENSBTAG00000012451
ENSSSCG00000001470 ENSBTAG00000015730
ENSSSCG00000001471 ENSBTAG00000011074
ENSSSCG00000001472 ENSBTAG00000006490
ENSSSCG00000001473 ENSBTAG00000000601
ENSSSCG00000001474 ENSBTAG00000000602
ENSSSCG00000001475 ENSBTAG00000008191
ENSSSCG00000001476 ENSBTAG00000020927
ENSSSCG00000001477 ENSBTAG00000018884
ENSSSCG00000001478 ENSBTAG00000012870
ENSSSCG00000001479 ENSBTAG00000025718
ENSSSCG00000001480 ENSBTAG00000012973
ENSSSCG00000001481 ENSBTAG00000011719
ENSSSCG00000001483 ENSBTAG00000016058
ENSSSCG00000001484 ENSBTAG00000012652
ENSSSCG00000001485 ENSBTAG00000014581
ENSSSCG00000001486 ENSBTAG00000017533
ENSSSCG00000001487 ENSBTAG00000018167
ENSSSCG00000001488 ENSBTAG00000015571
ENSSSCG00000001490 ENSBTAG00000043990
ENSSSCG00000001493 ENSBTAG00000007937
ENSSSCG00000001497 ENSBTAG00000018879
ENSSSCG00000001498 ENSBTAG00000008228
ENSSSCG00000001499 ENSBTAG00000021237
ENSSSCG00000001501 ENSBTAG00000002643
ENSSSCG00000001502 ENSBTAG00000002648
ENSSSCG00000001503 ENSBTAG00000025669
ENSSSCG00000001504 ENSBTAG00000016824
ENSSSCG00000001505 ENSBTAG00000010723
ENSSSCG00000001506 ENSBTAG00000016827
ENSSSCG00000001507 ENSBTAG00000016829
ENSSSCG00000001509 ENSBTAG00000016830
ENSSSCG00000001510 ENSBTAG00000001631
ENSSSCG00000001511 ENSBTAG00000001634
ENSSSCG00000001512 ENSBTAG00000001635
ENSSSCG00000001513 ENSBTAG00000020975
ENSSSCG00000001516 ENSBTAG00000000428
ENSSSCG00000001517 ENSBTAG00000011057
ENSSSCG00000001518 ENSBTAG00000013245
ENSSSCG00000001520 ENSBTAG00000015538
ENSSSCG00000001521 ENSBTAG00000015550
ENSSSCG00000001523 ENSBTAG00000013632
ENSSSCG00000001527 ENSBTAG00000034493
ENSSSCG00000001531 ENSBTAG00000024549
ENSSSCG00000001532 ENSBTAG00000009267
ENSSSCG00000001533 ENSBTAG00000016887
ENSSSCG00000001534 ENSBTAG00000016890
ENSSSCG00000001535 ENSBTAG00000016891
ENSSSCG00000001536 ENSBTAG00000009226
ENSSSCG00000001537 ENSBTAG00000006170
ENSSSCG00000001538 ENSBTAG00000025622
ENSSSCG00000001539 ENSBTAG00000017542
ENSSSCG00000001544 ENSBTAG00000019495
ENSSSCG00000001546 ENSBTAG00000019492
ENSSSCG00000001549 ENSBTAG00000047502
ENSSSCG00000001550 ENSBTAG00000010877
ENSSSCG00000001551 ENSBTAG00000048447
ENSSSCG00000001552 ENSBTAG00000016833
ENSSSCG00000001553 ENSBTAG00000016834
ENSSSCG00000001554 ENSBTAG00000016838
ENSSSCG00000001555 ENSBTAG00000017251
ENSSSCG00000001556 ENSBTAG00000020783
ENSSSCG00000001559 ENSBTAG00000015118
ENSSSCG00000001560 ENSBTAG00000017617
ENSSSCG00000001562 ENSBTAG00000020595
ENSSSCG00000001563 ENSBTAG00000011126
ENSSSCG00000001563 ENSBTAG00000050557
ENSSSCG00000001564 ENSBTAG00000040006
ENSSSCG00000001565 ENSBTAG00000008353
ENSSSCG00000001566 ENSBTAG00000050445
ENSSSCG00000001567 ENSBTAG00000007514
ENSSSCG00000001570 ENSBTAG00000002092
ENSSSCG00000001571 ENSBTAG00000033453
ENSSSCG00000001572 ENSBTAG00000014172
ENSSSCG00000001573 ENSBTAG00000000396
ENSSSCG00000001574 ENSBTAG00000045936
ENSSSCG00000001576 ENSBTAG00000002369
ENSSSCG00000001577 ENSBTAG00000014253
ENSSSCG00000001578 ENSBTAG00000017091
ENSSSCG00000001582 ENSBTAG00000005888
ENSSSCG00000001589 ENSBTAG00000018224
ENSSSCG00000001592 ENSBTAG00000010328
ENSSSCG00000001594 ENSBTAG00000027197
ENSSSCG00000001595 ENSBTAG00000021381
ENSSSCG00000001596 ENSBTAG00000010449
ENSSSCG00000001597 ENSBTAG00000017971
ENSSSCG00000001611 ENSBTAG00000009905
ENSSSCG00000001612 ENSBTAG00000021359
ENSSSCG00000001613 ENSBTAG00000006485
ENSSSCG00000001616 ENSBTAG00000015707
ENSSSCG00000001619 ENSBTAG00000014211
ENSSSCG00000001620 ENSBTAG00000019343
ENSSSCG00000001621 ENSBTAG00000012384
ENSSSCG00000001624 ENSBTAG00000009861
ENSSSCG00000001625 ENSBTAG00000003818
ENSSSCG00000001629 ENSBTAG00000008981
ENSSSCG00000001636 ENSBTAG00000051956
ENSSSCG00000001637 ENSBTAG00000012439
ENSSSCG00000001638 ENSBTAG00000015301
ENSSSCG00000001639 ENSBTAG00000015321
ENSSSCG00000001641 ENSBTAG00000005967
ENSSSCG00000001646 ENSBTAG00000014814
ENSSSCG00000001650 ENSBTAG00000017097
ENSSSCG00000001651 ENSBTAG00000015900
ENSSSCG00000001653 ENSBTAG00000005532
ENSSSCG00000001654 ENSBTAG00000005533
ENSSSCG00000001655 ENSBTAG00000005536
ENSSSCG00000001655 ENSBTAG00000010711
ENSSSCG00000001655 ENSBTAG00000052318
ENSSSCG00000001656 ENSBTAG00000053873
ENSSSCG00000001657 ENSBTAG00000012749
ENSSSCG00000001658 ENSBTAG00000012752
ENSSSCG00000001659 ENSBTAG00000012755
ENSSSCG00000001660 ENSBTAG00000012761
ENSSSCG00000001661 ENSBTAG00000012777
ENSSSCG00000001664 ENSBTAG00000046107
ENSSSCG00000001667 ENSBTAG00000010217
ENSSSCG00000001672 ENSBTAG00000006357
ENSSSCG00000001676 ENSBTAG00000025554
ENSSSCG00000001679 ENSBTAG00000018970
ENSSSCG00000001680 ENSBTAG00000005842
ENSSSCG00000001682 ENSBTAG00000005850
ENSSSCG00000001683 ENSBTAG00000006015
ENSSSCG00000001688 ENSBTAG00000011189
ENSSSCG00000001689 ENSBTAG00000006016
ENSSSCG00000001691 ENSBTAG00000009549
ENSSSCG00000001692 ENSBTAG00000025571
ENSSSCG00000001695 ENSBTAG00000005339
ENSSSCG00000001697 ENSBTAG00000032680
ENSSSCG00000001698 ENSBTAG00000021066
ENSSSCG00000001698 ENSBTAG00000053551
ENSSSCG00000001700 ENSBTAG00000015131
ENSSSCG00000001701 ENSBTAG00000000778
ENSSSCG00000001702 ENSBTAG00000008076
ENSSSCG00000001703 ENSBTAG00000013705
ENSSSCG00000001705 ENSBTAG00000050049
ENSSSCG00000001706 ENSBTAG00000013722
ENSSSCG00000001708 ENSBTAG00000020012
ENSSSCG00000001709 ENSBTAG00000032887
ENSSSCG00000001710 ENSBTAG00000004104
ENSSSCG00000001715 ENSBTAG00000015829
ENSSSCG00000001716 ENSBTAG00000009302
ENSSSCG00000001718 ENSBTAG00000003632
ENSSSCG00000001720 ENSBTAG00000016302
ENSSSCG00000001723 ENSBTAG00000019315
ENSSSCG00000001725 ENSBTAG00000004347
ENSSSCG00000001726 ENSBTAG00000021609
ENSSSCG00000001727 ENSBTAG00000020054
ENSSSCG00000001729 ENSBTAG00000021415
ENSSSCG00000001729 ENSBTAG00000051749
ENSSSCG00000001731 ENSBTAG00000020710
ENSSSCG00000001732 ENSBTAG00000014272
ENSSSCG00000001735 ENSBTAG00000011300
ENSSSCG00000001736 ENSBTAG00000002166
ENSSSCG00000001739 ENSBTAG00000008085
ENSSSCG00000001741 ENSBTAG00000054219
ENSSSCG00000001743 ENSBTAG00000051453
ENSSSCG00000001744 ENSBTAG00000020425
ENSSSCG00000001746 ENSBTAG00000011237
ENSSSCG00000001748 ENSBTAG00000002150
ENSSSCG00000001749 ENSBTAG00000016835
ENSSSCG00000001750 ENSBTAG00000025494
ENSSSCG00000001751 ENSBTAG00000013657
ENSSSCG00000001752 ENSBTAG00000003130
ENSSSCG00000001755 ENSBTAG00000001786
ENSSSCG00000001756 ENSBTAG00000002504
ENSSSCG00000001757 ENSBTAG00000015944
ENSSSCG00000001760 ENSBTAG00000006231
ENSSSCG00000001762 ENSBTAG00000010981
ENSSSCG00000001764 ENSBTAG00000047166
ENSSSCG00000001765 ENSBTAG00000001396
ENSSSCG00000001769 ENSBTAG00000025847
ENSSSCG00000001770 ENSBTAG00000010992
ENSSSCG00000001771 ENSBTAG00000019940
ENSSSCG00000001773 ENSBTAG00000000807
ENSSSCG00000001775 ENSBTAG00000007094
ENSSSCG00000001776 ENSBTAG00000013009
ENSSSCG00000001779 ENSBTAG00000012321
ENSSSCG00000001780 ENSBTAG00000012338
ENSSSCG00000001782 ENSBTAG00000032951
ENSSSCG00000001786 ENSBTAG00000011861
ENSSSCG00000001787 ENSBTAG00000010963
ENSSSCG00000001788 ENSBTAG00000010964
ENSSSCG00000001789 ENSBTAG00000012166
ENSSSCG00000001790 ENSBTAG00000053786
ENSSSCG00000001792 ENSBTAG00000003410
ENSSSCG00000001793 ENSBTAG00000004645
ENSSSCG00000001795 ENSBTAG00000018004
ENSSSCG00000001798 ENSBTAG00000015462
ENSSSCG00000001800 ENSBTAG00000012926
ENSSSCG00000001801 ENSBTAG00000021341
ENSSSCG00000001804 ENSBTAG00000017715
ENSSSCG00000001805 ENSBTAG00000017711
ENSSSCG00000001806 ENSBTAG00000015018
ENSSSCG00000001807 ENSBTAG00000008495
ENSSSCG00000001808 ENSBTAG00000000623
ENSSSCG00000001810 ENSBTAG00000015909
ENSSSCG00000001814 ENSBTAG00000013060
ENSSSCG00000001816 ENSBTAG00000020301
ENSSSCG00000001817 ENSBTAG00000002939
ENSSSCG00000001818 ENSBTAG00000002941
ENSSSCG00000001819 ENSBTAG00000018905
ENSSSCG00000001820 ENSBTAG00000018637
ENSSSCG00000001821 ENSBTAG00000018639
ENSSSCG00000001822 ENSBTAG00000018642
ENSSSCG00000001823 ENSBTAG00000008774
ENSSSCG00000001824 ENSBTAG00000009874
ENSSSCG00000001825 ENSBTAG00000005617
ENSSSCG00000001826 ENSBTAG00000019402
ENSSSCG00000001830 ENSBTAG00000001308
ENSSSCG00000001830 ENSBTAG00000002786
ENSSSCG00000001830 ENSBTAG00000004339
ENSSSCG00000001830 ENSBTAG00000045929
ENSSSCG00000001830 ENSBTAG00000053832
ENSSSCG00000001830 ENSBTAG00000054230
ENSSSCG00000001832 ENSBTAG00000016158
ENSSSCG00000001834 ENSBTAG00000003300
ENSSSCG00000001835 ENSBTAG00000019954
ENSSSCG00000001836 ENSBTAG00000033721
ENSSSCG00000001837 ENSBTAG00000009097
ENSSSCG00000001838 ENSBTAG00000009098
ENSSSCG00000001840 ENSBTAG00000002440
ENSSSCG00000001841 ENSBTAG00000005471
ENSSSCG00000001844 ENSBTAG00000015350
ENSSSCG00000001846 ENSBTAG00000006141
ENSSSCG00000001846 ENSBTAG00000055143
ENSSSCG00000001847 ENSBTAG00000052215
ENSSSCG00000001848 ENSBTAG00000027058
ENSSSCG00000001849 ENSBTAG00000016881
ENSSSCG00000001850 ENSBTAG00000027059
ENSSSCG00000001852 ENSBTAG00000014093
ENSSSCG00000001858 ENSBTAG00000021275
ENSSSCG00000001862 ENSBTAG00000012490
ENSSSCG00000001863 ENSBTAG00000012489
ENSSSCG00000001865 ENSBTAG00000052779
ENSSSCG00000001866 ENSBTAG00000015780
ENSSSCG00000001867 ENSBTAG00000021144
ENSSSCG00000001868 ENSBTAG00000002415
ENSSSCG00000001868 ENSBTAG00000032136
ENSSSCG00000001869 ENSBTAG00000005145
ENSSSCG00000001871 ENSBTAG00000020441
ENSSSCG00000001872 ENSBTAG00000023147
ENSSSCG00000001873 ENSBTAG00000012219
ENSSSCG00000001875 ENSBTAG00000012206
ENSSSCG00000001877 ENSBTAG00000021293
ENSSSCG00000001878 ENSBTAG00000016984
ENSSSCG00000001879 ENSBTAG00000019506
ENSSSCG00000001880 ENSBTAG00000009985
ENSSSCG00000001881 ENSBTAG00000007368
ENSSSCG00000001882 ENSBTAG00000007365
ENSSSCG00000001884 ENSBTAG00000007346
ENSSSCG00000001885 ENSBTAG00000021021
ENSSSCG00000001887 ENSBTAG00000021318
ENSSSCG00000001888 ENSBTAG00000021693
ENSSSCG00000001892 ENSBTAG00000005844
ENSSSCG00000001895 ENSBTAG00000021426
ENSSSCG00000001898 ENSBTAG00000005838
ENSSSCG00000001899 ENSBTAG00000021425
ENSSSCG00000001900 ENSBTAG00000021424
ENSSSCG00000001901 ENSBTAG00000000085
ENSSSCG00000001903 ENSBTAG00000007308
ENSSSCG00000001904 ENSBTAG00000007304
ENSSSCG00000001905 ENSBTAG00000011828
ENSSSCG00000001906 ENSBTAG00000001021
ENSSSCG00000001907 ENSBTAG00000000010
ENSSSCG00000001908 ENSBTAG00000006912
ENSSSCG00000001909 ENSBTAG00000007348
ENSSSCG00000001910 ENSBTAG00000006024
ENSSSCG00000001912 ENSBTAG00000015779
ENSSSCG00000001913 ENSBTAG00000015772
ENSSSCG00000001914 ENSBTAG00000009086
ENSSSCG00000001915 ENSBTAG00000007800
ENSSSCG00000001916 ENSBTAG00000025803
ENSSSCG00000001917 ENSBTAG00000019734
ENSSSCG00000001918 ENSBTAG00000008218
ENSSSCG00000001920 ENSBTAG00000017466
ENSSSCG00000001921 ENSBTAG00000004990
ENSSSCG00000001924 ENSBTAG00000006708
ENSSSCG00000001925 ENSBTAG00000001578
ENSSSCG00000001927 ENSBTAG00000012981
ENSSSCG00000001928 ENSBTAG00000014092
ENSSSCG00000001930 ENSBTAG00000005753
ENSSSCG00000001931 ENSBTAG00000046391
ENSSSCG00000001932 ENSBTAG00000013627
ENSSSCG00000001934 ENSBTAG00000003708
ENSSSCG00000001938 ENSBTAG00000006582
ENSSSCG00000001939 ENSBTAG00000015095
ENSSSCG00000001942 ENSBTAG00000009186
ENSSSCG00000001944 ENSBTAG00000013352
ENSSSCG00000001945 ENSBTAG00000000541
ENSSSCG00000001946 ENSBTAG00000009941
ENSSSCG00000001947 ENSBTAG00000017629
ENSSSCG00000001947 ENSBTAG00000018400
ENSSSCG00000001949 ENSBTAG00000027013
ENSSSCG00000001950 ENSBTAG00000009682
ENSSSCG00000001952 ENSBTAG00000016683
ENSSSCG00000001955 ENSBTAG00000019085
ENSSSCG00000001958 ENSBTAG00000020164
ENSSSCG00000001959 ENSBTAG00000015053
ENSSSCG00000001960 ENSBTAG00000003419
ENSSSCG00000001963 ENSBTAG00000008172
ENSSSCG00000001964 ENSBTAG00000004462
ENSSSCG00000001966 ENSBTAG00000027024
ENSSSCG00000001968 ENSBTAG00000044121
ENSSSCG00000001970 ENSBTAG00000022847
ENSSSCG00000001971 ENSBTAG00000032477
ENSSSCG00000001972 ENSBTAG00000017201
ENSSSCG00000001973 ENSBTAG00000017565
ENSSSCG00000001974 ENSBTAG00000001617
ENSSSCG00000001975 ENSBTAG00000012789
ENSSSCG00000001977 ENSBTAG00000021291
ENSSSCG00000001978 ENSBTAG00000010828
ENSSSCG00000001978 ENSBTAG00000038159
ENSSSCG00000001979 ENSBTAG00000013055
ENSSSCG00000001979 ENSBTAG00000038080
ENSSSCG00000001979 ENSBTAG00000039813
ENSSSCG00000001979 ENSBTAG00000050353
ENSSSCG00000001979 ENSBTAG00000053015
ENSSSCG00000001982 ENSBTAG00000050871
ENSSSCG00000001982 ENSBTAG00000052449
ENSSSCG00000001983 ENSBTAG00000004788
ENSSSCG00000001984 ENSBTAG00000010666
ENSSSCG00000001985 ENSBTAG00000010665
ENSSSCG00000001986 ENSBTAG00000006366
ENSSSCG00000001987 ENSBTAG00000018422
ENSSSCG00000001988 ENSBTAG00000018419
ENSSSCG00000001989 ENSBTAG00000010236
ENSSSCG00000001990 ENSBTAG00000010235
ENSSSCG00000001991 ENSBTAG00000010234
ENSSSCG00000001992 ENSBTAG00000018796
ENSSSCG00000001993 ENSBTAG00000003920
ENSSSCG00000001994 ENSBTAG00000002718
ENSSSCG00000002000 ENSBTAG00000002707
ENSSSCG00000002001 ENSBTAG00000002705
ENSSSCG00000002002 ENSBTAG00000005816
ENSSSCG00000002003 ENSBTAG00000005815
ENSSSCG00000002004 ENSBTAG00000005814
ENSSSCG00000002005 ENSBTAG00000025778
ENSSSCG00000002006 ENSBTAG00000021395
ENSSSCG00000002007 ENSBTAG00000021394
ENSSSCG00000002008 ENSBTAG00000021392
ENSSSCG00000002009 ENSBTAG00000011934
ENSSSCG00000002010 ENSBTAG00000001871
ENSSSCG00000002011 ENSBTAG00000001870
ENSSSCG00000002012 ENSBTAG00000015208
ENSSSCG00000002013 ENSBTAG00000017665
ENSSSCG00000002014 ENSBTAG00000007104
ENSSSCG00000002015 ENSBTAG00000007099
ENSSSCG00000002016 ENSBTAG00000007097
ENSSSCG00000002020 ENSBTAG00000009595
ENSSSCG00000002023 ENSBTAG00000006884
ENSSSCG00000002023 ENSBTAG00000050594
ENSSSCG00000002023 ENSBTAG00000053753
ENSSSCG00000002025 ENSBTAG00000016467
ENSSSCG00000002026 ENSBTAG00000038733
ENSSSCG00000002028 ENSBTAG00000032709
ENSSSCG00000002029 ENSBTAG00000040053
ENSSSCG00000002032 ENSBTAG00000007415
ENSSSCG00000002033 ENSBTAG00000005952
ENSSSCG00000002034 ENSBTAG00000011571
ENSSSCG00000002035 ENSBTAG00000047027
ENSSSCG00000002036 ENSBTAG00000012726
ENSSSCG00000002037 ENSBTAG00000011349
ENSSSCG00000002038 ENSBTAG00000054080
ENSSSCG00000002039 ENSBTAG00000014824
ENSSSCG00000002040 ENSBTAG00000014822
ENSSSCG00000002041 ENSBTAG00000014821
ENSSSCG00000002042 ENSBTAG00000014820
ENSSSCG00000002050 ENSBTAG00000019077
ENSSSCG00000002051 ENSBTAG00000016658
ENSSSCG00000002062 ENSBTAG00000048374
ENSSSCG00000002071 ENSBTAG00000035530
ENSSSCG00000002077 ENSBTAG00000046995
ENSSSCG00000002077 ENSBTAG00000048302
ENSSSCG00000002077 ENSBTAG00000049032
ENSSSCG00000002077 ENSBTAG00000049140
ENSSSCG00000002077 ENSBTAG00000049260
ENSSSCG00000002077 ENSBTAG00000050391
ENSSSCG00000002077 ENSBTAG00000054130
ENSSSCG00000002077 ENSBTAG00000054254
ENSSSCG00000002078 ENSBTAG00000035530
ENSSSCG00000002081 ENSBTAG00000046995
ENSSSCG00000002081 ENSBTAG00000048302
ENSSSCG00000002081 ENSBTAG00000049032
ENSSSCG00000002081 ENSBTAG00000049140
ENSSSCG00000002081 ENSBTAG00000049260
ENSSSCG00000002081 ENSBTAG00000050391
ENSSSCG00000002081 ENSBTAG00000054130
ENSSSCG00000002081 ENSBTAG00000054254
ENSSSCG00000002084 ENSBTAG00000035530
ENSSSCG00000002105 ENSBTAG00000011925
ENSSSCG00000002106 ENSBTAG00000007029
ENSSSCG00000002127 ENSBTAG00000020422
ENSSSCG00000002129 ENSBTAG00000004694
ENSSSCG00000002130 ENSBTAG00000039241
ENSSSCG00000002131 ENSBTAG00000051780
ENSSSCG00000002134 ENSBTAG00000032869
ENSSSCG00000002135 ENSBTAG00000012317
ENSSSCG00000002135 ENSBTAG00000037452
ENSSSCG00000002138 ENSBTAG00000002743
ENSSSCG00000002140 ENSBTAG00000001183
ENSSSCG00000002142 ENSBTAG00000001179
ENSSSCG00000002143 ENSBTAG00000009374
ENSSSCG00000002144 ENSBTAG00000008466
ENSSSCG00000002145 ENSBTAG00000009372
ENSSSCG00000002148 ENSBTAG00000038643
ENSSSCG00000002170 ENSBTAG00000046651
ENSSSCG00000002175 ENSBTAG00000038188
ENSSSCG00000002191 ENSBTAG00000048863
ENSSSCG00000002191 ENSBTAG00000050433
ENSSSCG00000002235 ENSBTAG00000020040
ENSSSCG00000002241 ENSBTAG00000014948
ENSSSCG00000002243 ENSBTAG00000016236
ENSSSCG00000002245 ENSBTAG00000006413
ENSSSCG00000002251 ENSBTAG00000021414
ENSSSCG00000002252 ENSBTAG00000018252
