gene_ID_bta gene_ID_oar
ENSBTAG00000000950 ENSOARG00000007548
ENSBTAG00000000951 ENSOARG00000015535
ENSBTAG00000000955 ENSOARG00000018817
ENSBTAG00000000957 ENSOARG00000007148
ENSBTAG00000000958 ENSOARG00000006868
ENSBTAG00000000960 ENSOARG00000006873
ENSBTAG00000000961 ENSOARG00000006885
ENSBTAG00000000962 ENSOARG00000007050
ENSBTAG00000000963 ENSOARG00000007282
ENSBTAG00000000964 ENSOARG00000006828
ENSBTAG00000000965 ENSOARG00000012319
ENSBTAG00000000966 ENSOARG00000021003
ENSBTAG00000000967 ENSOARG00000010954
ENSBTAG00000000970 ENSOARG00000018049
ENSBTAG00000000973 ENSOARG00000014447
ENSBTAG00000000974 ENSOARG00000008328
ENSBTAG00000000977 ENSOARG00000001539
ENSBTAG00000000978 ENSOARG00000001208
ENSBTAG00000000979 ENSOARG00000003460
ENSBTAG00000000981 ENSOARG00000014296
ENSBTAG00000000983 ENSOARG00000003612
ENSBTAG00000000985 ENSOARG00000018516
ENSBTAG00000000986 ENSOARG00000003142
ENSBTAG00000000987 ENSOARG00000002168
ENSBTAG00000000988 ENSOARG00000011179
ENSBTAG00000000991 ENSOARG00000017330
ENSBTAG00000000992 ENSOARG00000019859
ENSBTAG00000000993 ENSOARG00000011029
ENSBTAG00000000995 ENSOARG00000007199
ENSBTAG00000000997 ENSOARG00000001180
ENSBTAG00000000998 ENSOARG00000005548
ENSBTAG00000001000 ENSOARG00000013577
ENSBTAG00000001001 ENSOARG00000007469
ENSBTAG00000001002 ENSOARG00000013765
ENSBTAG00000001003 ENSOARG00000015170
ENSBTAG00000001004 ENSOARG00000010670
ENSBTAG00000001005 ENSOARG00000004846
ENSBTAG00000001007 ENSOARG00000016308
ENSBTAG00000001008 ENSOARG00000006139
ENSBTAG00000001009 ENSOARG00000020050
ENSBTAG00000001010 ENSOARG00000007475
ENSBTAG00000001013 ENSOARG00000005799
ENSBTAG00000001014 ENSOARG00000018310
ENSBTAG00000001015 ENSOARG00000003062
ENSBTAG00000001016 ENSOARG00000008815
ENSBTAG00000001017 ENSOARG00000005177
ENSBTAG00000001019 ENSOARG00000001226
ENSBTAG00000001020 ENSOARG00000009557
ENSBTAG00000001021 ENSOARG00000003423
ENSBTAG00000001022 ENSOARG00000018598
ENSBTAG00000001023 ENSOARG00000017201
ENSBTAG00000001024 ENSOARG00000004275
ENSBTAG00000001026 ENSOARG00000008558
ENSBTAG00000001027 ENSOARG00000011824
ENSBTAG00000001028 ENSOARG00000011875
ENSBTAG00000001029 ENSOARG00000008574
ENSBTAG00000001030 ENSOARG00000005890
ENSBTAG00000001032 ENSOARG00000008997
ENSBTAG00000001034 ENSOARG00000013096
ENSBTAG00000001035 ENSOARG00000009166
ENSBTAG00000001036 ENSOARG00000009300
ENSBTAG00000001036 ENSOARG00000011237
ENSBTAG00000001037 ENSOARG00000009440
ENSBTAG00000001041 ENSOARG00000004027
ENSBTAG00000001042 ENSOARG00000019742
ENSBTAG00000001043 ENSOARG00000007473
ENSBTAG00000001044 ENSOARG00000005389
ENSBTAG00000001049 ENSOARG00000009753
ENSBTAG00000001050 ENSOARG00000005996
ENSBTAG00000001051 ENSOARG00000001931
ENSBTAG00000001052 ENSOARG00000012286
ENSBTAG00000001055 ENSOARG00000005864
ENSBTAG00000001057 ENSOARG00000019057
ENSBTAG00000001058 ENSOARG00000006637
ENSBTAG00000001059 ENSOARG00000006504
ENSBTAG00000001060 ENSOARG00000010462
ENSBTAG00000001061 ENSOARG00000015686
ENSBTAG00000001063 ENSOARG00000009789
ENSBTAG00000001066 ENSOARG00000017025
ENSBTAG00000001067 ENSOARG00000006974
ENSBTAG00000001068 ENSOARG00000016980
ENSBTAG00000001069 ENSOARG00000015571
ENSBTAG00000001071 ENSOARG00000015822
ENSBTAG00000001074 ENSOARG00000016419
ENSBTAG00000001075 ENSOARG00000003936
ENSBTAG00000001076 ENSOARG00000008544
ENSBTAG00000001077 ENSOARG00000001778
ENSBTAG00000001078 ENSOARG00000003074
ENSBTAG00000001080 ENSOARG00000020356
ENSBTAG00000001081 ENSOARG00000015569
ENSBTAG00000001082 ENSOARG00000008880
ENSBTAG00000001083 ENSOARG00000000725
ENSBTAG00000001085 ENSOARG00000014970
ENSBTAG00000001086 ENSOARG00000012948
ENSBTAG00000001088 ENSOARG00000013776
ENSBTAG00000001090 ENSOARG00000003082
ENSBTAG00000001092 ENSOARG00000019650
ENSBTAG00000001093 ENSOARG00000003017
ENSBTAG00000001094 ENSOARG00000012051
ENSBTAG00000001096 ENSOARG00000017321
ENSBTAG00000001097 ENSOARG00000017300
ENSBTAG00000001098 ENSOARG00000017288
ENSBTAG00000001099 ENSOARG00000006918
ENSBTAG00000001100 ENSOARG00000006788
ENSBTAG00000001101 ENSOARG00000006709
ENSBTAG00000001102 ENSOARG00000006971
ENSBTAG00000001104 ENSOARG00000002082
ENSBTAG00000001105 ENSOARG00000019781
ENSBTAG00000001107 ENSOARG00000013603
ENSBTAG00000001108 ENSOARG00000019759
ENSBTAG00000001110 ENSOARG00000011305
ENSBTAG00000001112 ENSOARG00000000307
ENSBTAG00000001113 ENSOARG00000009428
ENSBTAG00000001114 ENSOARG00000009342
ENSBTAG00000001116 ENSOARG00000015394
ENSBTAG00000001117 ENSOARG00000016961
ENSBTAG00000001119 ENSOARG00000008317
ENSBTAG00000001120 ENSOARG00000008525
ENSBTAG00000001123 ENSOARG00000017319
ENSBTAG00000001124 ENSOARG00000003058
ENSBTAG00000001125 ENSOARG00000010002
ENSBTAG00000001126 ENSOARG00000020113
ENSBTAG00000001128 ENSOARG00000003090
ENSBTAG00000001131 ENSOARG00000015749
ENSBTAG00000001132 ENSOARG00000009898
ENSBTAG00000001133 ENSOARG00000007167
ENSBTAG00000001134 ENSOARG00000015645
ENSBTAG00000001135 ENSOARG00000019077
ENSBTAG00000001136 ENSOARG00000019083
ENSBTAG00000001137 ENSOARG00000011612
ENSBTAG00000001139 ENSOARG00000015526
ENSBTAG00000001140 ENSOARG00000015143
ENSBTAG00000001141 ENSOARG00000015165
ENSBTAG00000001142 ENSOARG00000011594
ENSBTAG00000001143 ENSOARG00000002737
ENSBTAG00000001144 ENSOARG00000002048
ENSBTAG00000001146 ENSOARG00000001505
ENSBTAG00000001150 ENSOARG00000007595
ENSBTAG00000001151 ENSOARG00000005139
ENSBTAG00000001152 ENSOARG00000013345
ENSBTAG00000001153 ENSOARG00000013277
ENSBTAG00000001156 ENSOARG00000005371
ENSBTAG00000001160 ENSOARG00000002809
ENSBTAG00000001161 ENSOARG00000019481
ENSBTAG00000001163 ENSOARG00000005812
ENSBTAG00000001164 ENSOARG00000018772
ENSBTAG00000001165 ENSOARG00000005841
ENSBTAG00000001166 ENSOARG00000010417
ENSBTAG00000001168 ENSOARG00000018412
ENSBTAG00000001171 ENSOARG00000018419
ENSBTAG00000001173 ENSOARG00000013487
ENSBTAG00000001174 ENSOARG00000014089
ENSBTAG00000001174 ENSOARG00000014298
ENSBTAG00000001176 ENSOARG00000014093
ENSBTAG00000001178 ENSOARG00000011882
ENSBTAG00000001179 ENSOARG00000019765
ENSBTAG00000001181 ENSOARG00000009437
ENSBTAG00000001182 ENSOARG00000004927
ENSBTAG00000001183 ENSOARG00000019750
ENSBTAG00000001185 ENSOARG00000015084
ENSBTAG00000001186 ENSOARG00000003976
ENSBTAG00000001187 ENSOARG00000003918
ENSBTAG00000001188 ENSOARG00000015011
ENSBTAG00000001189 ENSOARG00000004068
ENSBTAG00000001192 ENSOARG00000003303
ENSBTAG00000001193 ENSOARG00000014140
ENSBTAG00000001195 ENSOARG00000018790
ENSBTAG00000001197 ENSOARG00000008967
ENSBTAG00000001199 ENSOARG00000004590
ENSBTAG00000001204 ENSOARG00000014717
ENSBTAG00000001206 ENSOARG00000001801
ENSBTAG00000001207 ENSOARG00000005110
ENSBTAG00000001209 ENSOARG00000019206
ENSBTAG00000001212 ENSOARG00000005196
ENSBTAG00000001213 ENSOARG00000017674
ENSBTAG00000001219 ENSOARG00000002846
ENSBTAG00000001221 ENSOARG00000010071
ENSBTAG00000001223 ENSOARG00000014501
ENSBTAG00000001224 ENSOARG00000004295
ENSBTAG00000001225 ENSOARG00000007565
ENSBTAG00000001229 ENSOARG00000005859
ENSBTAG00000001231 ENSOARG00000010505
ENSBTAG00000001233 ENSOARG00000008643
ENSBTAG00000001241 ENSOARG00000008350
ENSBTAG00000001242 ENSOARG00000013772
ENSBTAG00000001243 ENSOARG00000003077
ENSBTAG00000001244 ENSOARG00000003130
ENSBTAG00000001246 ENSOARG00000020213
ENSBTAG00000001247 ENSOARG00000014888
ENSBTAG00000001249 ENSOARG00000009915
ENSBTAG00000001250 ENSOARG00000016395
ENSBTAG00000001252 ENSOARG00000014356
ENSBTAG00000001254 ENSOARG00000000903
ENSBTAG00000001255 ENSOARG00000018985
ENSBTAG00000001257 ENSOARG00000008849
ENSBTAG00000001258 ENSOARG00000013154
ENSBTAG00000001260 ENSOARG00000000162
ENSBTAG00000001260 ENSOARG00000008759
ENSBTAG00000001260 ENSOARG00000008767
ENSBTAG00000001265 ENSOARG00000020523
ENSBTAG00000001269 ENSOARG00000001532
ENSBTAG00000001271 ENSOARG00000004726
ENSBTAG00000001273 ENSOARG00000007591
ENSBTAG00000001274 ENSOARG00000001927
ENSBTAG00000001279 ENSOARG00000006328
ENSBTAG00000001280 ENSOARG00000005285
ENSBTAG00000001282 ENSOARG00000007701
ENSBTAG00000001286 ENSOARG00000002821
ENSBTAG00000001287 ENSOARG00000002833
ENSBTAG00000001288 ENSOARG00000003288
ENSBTAG00000001289 ENSOARG00000004568
ENSBTAG00000001290 ENSOARG00000014139
ENSBTAG00000001292 ENSOARG00000008620
ENSBTAG00000001293 ENSOARG00000019790
ENSBTAG00000001294 ENSOARG00000012344
ENSBTAG00000001295 ENSOARG00000011652
ENSBTAG00000001296 ENSOARG00000006239
ENSBTAG00000001297 ENSOARG00000006150
ENSBTAG00000001298 ENSOARG00000014740
ENSBTAG00000001299 ENSOARG00000017011
ENSBTAG00000001301 ENSOARG00000012979
ENSBTAG00000001303 ENSOARG00000001872
ENSBTAG00000001305 ENSOARG00000011817
ENSBTAG00000001306 ENSOARG00000013055
ENSBTAG00000001308 ENSOARG00000017651
ENSBTAG00000001310 ENSOARG00000014279
ENSBTAG00000001311 ENSOARG00000009966
ENSBTAG00000001314 ENSOARG00000017993
ENSBTAG00000001315 ENSOARG00000014437
ENSBTAG00000001320 ENSOARG00000005226
ENSBTAG00000001321 ENSOARG00000020866
ENSBTAG00000001322 ENSOARG00000014160
ENSBTAG00000001323 ENSOARG00000006829
ENSBTAG00000001324 ENSOARG00000008351
ENSBTAG00000001325 ENSOARG00000014074
ENSBTAG00000001326 ENSOARG00000012612
ENSBTAG00000001328 ENSOARG00000016090
ENSBTAG00000001329 ENSOARG00000016392
ENSBTAG00000001331 ENSOARG00000004407
ENSBTAG00000001332 ENSOARG00000012454
ENSBTAG00000001333 ENSOARG00000016452
ENSBTAG00000001335 ENSOARG00000008837
ENSBTAG00000001336 ENSOARG00000020915
ENSBTAG00000001338 ENSOARG00000014244
ENSBTAG00000001342 ENSOARG00000020910
ENSBTAG00000001343 ENSOARG00000011569
ENSBTAG00000001344 ENSOARG00000005325
ENSBTAG00000001346 ENSOARG00000008428
ENSBTAG00000001348 ENSOARG00000015716
ENSBTAG00000001349 ENSOARG00000004362
ENSBTAG00000001350 ENSOARG00000000612
ENSBTAG00000001352 ENSOARG00000004243
ENSBTAG00000001353 ENSOARG00000004155
ENSBTAG00000001356 ENSOARG00000011407
ENSBTAG00000001359 ENSOARG00000020705
ENSBTAG00000001360 ENSOARG00000014536
ENSBTAG00000001364 ENSOARG00000020011
ENSBTAG00000001368 ENSOARG00000003257
ENSBTAG00000001374 ENSOARG00000011998
ENSBTAG00000001376 ENSOARG00000018747
ENSBTAG00000001382 ENSOARG00000004798
ENSBTAG00000001385 ENSOARG00000013148
ENSBTAG00000001387 ENSOARG00000013172
ENSBTAG00000001390 ENSOARG00000019700
ENSBTAG00000001391 ENSOARG00000005432
ENSBTAG00000001392 ENSOARG00000008046
ENSBTAG00000001393 ENSOARG00000016589
ENSBTAG00000001394 ENSOARG00000004420
ENSBTAG00000001394 ENSOARG00000005912
ENSBTAG00000001395 ENSOARG00000015776
ENSBTAG00000001396 ENSOARG00000000333
ENSBTAG00000001397 ENSOARG00000020494
ENSBTAG00000001398 ENSOARG00000016226
ENSBTAG00000001400 ENSOARG00000006526
ENSBTAG00000001401 ENSOARG00000009929
ENSBTAG00000001403 ENSOARG00000000320
ENSBTAG00000001404 ENSOARG00000017677
ENSBTAG00000001405 ENSOARG00000018604
ENSBTAG00000001406 ENSOARG00000020194
ENSBTAG00000001408 ENSOARG00000019907
ENSBTAG00000001410 ENSOARG00000000345
ENSBTAG00000001412 ENSOARG00000014732
ENSBTAG00000001414 ENSOARG00000015960
ENSBTAG00000001415 ENSOARG00000000909
ENSBTAG00000001416 ENSOARG00000017610
ENSBTAG00000001417 ENSOARG00000012921
ENSBTAG00000001420 ENSOARG00000007550
ENSBTAG00000001424 ENSOARG00000005046
ENSBTAG00000001425 ENSOARG00000004937
ENSBTAG00000001429 ENSOARG00000003919
ENSBTAG00000001432 ENSOARG00000001618
ENSBTAG00000001435 ENSOARG00000008053
ENSBTAG00000001439 ENSOARG00000014637
ENSBTAG00000001444 ENSOARG00000001254
ENSBTAG00000001446 ENSOARG00000001146
ENSBTAG00000001448 ENSOARG00000007808
ENSBTAG00000001448 ENSOARG00000007854
ENSBTAG00000001449 ENSOARG00000018101
ENSBTAG00000001450 ENSOARG00000018153
ENSBTAG00000001451 ENSOARG00000007627
ENSBTAG00000001457 ENSOARG00000008641
ENSBTAG00000001460 ENSOARG00000015087
ENSBTAG00000001462 ENSOARG00000000603
ENSBTAG00000001463 ENSOARG00000010142
ENSBTAG00000001464 ENSOARG00000019854
ENSBTAG00000001465 ENSOARG00000015199
ENSBTAG00000001468 ENSOARG00000021076
ENSBTAG00000001470 ENSOARG00000013982
ENSBTAG00000001471 ENSOARG00000006352
ENSBTAG00000001473 ENSOARG00000000917
ENSBTAG00000001474 ENSOARG00000015606
ENSBTAG00000001475 ENSOARG00000013026
ENSBTAG00000001476 ENSOARG00000009395
ENSBTAG00000001478 ENSOARG00000005223
ENSBTAG00000001481 ENSOARG00000008097
ENSBTAG00000001481 ENSOARG00000008111
ENSBTAG00000001483 ENSOARG00000005343
ENSBTAG00000001484 ENSOARG00000009571
ENSBTAG00000001485 ENSOARG00000018505
ENSBTAG00000001488 ENSOARG00000000678
ENSBTAG00000001489 ENSOARG00000006571
ENSBTAG00000001491 ENSOARG00000009672
ENSBTAG00000001492 ENSOARG00000009551
ENSBTAG00000001495 ENSOARG00000006107
ENSBTAG00000001497 ENSOARG00000007444
ENSBTAG00000001498 ENSOARG00000011818
ENSBTAG00000001499 ENSOARG00000019960
ENSBTAG00000001500 ENSOARG00000008066
ENSBTAG00000001503 ENSOARG00000008958
ENSBTAG00000001504 ENSOARG00000014516
ENSBTAG00000001505 ENSOARG00000014418
ENSBTAG00000001506 ENSOARG00000014115
ENSBTAG00000001507 ENSOARG00000010097
ENSBTAG00000001508 ENSOARG00000009307
ENSBTAG00000001508 ENSOARG00000015541
ENSBTAG00000001509 ENSOARG00000012360
ENSBTAG00000001510 ENSOARG00000012449
ENSBTAG00000001511 ENSOARG00000020487
ENSBTAG00000001512 ENSOARG00000014820
ENSBTAG00000001513 ENSOARG00000005378
ENSBTAG00000001514 ENSOARG00000011996
ENSBTAG00000001516 ENSOARG00000006323
ENSBTAG00000001517 ENSOARG00000004351
ENSBTAG00000001517 ENSOARG00000016773
ENSBTAG00000001518 ENSOARG00000006234
ENSBTAG00000001519 ENSOARG00000006252
ENSBTAG00000001520 ENSOARG00000006351
ENSBTAG00000001521 ENSOARG00000005495
ENSBTAG00000001522 ENSOARG00000005313
ENSBTAG00000001522 ENSOARG00000020668
ENSBTAG00000001523 ENSOARG00000009530
ENSBTAG00000001526 ENSOARG00000011091
ENSBTAG00000001527 ENSOARG00000010570
ENSBTAG00000001528 ENSOARG00000017590
ENSBTAG00000001529 ENSOARG00000001447
ENSBTAG00000001530 ENSOARG00000016866
ENSBTAG00000001533 ENSOARG00000011435
ENSBTAG00000001535 ENSOARG00000020562
ENSBTAG00000001537 ENSOARG00000006801
ENSBTAG00000001539 ENSOARG00000020654
ENSBTAG00000001543 ENSOARG00000017707
ENSBTAG00000001545 ENSOARG00000007680
ENSBTAG00000001546 ENSOARG00000016716
ENSBTAG00000001548 ENSOARG00000005279
ENSBTAG00000001549 ENSOARG00000019250
ENSBTAG00000001551 ENSOARG00000021153
ENSBTAG00000001552 ENSOARG00000013354
ENSBTAG00000001553 ENSOARG00000016240
ENSBTAG00000001557 ENSOARG00000008645
ENSBTAG00000001558 ENSOARG00000003762
ENSBTAG00000001562 ENSOARG00000016228
ENSBTAG00000001565 ENSOARG00000015631
ENSBTAG00000001567 ENSOARG00000009485
ENSBTAG00000001568 ENSOARG00000018901
ENSBTAG00000001570 ENSOARG00000015430
ENSBTAG00000001571 ENSOARG00000017669
ENSBTAG00000001572 ENSOARG00000012858
ENSBTAG00000001573 ENSOARG00000004601
ENSBTAG00000001574 ENSOARG00000011440
ENSBTAG00000001575 ENSOARG00000005297
ENSBTAG00000001575 ENSOARG00000025176
ENSBTAG00000001576 ENSOARG00000001191
ENSBTAG00000001578 ENSOARG00000018976
ENSBTAG00000001579 ENSOARG00000003763
ENSBTAG00000001580 ENSOARG00000012717
ENSBTAG00000001586 ENSOARG00000020754
ENSBTAG00000001589 ENSOARG00000004196
ENSBTAG00000001592 ENSOARG00000006609
ENSBTAG00000001593 ENSOARG00000007075
ENSBTAG00000001594 ENSOARG00000007010
ENSBTAG00000001597 ENSOARG00000006283
ENSBTAG00000001598 ENSOARG00000000249
ENSBTAG00000001599 ENSOARG00000020706
ENSBTAG00000001600 ENSOARG00000018323
ENSBTAG00000001601 ENSOARG00000018886
ENSBTAG00000001602 ENSOARG00000018832
ENSBTAG00000001603 ENSOARG00000014983
ENSBTAG00000001605 ENSOARG00000002802
ENSBTAG00000001606 ENSOARG00000010635
ENSBTAG00000001607 ENSOARG00000012798
ENSBTAG00000001608 ENSOARG00000001269
ENSBTAG00000001609 ENSOARG00000013869
ENSBTAG00000001610 ENSOARG00000007821
ENSBTAG00000001612 ENSOARG00000001317
ENSBTAG00000001614 ENSOARG00000001724
ENSBTAG00000001615 ENSOARG00000007936
ENSBTAG00000001616 ENSOARG00000013247
ENSBTAG00000001617 ENSOARG00000005268
ENSBTAG00000001618 ENSOARG00000013306
ENSBTAG00000001619 ENSOARG00000017517
ENSBTAG00000001626 ENSOARG00000020326
ENSBTAG00000001628 ENSOARG00000020331
ENSBTAG00000001629 ENSOARG00000020350
ENSBTAG00000001631 ENSOARG00000009637
ENSBTAG00000001632 ENSOARG00000005012
ENSBTAG00000001634 ENSOARG00000009736
ENSBTAG00000001635 ENSOARG00000009815
ENSBTAG00000001637 ENSOARG00000003636
ENSBTAG00000001639 ENSOARG00000016239
ENSBTAG00000001640 ENSOARG00000015468
ENSBTAG00000001642 ENSOARG00000017310
ENSBTAG00000001644 ENSOARG00000012528
ENSBTAG00000001645 ENSOARG00000015597
ENSBTAG00000001647 ENSOARG00000014297
ENSBTAG00000001648 ENSOARG00000012610
ENSBTAG00000001649 ENSOARG00000015495
ENSBTAG00000001651 ENSOARG00000006348
ENSBTAG00000001652 ENSOARG00000010528
ENSBTAG00000001654 ENSOARG00000003518
ENSBTAG00000001656 ENSOARG00000010105
ENSBTAG00000001657 ENSOARG00000004654
ENSBTAG00000001658 ENSOARG00000010045
ENSBTAG00000001659 ENSOARG00000007019
ENSBTAG00000001659 ENSOARG00000007022
ENSBTAG00000001660 ENSOARG00000009362
ENSBTAG00000001662 ENSOARG00000019698
ENSBTAG00000001663 ENSOARG00000003536
ENSBTAG00000001665 ENSOARG00000003544
ENSBTAG00000001666 ENSOARG00000003558
ENSBTAG00000001668 ENSOARG00000001440
ENSBTAG00000001671 ENSOARG00000020361
ENSBTAG00000001673 ENSOARG00000020155
ENSBTAG00000001686 ENSOARG00000011413
ENSBTAG00000001687 ENSOARG00000010042
ENSBTAG00000001692 ENSOARG00000007393
ENSBTAG00000001693 ENSOARG00000020379
ENSBTAG00000001694 ENSOARG00000020387
ENSBTAG00000001696 ENSOARG00000016406
ENSBTAG00000001697 ENSOARG00000020552
ENSBTAG00000001700 ENSOARG00000008088
ENSBTAG00000001702 ENSOARG00000019027
ENSBTAG00000001703 ENSOARG00000002243
ENSBTAG00000001704 ENSOARG00000009245
ENSBTAG00000001706 ENSOARG00000013050
ENSBTAG00000001707 ENSOARG00000003387
ENSBTAG00000001708 ENSOARG00000019154
ENSBTAG00000001710 ENSOARG00000015016
ENSBTAG00000001712 ENSOARG00000015080
ENSBTAG00000001714 ENSOARG00000013033
ENSBTAG00000001717 ENSOARG00000019052
ENSBTAG00000001721 ENSOARG00000005235
ENSBTAG00000001724 ENSOARG00000004562
ENSBTAG00000001725 ENSOARG00000016611
ENSBTAG00000001726 ENSOARG00000017963
ENSBTAG00000001727 ENSOARG00000017982
ENSBTAG00000001728 ENSOARG00000003977
ENSBTAG00000001729 ENSOARG00000013213
ENSBTAG00000001730 ENSOARG00000009074
ENSBTAG00000001731 ENSOARG00000004173
ENSBTAG00000001734 ENSOARG00000015441
ENSBTAG00000001735 ENSOARG00000008974
ENSBTAG00000001736 ENSOARG00000004342
ENSBTAG00000001737 ENSOARG00000008732
ENSBTAG00000001739 ENSOARG00000005894
ENSBTAG00000001740 ENSOARG00000011253
ENSBTAG00000001741 ENSOARG00000015685
ENSBTAG00000001744 ENSOARG00000009034
ENSBTAG00000001745 ENSOARG00000015727
ENSBTAG00000001747 ENSOARG00000001541
ENSBTAG00000001748 ENSOARG00000020290
ENSBTAG00000001749 ENSOARG00000020560
ENSBTAG00000001751 ENSOARG00000010827
ENSBTAG00000001752 ENSOARG00000001591
ENSBTAG00000001753 ENSOARG00000012660
ENSBTAG00000001754 ENSOARG00000004375
ENSBTAG00000001762 ENSOARG00000009235
ENSBTAG00000001763 ENSOARG00000009113
ENSBTAG00000001764 ENSOARG00000008924
ENSBTAG00000001765 ENSOARG00000008812
ENSBTAG00000001767 ENSOARG00000006000
ENSBTAG00000001768 ENSOARG00000013189
ENSBTAG00000001770 ENSOARG00000003330
ENSBTAG00000001771 ENSOARG00000014368
ENSBTAG00000001772 ENSOARG00000001889
ENSBTAG00000001773 ENSOARG00000008220
ENSBTAG00000001774 ENSOARG00000017135
ENSBTAG00000001775 ENSOARG00000005868
ENSBTAG00000001776 ENSOARG00000005883
ENSBTAG00000001778 ENSOARG00000005899
ENSBTAG00000001780 ENSOARG00000005918
ENSBTAG00000001781 ENSOARG00000009405
ENSBTAG00000001782 ENSOARG00000005927
ENSBTAG00000001785 ENSOARG00000007100
ENSBTAG00000001786 ENSOARG00000000957
ENSBTAG00000001788 ENSOARG00000010890
ENSBTAG00000001790 ENSOARG00000007982
ENSBTAG00000001792 ENSOARG00000007562
ENSBTAG00000001793 ENSOARG00000007491
ENSBTAG00000001794 ENSOARG00000007383
ENSBTAG00000001795 ENSOARG00000006541
ENSBTAG00000001796 ENSOARG00000007242
ENSBTAG00000001801 ENSOARG00000005168
ENSBTAG00000001803 ENSOARG00000012094
ENSBTAG00000001804 ENSOARG00000008870
ENSBTAG00000001805 ENSOARG00000001037
ENSBTAG00000001808 ENSOARG00000004110
ENSBTAG00000001809 ENSOARG00000019425
ENSBTAG00000001810 ENSOARG00000019530
ENSBTAG00000001812 ENSOARG00000014155
ENSBTAG00000001814 ENSOARG00000013617
ENSBTAG00000001815 ENSOARG00000018429
ENSBTAG00000001816 ENSOARG00000009578
ENSBTAG00000001817 ENSOARG00000009460
ENSBTAG00000001818 ENSOARG00000009422
ENSBTAG00000001819 ENSOARG00000012435
ENSBTAG00000001821 ENSOARG00000012920
ENSBTAG00000001822 ENSOARG00000010012
ENSBTAG00000001823 ENSOARG00000004176
ENSBTAG00000001824 ENSOARG00000003228
ENSBTAG00000001826 ENSOARG00000002482
ENSBTAG00000001827 ENSOARG00000011816
ENSBTAG00000001828 ENSOARG00000007871
ENSBTAG00000001829 ENSOARG00000011782
ENSBTAG00000001830 ENSOARG00000007918
ENSBTAG00000001832 ENSOARG00000008051
ENSBTAG00000001834 ENSOARG00000005157
ENSBTAG00000001835 ENSOARG00000019963
ENSBTAG00000001838 ENSOARG00000002953
ENSBTAG00000001839 ENSOARG00000018118
ENSBTAG00000001840 ENSOARG00000012669
ENSBTAG00000001842 ENSOARG00000019319
ENSBTAG00000001843 ENSOARG00000012679
ENSBTAG00000001844 ENSOARG00000012692
ENSBTAG00000001845 ENSOARG00000019334
ENSBTAG00000001847 ENSOARG00000014084
ENSBTAG00000001848 ENSOARG00000000804
ENSBTAG00000001851 ENSOARG00000018268
ENSBTAG00000001854 ENSOARG00000000205
ENSBTAG00000001855 ENSOARG00000000242
ENSBTAG00000001856 ENSOARG00000000302
ENSBTAG00000001857 ENSOARG00000000343
ENSBTAG00000001858 ENSOARG00000008758
ENSBTAG00000001861 ENSOARG00000016943
ENSBTAG00000001862 ENSOARG00000003353
ENSBTAG00000001864 ENSOARG00000010939
ENSBTAG00000001865 ENSOARG00000013430
ENSBTAG00000001866 ENSOARG00000011643
ENSBTAG00000001867 ENSOARG00000013419
ENSBTAG00000001868 ENSOARG00000017906
ENSBTAG00000001870 ENSOARG00000019247
ENSBTAG00000001871 ENSOARG00000019240
ENSBTAG00000001872 ENSOARG00000015649
ENSBTAG00000001874 ENSOARG00000008062
ENSBTAG00000001877 ENSOARG00000001109
ENSBTAG00000001879 ENSOARG00000000583
ENSBTAG00000001879 ENSOARG00000018820
ENSBTAG00000001880 ENSOARG00000011114
ENSBTAG00000001881 ENSOARG00000021189
ENSBTAG00000001882 ENSOARG00000008358
ENSBTAG00000001886 ENSOARG00000011981
ENSBTAG00000001887 ENSOARG00000008357
ENSBTAG00000001888 ENSOARG00000005789
ENSBTAG00000001889 ENSOARG00000011801
ENSBTAG00000001890 ENSOARG00000020282
ENSBTAG00000001892 ENSOARG00000017686
ENSBTAG00000001893 ENSOARG00000004841
ENSBTAG00000001894 ENSOARG00000012759
