gene_ID_bta	gene_ID_oar	homology_type
ENSBTAG00000028857	ENSOARG00000022416	ortholog_one2one
ENSBTAG00000027562	ENSOARG00000002657	ortholog_one2one
ENSBTAG00000003163	ENSOARG00000012876	ortholog_one2one
ENSBTAG00000036433	ENSOARG00000022280	ortholog_one2one
ENSBTAG00000016470	ENSOARG00000001571	ortholog_one2one
ENSBTAG00000050709	ENSOARG00000002442	ortholog_one2many
ENSBTAG00000002798	ENSOARG00000009774	ortholog_one2one
ENSBTAG00000020615	ENSOARG00000004550	ortholog_one2one
ENSBTAG00000030035	ENSOARG00000022841	ortholog_one2one
ENSBTAG00000001387	ENSOARG00000013172	ortholog_one2one
ENSBTAG00000000396	ENSOARG00000014364	ortholog_one2one
ENSBTAG00000036398	ENSOARG00000024958	ortholog_one2one
ENSBTAG00000018771	ENSOARG00000010346	ortholog_one2one
ENSBTAG00000008059	ENSOARG00000017805	ortholog_one2one
ENSBTAG00000052959	ENSOARG00000022835	ortholog_one2one
ENSBTAG00000029791	ENSOARG00000022452	ortholog_one2one
ENSBTAG00000053062	ENSOARG00000000061	ortholog_one2one
ENSBTAG00000054172	ENSOARG00000015401	ortholog_one2one
ENSBTAG00000003126	ENSOARG00000002728	ortholog_one2one
ENSBTAG00000021286	ENSOARG00000010882	ortholog_one2one
ENSBTAG00000037890	ENSOARG00000003175	ortholog_one2many
ENSBTAG00000038523	ENSOARG00000008386	ortholog_one2one
ENSBTAG00000020797	ENSOARG00000012989	ortholog_one2one
ENSBTAG00000047451	ENSOARG00000023842	ortholog_one2one
ENSBTAG00000006797	ENSOARG00000018055	ortholog_one2one
ENSBTAG00000036445	ENSOARG00000021330	ortholog_one2one
ENSBTAG00000008084	ENSOARG00000005318	ortholog_one2one
ENSBTAG00000002097	ENSOARG00000011839	ortholog_one2one
ENSBTAG00000036426	ENSOARG00000023257	ortholog_one2one
ENSBTAG00000053637	ENSOARG00000020957	ortholog_one2many
ENSBTAG00000021150	ENSOARG00000017182	ortholog_one2one
ENSBTAG00000054635	ENSOARG00000003854	ortholog_one2one
ENSBTAG00000011250	ENSOARG00000001770	ortholog_one2one
ENSBTAG00000036415	ENSOARG00000021694	ortholog_one2one
ENSBTAG00000008987	ENSOARG00000016171	ortholog_one2one
ENSBTAG00000037263	ENSOARG00000021886	ortholog_one2one
ENSBTAG00000010155	ENSOARG00000004721	ortholog_one2one
ENSBTAG00000020795	ENSOARG00000013126	ortholog_one2one
ENSBTAG00000000730	ENSOARG00000006362	ortholog_one2one
ENSBTAG00000054780	ENSOARG00000015371	ortholog_one2many
ENSBTAG00000054780	ENSOARG00000015483	ortholog_one2many
ENSBTAG00000052822	ENSOARG00000019610	ortholog_one2one
ENSBTAG00000002101	ENSOARG00000012008	ortholog_one2one
ENSBTAG00000039618	ENSOARG00000016507	ortholog_one2one
ENSBTAG00000046026	ENSOARG00000013481	ortholog_one2one
ENSBTAG00000030599	ENSOARG00000021190	ortholog_one2one
ENSBTAG00000013502	ENSOARG00000004610	ortholog_one2one
ENSBTAG00000002716	ENSOARG00000015507	ortholog_one2one
ENSBTAG00000000511	ENSOARG00000003967	ortholog_one2one
ENSBTAG00000029961	ENSOARG00000022242	ortholog_one2one
ENSBTAG00000001521	ENSOARG00000005495	ortholog_one2one
ENSBTAG00000029808	ENSOARG00000023643	ortholog_one2one
ENSBTAG00000013456	ENSOARG00000020467	ortholog_one2one
ENSBTAG00000029794	ENSOARG00000022590	ortholog_one2one
ENSBTAG00000007306	ENSOARG00000007225	ortholog_one2one
ENSBTAG00000036364	ENSOARG00000023233	ortholog_one2one
ENSBTAG00000013124	ENSOARG00000015697	ortholog_one2one
ENSBTAG00000030016	ENSOARG00000021749	ortholog_one2one
ENSBTAG00000017651	ENSOARG00000002083	ortholog_one2one
ENSBTAG00000033563	ENSOARG00000005324	ortholog_one2one
ENSBTAG00000018772	ENSOARG00000010454	ortholog_one2one
ENSBTAG00000026754	ENSOARG00000009787	ortholog_one2one
ENSBTAG00000003358	ENSOARG00000005526	ortholog_one2one
ENSBTAG00000036418	ENSOARG00000021996	ortholog_one2one
ENSBTAG00000006494	ENSOARG00000020469	ortholog_one2one
ENSBTAG00000002369	ENSOARG00000014397	ortholog_one2one
ENSBTAG00000006441	ENSOARG00000019607	ortholog_one2one
ENSBTAG00000043578	ENSOARG00000013904	ortholog_one2many
ENSBTAG00000043578	ENSOARG00000013889	ortholog_one2many
ENSBTAG00000002882	ENSOARG00000018142	ortholog_one2one
ENSBTAG00000000229	ENSOARG00000003175	ortholog_one2many
ENSBTAG00000005718	ENSOARG00000014199	ortholog_one2one
ENSBTAG00000048246	ENSOARG00000006454	ortholog_one2one
ENSBTAG00000011608	ENSOARG00000016524	ortholog_one2one
ENSBTAG00000003418	ENSOARG00000005050	ortholog_one2one
ENSBTAG00000007687	ENSOARG00000005563	ortholog_one2one
ENSBTAG00000000072	ENSOARG00000004242	ortholog_one2many
ENSBTAG00000000072	ENSOARG00000020149	ortholog_one2many
ENSBTAG00000048980	ENSOARG00000004774	ortholog_one2one
ENSBTAG00000044273	ENSOARG00000022105	ortholog_one2one
ENSBTAG00000014253	ENSOARG00000014435	ortholog_one2one
ENSBTAG00000010852	ENSOARG00000000423	ortholog_one2one
ENSBTAG00000011239	ENSOARG00000013210	ortholog_one2one
ENSBTAG00000010738	ENSOARG00000004831	ortholog_one2one
ENSBTAG00000003061	ENSOARG00000013521	ortholog_one2one
ENSBTAG00000027080	ENSOARG00000021191	ortholog_one2one
ENSBTAG00000034283	ENSOARG00000010532	ortholog_one2one
ENSBTAG00000052686	ENSOARG00000012037	ortholog_one2one
ENSBTAG00000054314	ENSOARG00000020052	ortholog_one2one
ENSBTAG00000013148	ENSOARG00000020472	ortholog_one2one
ENSBTAG00000013481	ENSOARG00000003003	ortholog_one2one
ENSBTAG00000014697	ENSOARG00000009931	ortholog_one2one
ENSBTAG00000020192	ENSOARG00000002427	ortholog_one2one
ENSBTAG00000000626	ENSOARG00000003419	ortholog_one2one
ENSBTAG00000006924	ENSOARG00000006307	ortholog_one2one
ENSBTAG00000032558	ENSOARG00000005419	ortholog_one2one
ENSBTAG00000053578	ENSOARG00000004893	ortholog_one2one
ENSBTAG00000016867	ENSOARG00000008514	ortholog_one2one
ENSBTAG00000054361	ENSOARG00000015418	ortholog_one2one
ENSBTAG00000034998	ENSOARG00000016557	ortholog_one2one
ENSBTAG00000044233	ENSOARG00000024376	ortholog_one2one
ENSBTAG00000003960	ENSOARG00000012082	ortholog_one2one
ENSBTAG00000004587	ENSOARG00000015628	ortholog_one2one
ENSBTAG00000002210	ENSOARG00000004973	ortholog_one2one
ENSBTAG00000001616	ENSOARG00000013247	ortholog_one2one
ENSBTAG00000046014	ENSOARG00000005766	ortholog_one2one
ENSBTAG00000053649	ENSOARG00000004964	ortholog_one2one
ENSBTAG00000033180	ENSOARG00000004482	ortholog_one2one
ENSBTAG00000044846	ENSOARG00000024443	ortholog_one2one
ENSBTAG00000032049	ENSOARG00000001125	ortholog_one2one
ENSBTAG00000016770	ENSOARG00000005459	ortholog_one2one
ENSBTAG00000044830	ENSOARG00000024716	ortholog_one2one
ENSBTAG00000017701	ENSOARG00000005771	ortholog_one2one
ENSBTAG00000049703	ENSOARG00000015411	ortholog_one2one
ENSBTAG00000052704	ENSOARG00000015509	ortholog_one2many
ENSBTAG00000019843	ENSOARG00000014181	ortholog_one2one
ENSBTAG00000045774	ENSOARG00000021662	ortholog_one2one
ENSBTAG00000012444	ENSOARG00000012241	ortholog_one2one
ENSBTAG00000007586	ENSOARG00000021192	ortholog_one2many
ENSBTAG00000007586	ENSOARG00000004290	ortholog_one2many
ENSBTAG00000016771	ENSOARG00000007234	ortholog_one2one
ENSBTAG00000021025	ENSOARG00000020475	ortholog_one2one
ENSBTAG00000017081	ENSOARG00000000322	ortholog_one2one
ENSBTAG00000043970	ENSOARG00000005669	ortholog_one2one
ENSBTAG00000052253	ENSOARG00000015426	ortholog_one2one
ENSBTAG00000049042	ENSOARG00000019996	ortholog_one2many
ENSBTAG00000037384	ENSOARG00000017190	ortholog_one2one
ENSBTAG00000055074	ENSOARG00000006689	ortholog_one2one
ENSBTAG00000014102	ENSOARG00000019604	ortholog_one2one
ENSBTAG00000006674	ENSOARG00000000430	ortholog_one2one
ENSBTAG00000035174	ENSOARG00000016600	ortholog_one2one
ENSBTAG00000044260	ENSOARG00000023653	ortholog_one2one
ENSBTAG00000032374	ENSOARG00000015743	ortholog_one2one
ENSBTAG00000033604	ENSOARG00000018683	ortholog_one2many
ENSBTAG00000042944	ENSOARG00000021951	ortholog_one2one
ENSBTAG00000033543	ENSOARG00000008644	ortholog_one2many
ENSBTAG00000046468	ENSOARG00000005532	ortholog_one2one
ENSBTAG00000000687	ENSOARG00000015648	ortholog_one2one
ENSBTAG00000002850	ENSOARG00000005148	ortholog_one2one
ENSBTAG00000001322	ENSOARG00000014160	ortholog_one2one
ENSBTAG00000054659	ENSOARG00000010204	ortholog_one2one
ENSBTAG00000044269	ENSOARG00000023038	ortholog_one2one
ENSBTAG00000049698	ENSOARG00000005311	ortholog_one2one
ENSBTAG00000009607	ENSOARG00000002854	ortholog_one2one
ENSBTAG00000042330	ENSOARG00000021566	ortholog_one2one
ENSBTAG00000016161	ENSOARG00000000580	ortholog_one2one
ENSBTAG00000005973	ENSOARG00000019574	ortholog_many2many
ENSBTAG00000005973	ENSOARG00000019599	ortholog_many2many
ENSBTAG00000019412	ENSOARG00000012249	ortholog_one2one
ENSBTAG00000030595	ENSOARG00000021193	ortholog_one2one
ENSBTAG00000011180	ENSOARG00000015777	ortholog_one2one
ENSBTAG00000054924	ENSOARG00000016616	ortholog_one2one
ENSBTAG00000026505	ENSOARG00000012293	ortholog_one2one
ENSBTAG00000043043	ENSOARG00000024604	ortholog_one2one
ENSBTAG00000019581	ENSOARG00000014688	ortholog_one2one
ENSBTAG00000028692	ENSOARG00000024719	ortholog_one2one
ENSBTAG00000031686	ENSOARG00000005329	ortholog_one2one
ENSBTAG00000042363	ENSOARG00000023835	ortholog_one2many
ENSBTAG00000042363	ENSOARG00000021609	ortholog_one2many
ENSBTAG00000002206	ENSOARG00000004959	ortholog_one2one
ENSBTAG00000002423	ENSOARG00000015809	ortholog_one2one
ENSBTAG00000048910	ENSOARG00000024613	ortholog_one2many
ENSBTAG00000048910	ENSOARG00000023406	ortholog_one2many
ENSBTAG00000008355	ENSOARG00000013594	ortholog_one2one
ENSBTAG00000015994	ENSOARG00000007900	ortholog_one2one
ENSBTAG00000022931	ENSOARG00000019996	ortholog_one2many
ENSBTAG00000053728	ENSOARG00000015509	ortholog_one2many
ENSBTAG00000038527	ENSOARG00000013675	ortholog_one2many
ENSBTAG00000015952	ENSOARG00000005826	ortholog_one2one
ENSBTAG00000030470	ENSOARG00000008904	ortholog_one2one
ENSBTAG00000012124	ENSOARG00000007251	ortholog_one2one
ENSBTAG00000010661	ENSOARG00000003603	ortholog_one2one
ENSBTAG00000011145	ENSOARG00000009497	ortholog_one2one
ENSBTAG00000007570	ENSOARG00000005919	ortholog_one2one
ENSBTAG00000015460	ENSOARG00000020478	ortholog_one2one
ENSBTAG00000021215	ENSOARG00000010118	ortholog_one2one
ENSBTAG00000012715	ENSOARG00000004655	ortholog_one2one
ENSBTAG00000021819	ENSOARG00000013188	ortholog_one2one
ENSBTAG00000045156	ENSOARG00000024940	ortholog_one2one
ENSBTAG00000045571	ENSOARG00000002522	ortholog_one2many
ENSBTAG00000054054	ENSOARG00000017200	ortholog_one2one
ENSBTAG00000017983	ENSOARG00000001798	ortholog_one2one
ENSBTAG00000001575	ENSOARG00000005297	ortholog_one2many
ENSBTAG00000001575	ENSOARG00000025176	ortholog_one2many
ENSBTAG00000043131	ENSOARG00000023165	ortholog_one2one
ENSBTAG00000049870	ENSOARG00000015520	ortholog_one2one
ENSBTAG00000010116	ENSOARG00000010252	ortholog_one2many
ENSBTAG00000004635	ENSOARG00000000363	ortholog_one2one
ENSBTAG00000002997	ENSOARG00000014133	ortholog_one2one
ENSBTAG00000004405	ENSOARG00000000633	ortholog_one2one
ENSBTAG00000030426	ENSOARG00000021005	ortholog_one2one
ENSBTAG00000001618	ENSOARG00000013306	ortholog_one2one
ENSBTAG00000046247	ENSOARG00000000790	ortholog_many2many
ENSBTAG00000046247	ENSOARG00000018692	ortholog_many2many
ENSBTAG00000019939	ENSOARG00000008491	ortholog_one2one
ENSBTAG00000048043	ENSOARG00000015438	ortholog_one2one
ENSBTAG00000008321	ENSOARG00000014556	ortholog_one2one
ENSBTAG00000009611	ENSOARG00000003032	ortholog_one2one
ENSBTAG00000044664	ENSOARG00000022875	ortholog_one2one
ENSBTAG00000010799	ENSOARG00000010069	ortholog_one2one
ENSBTAG00000009334	ENSOARG00000011339	ortholog_many2many
ENSBTAG00000009334	ENSOARG00000000717	ortholog_many2many
ENSBTAG00000009334	ENSOARG00000019787	ortholog_many2many
ENSBTAG00000013371	ENSOARG00000007942	ortholog_one2one
ENSBTAG00000011976	ENSOARG00000002851	ortholog_one2one
ENSBTAG00000050818	ENSOARG00000004479	ortholog_one2many
ENSBTAG00000006587	ENSOARG00000008474	ortholog_one2one
ENSBTAG00000031271	ENSOARG00000015703	ortholog_one2one
ENSBTAG00000037921	ENSOARG00000015570	ortholog_one2one
ENSBTAG00000011765	ENSOARG00000021009	ortholog_one2one
ENSBTAG00000011586	ENSOARG00000008461	ortholog_one2one
ENSBTAG00000016695	ENSOARG00000010538	ortholog_one2one
ENSBTAG00000003779	ENSOARG00000004902	ortholog_one2one
ENSBTAG00000010542	ENSOARG00000001837	ortholog_one2one
ENSBTAG00000044071	ENSOARG00000016631	ortholog_one2one
ENSBTAG00000053997	ENSOARG00000012453	ortholog_one2many
ENSBTAG00000015899	ENSOARG00000000280	ortholog_one2one
ENSBTAG00000042492	ENSOARG00000022430	ortholog_one2one
ENSBTAG00000020250	ENSOARG00000013352	ortholog_one2one
ENSBTAG00000053164	ENSOARG00000006818	ortholog_one2many
ENSBTAG00000011819	ENSOARG00000006587	ortholog_one2one
ENSBTAG00000037932	ENSOARG00000001056	ortholog_one2one
ENSBTAG00000002392	ENSOARG00000000537	ortholog_one2many
ENSBTAG00000002489	ENSOARG00000019579	ortholog_one2one
ENSBTAG00000002151	ENSOARG00000000773	ortholog_one2one
ENSBTAG00000004787	ENSOARG00000015857	ortholog_one2one
ENSBTAG00000055158	ENSOARG00000006070	ortholog_one2one
ENSBTAG00000024555	ENSOARG00000004901	ortholog_one2one
ENSBTAG00000051963	ENSOARG00000012398	ortholog_one2many
ENSBTAG00000013592	ENSOARG00000003883	ortholog_one2one
ENSBTAG00000026191	ENSOARG00000005892	ortholog_one2one
ENSBTAG00000016647	ENSOARG00000015450	ortholog_one2one
ENSBTAG00000019404	ENSOARG00000013246	ortholog_one2one
ENSBTAG00000052072	ENSOARG00000015890	ortholog_one2one
ENSBTAG00000014248	ENSOARG00000007314	ortholog_one2one
ENSBTAG00000011023	ENSOARG00000021011	ortholog_one2one
ENSBTAG00000040222	ENSOARG00000019996	ortholog_one2many
ENSBTAG00000001077	ENSOARG00000001778	ortholog_one2one
ENSBTAG00000014536	ENSOARG00000016653	ortholog_one2one
ENSBTAG00000011064	ENSOARG00000013738	ortholog_one2one
ENSBTAG00000011178	ENSOARG00000015876	ortholog_one2one
ENSBTAG00000045154	ENSOARG00000022922	ortholog_one2one
ENSBTAG00000046928	ENSOARG00000014411	ortholog_one2many
ENSBTAG00000004906	ENSOARG00000006180	ortholog_one2one
ENSBTAG00000006474	ENSOARG00000005218	ortholog_one2one
ENSBTAG00000024849	ENSOARG00000019574	ortholog_many2many
ENSBTAG00000024849	ENSOARG00000019599	ortholog_many2many
ENSBTAG00000023464	ENSOARG00000005338	ortholog_one2one
ENSBTAG00000019593	ENSOARG00000012342	ortholog_one2one
ENSBTAG00000003715	ENSOARG00000001068	ortholog_one2one
ENSBTAG00000004547	ENSOARG00000021012	ortholog_one2one
ENSBTAG00000002157	ENSOARG00000000936	ortholog_one2one
ENSBTAG00000049788	ENSOARG00000010574	ortholog_one2one
ENSBTAG00000010547	ENSOARG00000001861	ortholog_one2one
ENSBTAG00000016598	ENSOARG00000003064	ortholog_one2one
ENSBTAG00000046498	ENSOARG00000005987	ortholog_one2one
ENSBTAG00000053679	ENSOARG00000005340	ortholog_one2one
ENSBTAG00000000857	ENSOARG00000013827	ortholog_one2one
ENSBTAG00000044911	ENSOARG00000023663	ortholog_one2one
ENSBTAG00000000097	ENSOARG00000002745	ortholog_one2one
ENSBTAG00000016541	ENSOARG00000013305	ortholog_one2one
ENSBTAG00000010552	ENSOARG00000001894	ortholog_one2one
ENSBTAG00000047241	ENSOARG00000023944	ortholog_one2one
ENSBTAG00000004643	ENSOARG00000000995	ortholog_one2one
ENSBTAG00000013426	ENSOARG00000007324	ortholog_one2one
ENSBTAG00000011589	ENSOARG00000008440	ortholog_one2one
ENSBTAG00000045736	ENSOARG00000005429	ortholog_one2one
ENSBTAG00000003349	ENSOARG00000003729	ortholog_one2one
ENSBTAG00000010551	ENSOARG00000008297	ortholog_one2one
ENSBTAG00000051097	ENSOARG00000023000	ortholog_one2one
ENSBTAG00000039129	ENSOARG00000003000	ortholog_one2one
ENSBTAG00000009552	ENSOARG00000015680	ortholog_one2one
ENSBTAG00000046718	ENSOARG00000018206	ortholog_one2one
ENSBTAG00000032538	ENSOARG00000020481	ortholog_one2one
ENSBTAG00000036766	ENSOARG00000021858	ortholog_one2one
ENSBTAG00000043425	ENSOARG00000023713	ortholog_one2one
ENSBTAG00000006143	ENSOARG00000003188	ortholog_one2one
ENSBTAG00000017091	ENSOARG00000014698	ortholog_one2one
ENSBTAG00000048140	ENSOARG00000006057	ortholog_one2one
ENSBTAG00000046812	ENSOARG00000002719	ortholog_one2one
ENSBTAG00000054086	ENSOARG00000002238	ortholog_one2many
ENSBTAG00000049976	ENSOARG00000022689	ortholog_many2many
ENSBTAG00000049976	ENSOARG00000021452	ortholog_many2many
ENSBTAG00000049976	ENSOARG00000023452	ortholog_many2many
ENSBTAG00000013790	ENSOARG00000007392	ortholog_one2one
ENSBTAG00000006786	ENSOARG00000021195	ortholog_one2one
ENSBTAG00000004902	ENSOARG00000006512	ortholog_one2one
ENSBTAG00000002742	ENSOARG00000005136	ortholog_one2one
ENSBTAG00000000945	ENSOARG00000010703	ortholog_one2one
ENSBTAG00000035705	ENSOARG00000004891	ortholog_one2many
ENSBTAG00000035705	ENSOARG00000004808	ortholog_one2many
ENSBTAG00000021899	ENSOARG00000010984	ortholog_one2one
ENSBTAG00000044092	ENSOARG00000012349	ortholog_one2one
ENSBTAG00000006086	ENSOARG00000005655	ortholog_one2one
ENSBTAG00000012878	ENSOARG00000003900	ortholog_one2one
ENSBTAG00000021742	ENSOARG00000005350	ortholog_one2one
ENSBTAG00000007606	ENSOARG00000004985	ortholog_one2one
ENSBTAG00000004256	ENSOARG00000015431	ortholog_one2one
ENSBTAG00000015909	ENSOARG00000013382	ortholog_one2one
ENSBTAG00000014546	ENSOARG00000021015	ortholog_one2one
ENSBTAG00000007680	ENSOARG00000006901	ortholog_one2one
ENSBTAG00000015414	ENSOARG00000016006	ortholog_one2one
ENSBTAG00000045464	ENSOARG00000025097	ortholog_one2one
ENSBTAG00000046142	ENSOARG00000001215	ortholog_one2one
ENSBTAG00000015212	ENSOARG00000013309	ortholog_one2one
ENSBTAG00000010027	ENSOARG00000015923	ortholog_one2one
ENSBTAG00000054579	ENSOARG00000019996	ortholog_one2many
ENSBTAG00000050418	ENSOARG00000010252	ortholog_one2many
ENSBTAG00000042735	ENSOARG00000024552	ortholog_one2one
ENSBTAG00000045621	ENSOARG00000005866	ortholog_one2one
ENSBTAG00000014103	ENSOARG00000014106	ortholog_one2one
ENSBTAG00000010563	ENSOARG00000001930	ortholog_one2one
ENSBTAG00000046004	ENSOARG00000015378	ortholog_one2many
ENSBTAG00000005395	ENSOARG00000005681	ortholog_one2one
ENSBTAG00000009647	ENSOARG00000018208	ortholog_one2one
ENSBTAG00000000856	ENSOARG00000013926	ortholog_one2one
ENSBTAG00000000094	ENSOARG00000007523	ortholog_one2many
ENSBTAG00000000094	ENSOARG00000002611	ortholog_one2many
ENSBTAG00000047712	ENSOARG00000002522	ortholog_one2many
ENSBTAG00000010777	ENSOARG00000001965	ortholog_one2one
ENSBTAG00000044001	ENSOARG00000020484	ortholog_one2one
ENSBTAG00000048893	ENSOARG00000023595	ortholog_one2many
ENSBTAG00000035158	ENSOARG00000013979	ortholog_one2one
ENSBTAG00000023535	ENSOARG00000019552	ortholog_one2one
ENSBTAG00000015317	ENSOARG00000006594	ortholog_one2one
ENSBTAG00000019596	ENSOARG00000012389	ortholog_one2one
ENSBTAG00000018519	ENSOARG00000006015	ortholog_one2one
ENSBTAG00000051690	ENSOARG00000015511	ortholog_one2one
ENSBTAG00000021490	ENSOARG00000010926	ortholog_one2one
ENSBTAG00000048028	ENSOARG00000024961	ortholog_one2one
ENSBTAG00000052534	ENSOARG00000024850	ortholog_one2one
ENSBTAG00000048549	ENSOARG00000025166	ortholog_many2many
ENSBTAG00000048549	ENSOARG00000025167	ortholog_many2many
ENSBTAG00000010026	ENSOARG00000016200	ortholog_one2one
ENSBTAG00000008839	ENSOARG00000005413	ortholog_one2one
ENSBTAG00000000946	ENSOARG00000010901	ortholog_one2one
ENSBTAG00000018518	ENSOARG00000006214	ortholog_one2one
ENSBTAG00000016142	ENSOARG00000015682	ortholog_one2one
ENSBTAG00000050112	ENSOARG00000014008	ortholog_one2one
ENSBTAG00000016019	ENSOARG00000010022	ortholog_many2many
ENSBTAG00000016019	ENSOARG00000009904	ortholog_many2many
ENSBTAG00000016019	ENSOARG00000010207	ortholog_many2many
ENSBTAG00000016019	ENSOARG00000010238	ortholog_many2many
ENSBTAG00000002959	ENSOARG00000008014	ortholog_one2one
ENSBTAG00000023551	ENSOARG00000002585	ortholog_one2one
ENSBTAG00000039304	ENSOARG00000024853	ortholog_one2one
ENSBTAG00000013636	ENSOARG00000003287	ortholog_one2one
ENSBTAG00000010113	ENSOARG00000010329	ortholog_one2one
ENSBTAG00000043083	ENSOARG00000023135	ortholog_one2one
ENSBTAG00000022535	ENSOARG00000012464	ortholog_one2one
ENSBTAG00000009646	ENSOARG00000018344	ortholog_one2one
ENSBTAG00000000570	ENSOARG00000003932	ortholog_one2one
ENSBTAG00000052216	ENSOARG00000016203	ortholog_one2many
ENSBTAG00000030454	ENSOARG00000018683	ortholog_one2many
ENSBTAG00000047730	ENSOARG00000010248	ortholog_one2many
ENSBTAG00000019750	ENSOARG00000007247	ortholog_one2one
ENSBTAG00000006263	ENSOARG00000012472	ortholog_one2one
ENSBTAG00000016315	ENSOARG00000010925	ortholog_one2one
ENSBTAG00000044419	ENSOARG00000024528	ortholog_one2one
ENSBTAG00000005548	ENSOARG00000001122	ortholog_one2one
ENSBTAG00000026356	ENSOARG00000014070	ortholog_one2one
ENSBTAG00000036372	ENSOARG00000021919	ortholog_one2one
ENSBTAG00000047431	ENSOARG00000024428	ortholog_one2many
ENSBTAG00000047431	ENSOARG00000024363	ortholog_one2many
ENSBTAG00000012729	ENSOARG00000004749	ortholog_one2one
ENSBTAG00000052124	ENSOARG00000000115	ortholog_one2one
ENSBTAG00000047219	ENSOARG00000005366	ortholog_one2one
ENSBTAG00000047133	ENSOARG00000020646	ortholog_one2one
ENSBTAG00000009543	ENSOARG00000010233	ortholog_one2one
ENSBTAG00000034909	ENSOARG00000016221	ortholog_one2one
ENSBTAG00000001001	ENSOARG00000007469	ortholog_one2one
ENSBTAG00000011587	ENSOARG00000012649	ortholog_one2one
ENSBTAG00000019933	ENSOARG00000002565	ortholog_one2one
ENSBTAG00000017500	ENSOARG00000005118	ortholog_one2one
ENSBTAG00000020316	ENSOARG00000006349	ortholog_one2one
ENSBTAG00000042777	ENSOARG00000021740	ortholog_one2one
ENSBTAG00000030424	ENSOARG00000021016	ortholog_one2one
ENSBTAG00000032923	ENSOARG00000002460	ortholog_one2many
