gene_ID_ssc gene_ID_oar
ENSSSCG00000001095 ENSOARG00000005900
ENSSSCG00000001096 ENSOARG00000005856
ENSSSCG00000001097 ENSOARG00000005436
ENSSSCG00000001099 ENSOARG00000004854
ENSSSCG00000001100 ENSOARG00000003926
ENSSSCG00000001101 ENSOARG00000003250
ENSSSCG00000001107 ENSOARG00000002375
ENSSSCG00000001131 ENSOARG00000000423
ENSSSCG00000001132 ENSOARG00000000198
ENSSSCG00000001137 ENSOARG00000020063
ENSSSCG00000001156 ENSOARG00000018679
ENSSSCG00000001156 ENSOARG00000020046
ENSSSCG00000001164 ENSOARG00000018426
ENSSSCG00000001197 ENSOARG00000018053
ENSSSCG00000001201 ENSOARG00000018000
ENSSSCG00000001204 ENSOARG00000017908
ENSSSCG00000001205 ENSOARG00000009077
ENSSSCG00000001206 ENSOARG00000009060
ENSSSCG00000001207 ENSOARG00000017894
ENSSSCG00000001209 ENSOARG00000017775
ENSSSCG00000001213 ENSOARG00000009049
ENSSSCG00000001213 ENSOARG00000017666
ENSSSCG00000001214 ENSOARG00000017598
ENSSSCG00000001219 ENSOARG00000017386
ENSSSCG00000001229 ENSOARG00000000482
ENSSSCG00000001229 ENSOARG00000001165
ENSSSCG00000001229 ENSOARG00000001701
ENSSSCG00000001229 ENSOARG00000002218
ENSSSCG00000001229 ENSOARG00000002875
ENSSSCG00000001229 ENSOARG00000009395
ENSSSCG00000001229 ENSOARG00000009552
ENSSSCG00000001229 ENSOARG00000010572
ENSSSCG00000001229 ENSOARG00000014069
ENSSSCG00000001229 ENSOARG00000014493
ENSSSCG00000001229 ENSOARG00000015002
ENSSSCG00000001232 ENSOARG00000004711
ENSSSCG00000001232 ENSOARG00000015427
ENSSSCG00000001233 ENSOARG00000015605
ENSSSCG00000001234 ENSOARG00000016038
ENSSSCG00000001235 ENSOARG00000015773
ENSSSCG00000001236 ENSOARG00000016169
ENSSSCG00000001242 ENSOARG00000016848
ENSSSCG00000001245 ENSOARG00000016398
ENSSSCG00000001248 ENSOARG00000016686
ENSSSCG00000001252 ENSOARG00000016939
ENSSSCG00000001252 ENSOARG00000017006
ENSSSCG00000001253 ENSOARG00000017032
ENSSSCG00000001254 ENSOARG00000008933
ENSSSCG00000001297 ENSOARG00000008945
ENSSSCG00000001297 ENSOARG00000017162
ENSSSCG00000001341 ENSOARG00000013856
ENSSSCG00000001342 ENSOARG00000013795
ENSSSCG00000001346 ENSOARG00000013405
ENSSSCG00000001347 ENSOARG00000012809
ENSSSCG00000001362 ENSOARG00000011746
ENSSSCG00000001372 ENSOARG00000012966
ENSSSCG00000001376 ENSOARG00000012046
ENSSSCG00000001379 ENSOARG00000011626
ENSSSCG00000001382 ENSOARG00000011147
ENSSSCG00000001384 ENSOARG00000010844
ENSSSCG00000001388 ENSOARG00000010524
ENSSSCG00000001391 ENSOARG00000010321
ENSSSCG00000001392 ENSOARG00000010190
ENSSSCG00000001393 ENSOARG00000010006
ENSSSCG00000001393 ENSOARG00000012697
ENSSSCG00000001393 ENSOARG00000012760
ENSSSCG00000001394 ENSOARG00000009868
ENSSSCG00000001395 ENSOARG00000009868
ENSSSCG00000001396 ENSOARG00000000482
ENSSSCG00000001396 ENSOARG00000001165
ENSSSCG00000001396 ENSOARG00000001701
ENSSSCG00000001396 ENSOARG00000002218
ENSSSCG00000001396 ENSOARG00000002875
ENSSSCG00000001396 ENSOARG00000009395
ENSSSCG00000001396 ENSOARG00000009552
ENSSSCG00000001396 ENSOARG00000010572
ENSSSCG00000001396 ENSOARG00000014069
ENSSSCG00000001396 ENSOARG00000014493
ENSSSCG00000001396 ENSOARG00000015002
ENSSSCG00000001398 ENSOARG00000009042
ENSSSCG00000001400 ENSOARG00000008787
ENSSSCG00000001401 ENSOARG00000008745
ENSSSCG00000001402 ENSOARG00000008551
ENSSSCG00000001403 ENSOARG00000008484
ENSSSCG00000001404 ENSOARG00000008333
ENSSSCG00000001407 ENSOARG00000008079
ENSSSCG00000001409 ENSOARG00000007658
ENSSSCG00000001410 ENSOARG00000007183
ENSSSCG00000001411 ENSOARG00000006964
ENSSSCG00000001413 ENSOARG00000006913
ENSSSCG00000001414 ENSOARG00000006713
ENSSSCG00000001416 ENSOARG00000006599
ENSSSCG00000001418 ENSOARG00000004449
ENSSSCG00000001419 ENSOARG00000003992
ENSSSCG00000001420 ENSOARG00000003417
ENSSSCG00000001423 ENSOARG00000002616
ENSSSCG00000001424 ENSOARG00000001720
ENSSSCG00000001424 ENSOARG00000002411
ENSSSCG00000001425 ENSOARG00000002332
ENSSSCG00000001426 ENSOARG00000002040
ENSSSCG00000001427 ENSOARG00000001568
ENSSSCG00000001427 ENSOARG00000001755
ENSSSCG00000001427 ENSOARG00000001878
ENSSSCG00000001427 ENSOARG00000002722
ENSSSCG00000001430 ENSOARG00000000927
ENSSSCG00000001431 ENSOARG00000008782
ENSSSCG00000001433 ENSOARG00000000779
ENSSSCG00000001434 ENSOARG00000017444
ENSSSCG00000001435 ENSOARG00000000536
ENSSSCG00000001436 ENSOARG00000000501
ENSSSCG00000001437 ENSOARG00000000355
ENSSSCG00000001438 ENSOARG00000000135
ENSSSCG00000001439 ENSOARG00000017546
ENSSSCG00000001440 ENSOARG00000017704
ENSSSCG00000001441 ENSOARG00000017380
ENSSSCG00000001441 ENSOARG00000017541
ENSSSCG00000001444 ENSOARG00000017293
ENSSSCG00000001447 ENSOARG00000016896
ENSSSCG00000001453 ENSOARG00000016610
ENSSSCG00000001455 ENSOARG00000016098
ENSSSCG00000001456 ENSOARG00000015707
ENSSSCG00000001457 ENSOARG00000015866
ENSSSCG00000001458 ENSOARG00000007221
ENSSSCG00000001459 ENSOARG00000007458
ENSSSCG00000001463 ENSOARG00000007866
ENSSSCG00000001469 ENSOARG00000007906
ENSSSCG00000001470 ENSOARG00000007972
ENSSSCG00000001471 ENSOARG00000008038
ENSSSCG00000001472 ENSOARG00000008091
ENSSSCG00000001473 ENSOARG00000008335
ENSSSCG00000001474 ENSOARG00000008766
ENSSSCG00000001475 ENSOARG00000008780
ENSSSCG00000001476 ENSOARG00000008818
ENSSSCG00000001477 ENSOARG00000008890
ENSSSCG00000001478 ENSOARG00000006378
ENSSSCG00000001479 ENSOARG00000006418
ENSSSCG00000001480 ENSOARG00000006473
ENSSSCG00000001481 ENSOARG00000006583
ENSSSCG00000001483 ENSOARG00000006650
ENSSSCG00000001484 ENSOARG00000006707
ENSSSCG00000001485 ENSOARG00000006792
ENSSSCG00000001486 ENSOARG00000007006
ENSSSCG00000001487 ENSOARG00000007035
ENSSSCG00000001488 ENSOARG00000007070
ENSSSCG00000001490 ENSOARG00000005603
ENSSSCG00000001493 ENSOARG00000005654
ENSSSCG00000001497 ENSOARG00000005831
ENSSSCG00000001498 ENSOARG00000005869
ENSSSCG00000001499 ENSOARG00000005969
ENSSSCG00000001500 ENSOARG00000006184
ENSSSCG00000001501 ENSOARG00000008970
ENSSSCG00000001502 ENSOARG00000009101
ENSSSCG00000001503 ENSOARG00000009145
ENSSSCG00000001504 ENSOARG00000009215
ENSSSCG00000001505 ENSOARG00000009232
ENSSSCG00000001506 ENSOARG00000009312
ENSSSCG00000001507 ENSOARG00000009465
ENSSSCG00000001509 ENSOARG00000009519
ENSSSCG00000001510 ENSOARG00000009637
ENSSSCG00000001511 ENSOARG00000009736
ENSSSCG00000001512 ENSOARG00000009815
ENSSSCG00000001513 ENSOARG00000009939
ENSSSCG00000001516 ENSOARG00000010067
ENSSSCG00000001517 ENSOARG00000010073
ENSSSCG00000001518 ENSOARG00000010180
ENSSSCG00000001520 ENSOARG00000010446
ENSSSCG00000001521 ENSOARG00000010470
ENSSSCG00000001523 ENSOARG00000010502
ENSSSCG00000001527 ENSOARG00000010772
ENSSSCG00000001531 ENSOARG00000010823
ENSSSCG00000001532 ENSOARG00000010896
ENSSSCG00000001533 ENSOARG00000011006
ENSSSCG00000001533 ENSOARG00000013839
ENSSSCG00000001534 ENSOARG00000011089
ENSSSCG00000001535 ENSOARG00000011264
ENSSSCG00000001536 ENSOARG00000011422
ENSSSCG00000001537 ENSOARG00000011608
ENSSSCG00000001538 ENSOARG00000011689
ENSSSCG00000001539 ENSOARG00000011785
ENSSSCG00000001543 ENSOARG00000009039
ENSSSCG00000001544 ENSOARG00000012126
ENSSSCG00000001546 ENSOARG00000011890
ENSSSCG00000001549 ENSOARG00000012272
ENSSSCG00000001550 ENSOARG00000012346
ENSSSCG00000001551 ENSOARG00000012411
ENSSSCG00000001552 ENSOARG00000012414
ENSSSCG00000001553 ENSOARG00000012431
ENSSSCG00000001554 ENSOARG00000012507
ENSSSCG00000001555 ENSOARG00000012670
ENSSSCG00000001556 ENSOARG00000012870
ENSSSCG00000001559 ENSOARG00000013230
ENSSSCG00000001560 ENSOARG00000013271
ENSSSCG00000001562 ENSOARG00000013394
ENSSSCG00000001563 ENSOARG00000011099
ENSSSCG00000001563 ENSOARG00000013501
ENSSSCG00000001564 ENSOARG00000013584
ENSSSCG00000001565 ENSOARG00000013636
ENSSSCG00000001567 ENSOARG00000013791
ENSSSCG00000001570 ENSOARG00000014123
ENSSSCG00000001571 ENSOARG00000003269
ENSSSCG00000001571 ENSOARG00000014201
ENSSSCG00000001572 ENSOARG00000014288
ENSSSCG00000001573 ENSOARG00000004132
ENSSSCG00000001573 ENSOARG00000014364
ENSSSCG00000001576 ENSOARG00000014397
ENSSSCG00000001577 ENSOARG00000014435
ENSSSCG00000001578 ENSOARG00000014698
ENSSSCG00000001582 ENSOARG00000015063
ENSSSCG00000001589 ENSOARG00000016391
ENSSSCG00000001592 ENSOARG00000016609
ENSSSCG00000001594 ENSOARG00000016687
ENSSSCG00000001595 ENSOARG00000000237
ENSSSCG00000001596 ENSOARG00000000480
ENSSSCG00000001597 ENSOARG00000000511
ENSSSCG00000001611 ENSOARG00000000894
ENSSSCG00000001612 ENSOARG00000001195
ENSSSCG00000001613 ENSOARG00000001600
ENSSSCG00000001616 ENSOARG00000001790
ENSSSCG00000001619 ENSOARG00000002055
ENSSSCG00000001620 ENSOARG00000002260
ENSSSCG00000001621 ENSOARG00000002322
ENSSSCG00000001624 ENSOARG00000002574
ENSSSCG00000001625 ENSOARG00000002540
ENSSSCG00000001629 ENSOARG00000002672
ENSSSCG00000001636 ENSOARG00000003203
ENSSSCG00000001637 ENSOARG00000003223
ENSSSCG00000001638 ENSOARG00000003277
ENSSSCG00000001639 ENSOARG00000003358
ENSSSCG00000001641 ENSOARG00000003613
ENSSSCG00000001646 ENSOARG00000003943
ENSSSCG00000001650 ENSOARG00000004223
ENSSSCG00000001651 ENSOARG00000004246
ENSSSCG00000001653 ENSOARG00000004521
ENSSSCG00000001654 ENSOARG00000004776
ENSSSCG00000001655 ENSOARG00000001425
ENSSSCG00000001655 ENSOARG00000004853
ENSSSCG00000001655 ENSOARG00000017635
ENSSSCG00000001657 ENSOARG00000001877
ENSSSCG00000001657 ENSOARG00000005094
ENSSSCG00000001658 ENSOARG00000005388
ENSSSCG00000001659 ENSOARG00000005475
ENSSSCG00000001660 ENSOARG00000005665
ENSSSCG00000001661 ENSOARG00000005757
ENSSSCG00000001664 ENSOARG00000006417
ENSSSCG00000001667 ENSOARG00000006762
ENSSSCG00000001672 ENSOARG00000006639
ENSSSCG00000001676 ENSOARG00000007356
ENSSSCG00000001679 ENSOARG00000007607
ENSSSCG00000001680 ENSOARG00000006936
ENSSSCG00000001682 ENSOARG00000007104
ENSSSCG00000001683 ENSOARG00000007825
ENSSSCG00000001689 ENSOARG00000007931
ENSSSCG00000001691 ENSOARG00000008093
ENSSSCG00000001692 ENSOARG00000008279
ENSSSCG00000001695 ENSOARG00000008334
ENSSSCG00000001696 ENSOARG00000008429
ENSSSCG00000001697 ENSOARG00000008632
ENSSSCG00000001698 ENSOARG00000009035
ENSSSCG00000001700 ENSOARG00000009319
ENSSSCG00000001701 ENSOARG00000009343
ENSSSCG00000001702 ENSOARG00000009445
ENSSSCG00000001703 ENSOARG00000009498
ENSSSCG00000001705 ENSOARG00000009601
ENSSSCG00000001706 ENSOARG00000009761
ENSSSCG00000001708 ENSOARG00000010205
ENSSSCG00000001709 ENSOARG00000010300
ENSSSCG00000001710 ENSOARG00000010358
ENSSSCG00000001715 ENSOARG00000010545
ENSSSCG00000001716 ENSOARG00000010568
ENSSSCG00000001718 ENSOARG00000010755
ENSSSCG00000001720 ENSOARG00000010807
ENSSSCG00000001723 ENSOARG00000011007
ENSSSCG00000001724 ENSOARG00000011224
ENSSSCG00000001725 ENSOARG00000011380
ENSSSCG00000001726 ENSOARG00000011545
ENSSSCG00000001727 ENSOARG00000011638
ENSSSCG00000001729 ENSOARG00000012061
ENSSSCG00000001731 ENSOARG00000012137
ENSSSCG00000001732 ENSOARG00000012068
ENSSSCG00000001735 ENSOARG00000012291
ENSSSCG00000001736 ENSOARG00000012436
ENSSSCG00000001738 ENSOARG00000008736
ENSSSCG00000001739 ENSOARG00000012546
ENSSSCG00000001743 ENSOARG00000012628
ENSSSCG00000001744 ENSOARG00000012698
ENSSSCG00000001746 ENSOARG00000013288
ENSSSCG00000001748 ENSOARG00000013930
ENSSSCG00000001749 ENSOARG00000014066
ENSSSCG00000001750 ENSOARG00000008750
ENSSSCG00000001751 ENSOARG00000001046
ENSSSCG00000001752 ENSOARG00000001130
ENSSSCG00000001755 ENSOARG00000000957
ENSSSCG00000001756 ENSOARG00000000881
ENSSSCG00000001757 ENSOARG00000000753
ENSSSCG00000001757 ENSOARG00000016293
ENSSSCG00000001760 ENSOARG00000000664
ENSSSCG00000001762 ENSOARG00000000535
ENSSSCG00000001764 ENSOARG00000000449
ENSSSCG00000001765 ENSOARG00000000333
ENSSSCG00000001769 ENSOARG00000001795
ENSSSCG00000001770 ENSOARG00000014664
ENSSSCG00000001771 ENSOARG00000014799
ENSSSCG00000001773 ENSOARG00000014994
ENSSSCG00000001775 ENSOARG00000015060
ENSSSCG00000001776 ENSOARG00000018369
ENSSSCG00000001780 ENSOARG00000015252
ENSSSCG00000001782 ENSOARG00000015492
ENSSSCG00000001786 ENSOARG00000015687
ENSSSCG00000001787 ENSOARG00000015742
ENSSSCG00000001788 ENSOARG00000015778
ENSSSCG00000001789 ENSOARG00000015839
ENSSSCG00000001792 ENSOARG00000014452
ENSSSCG00000001793 ENSOARG00000002422
ENSSSCG00000001793 ENSOARG00000014330
ENSSSCG00000001795 ENSOARG00000014300
ENSSSCG00000001798 ENSOARG00000014185
ENSSSCG00000001800 ENSOARG00000014096
ENSSSCG00000001801 ENSOARG00000014053
ENSSSCG00000001804 ENSOARG00000013896
ENSSSCG00000001805 ENSOARG00000013840
ENSSSCG00000001806 ENSOARG00000013800
ENSSSCG00000001807 ENSOARG00000013684
ENSSSCG00000001808 ENSOARG00000013595
ENSSSCG00000001810 ENSOARG00000013382
ENSSSCG00000001814 ENSOARG00000013053
ENSSSCG00000001816 ENSOARG00000012875
ENSSSCG00000001817 ENSOARG00000012778
ENSSSCG00000001818 ENSOARG00000012648
ENSSSCG00000001819 ENSOARG00000012575
ENSSSCG00000001820 ENSOARG00000012506
ENSSSCG00000001821 ENSOARG00000012410
ENSSSCG00000001822 ENSOARG00000012325
ENSSSCG00000001823 ENSOARG00000008294
ENSSSCG00000001824 ENSOARG00000005809
ENSSSCG00000001825 ENSOARG00000006117
ENSSSCG00000001826 ENSOARG00000008661
ENSSSCG00000001830 ENSOARG00000011015
ENSSSCG00000001830 ENSOARG00000011119
ENSSSCG00000001830 ENSOARG00000011124
ENSSSCG00000001830 ENSOARG00000017324
ENSSSCG00000001830 ENSOARG00000017364
ENSSSCG00000001830 ENSOARG00000017376
ENSSSCG00000001830 ENSOARG00000017401
ENSSSCG00000001830 ENSOARG00000017413
ENSSSCG00000001830 ENSOARG00000017651
ENSSSCG00000001832 ENSOARG00000011225
ENSSSCG00000001834 ENSOARG00000011260
ENSSSCG00000001835 ENSOARG00000011286
ENSSSCG00000001836 ENSOARG00000011343
ENSSSCG00000001837 ENSOARG00000011362
ENSSSCG00000001838 ENSOARG00000011484
ENSSSCG00000001840 ENSOARG00000011676
ENSSSCG00000001841 ENSOARG00000011519
ENSSSCG00000001844 ENSOARG00000011709
ENSSSCG00000001846 ENSOARG00000011774
ENSSSCG00000001848 ENSOARG00000011783
ENSSSCG00000001849 ENSOARG00000011841
ENSSSCG00000001850 ENSOARG00000011951
ENSSSCG00000001852 ENSOARG00000012014
ENSSSCG00000001858 ENSOARG00000012128
ENSSSCG00000001862 ENSOARG00000001476
ENSSSCG00000001862 ENSOARG00000010175
ENSSSCG00000001863 ENSOARG00000001439
ENSSSCG00000001865 ENSOARG00000001531
ENSSSCG00000001866 ENSOARG00000001570
ENSSSCG00000001867 ENSOARG00000001650
ENSSSCG00000001868 ENSOARG00000001693
ENSSSCG00000001869 ENSOARG00000001750
ENSSSCG00000001871 ENSOARG00000001765
ENSSSCG00000001872 ENSOARG00000001848
ENSSSCG00000001873 ENSOARG00000001908
ENSSSCG00000001875 ENSOARG00000001956
ENSSSCG00000001877 ENSOARG00000001991
ENSSSCG00000001878 ENSOARG00000002056
ENSSSCG00000001879 ENSOARG00000001855
ENSSSCG00000001880 ENSOARG00000002221
ENSSSCG00000001881 ENSOARG00000002424
ENSSSCG00000001882 ENSOARG00000002477
ENSSSCG00000001884 ENSOARG00000002512
ENSSSCG00000001885 ENSOARG00000002658
ENSSSCG00000001887 ENSOARG00000002761
ENSSSCG00000001892 ENSOARG00000002968
ENSSSCG00000001892 ENSOARG00000012199
ENSSSCG00000001895 ENSOARG00000003119
ENSSSCG00000001898 ENSOARG00000003070
ENSSSCG00000001899 ENSOARG00000003153
ENSSSCG00000001900 ENSOARG00000003249
ENSSSCG00000001901 ENSOARG00000003346
ENSSSCG00000001903 ENSOARG00000003476
ENSSSCG00000001904 ENSOARG00000003541
ENSSSCG00000001905 ENSOARG00000003574
ENSSSCG00000001906 ENSOARG00000003423
ENSSSCG00000001907 ENSOARG00000003725
ENSSSCG00000001908 ENSOARG00000003951
ENSSSCG00000001909 ENSOARG00000004078
ENSSSCG00000001910 ENSOARG00000017513
ENSSSCG00000001912 ENSOARG00000004233
ENSSSCG00000001913 ENSOARG00000004309
ENSSSCG00000001914 ENSOARG00000004368
ENSSSCG00000001915 ENSOARG00000019044
ENSSSCG00000001916 ENSOARG00000019036
ENSSSCG00000001917 ENSOARG00000019030
ENSSSCG00000001918 ENSOARG00000019020
ENSSSCG00000001920 ENSOARG00000019006
ENSSSCG00000001921 ENSOARG00000018989
ENSSSCG00000001924 ENSOARG00000018958
ENSSSCG00000001925 ENSOARG00000018976
ENSSSCG00000001927 ENSOARG00000018930
ENSSSCG00000001928 ENSOARG00000018919
ENSSSCG00000001930 ENSOARG00000018904
ENSSSCG00000001931 ENSOARG00000018877
ENSSSCG00000001932 ENSOARG00000006311
ENSSSCG00000001934 ENSOARG00000008413
ENSSSCG00000001938 ENSOARG00000017551
ENSSSCG00000001939 ENSOARG00000008254
ENSSSCG00000001942 ENSOARG00000008050
ENSSSCG00000001945 ENSOARG00000008021
ENSSSCG00000001946 ENSOARG00000007986
ENSSSCG00000001947 ENSOARG00000007853
ENSSSCG00000001949 ENSOARG00000017535
ENSSSCG00000001950 ENSOARG00000007351
ENSSSCG00000001952 ENSOARG00000007502
ENSSSCG00000001955 ENSOARG00000007160
ENSSSCG00000001958 ENSOARG00000006876
ENSSSCG00000001959 ENSOARG00000006838
ENSSSCG00000001960 ENSOARG00000006719
ENSSSCG00000001963 ENSOARG00000006681
ENSSSCG00000001964 ENSOARG00000006629
ENSSSCG00000001966 ENSOARG00000006439
ENSSSCG00000001968 ENSOARG00000006357
ENSSSCG00000001970 ENSOARG00000006260
ENSSSCG00000001971 ENSOARG00000006027
ENSSSCG00000001972 ENSOARG00000005909
ENSSSCG00000001973 ENSOARG00000005346
ENSSSCG00000001974 ENSOARG00000005268
ENSSSCG00000001975 ENSOARG00000005042
ENSSSCG00000001977 ENSOARG00000004861
ENSSSCG00000001978 ENSOARG00000001270
ENSSSCG00000001978 ENSOARG00000001886
ENSSSCG00000001978 ENSOARG00000002970
ENSSSCG00000001978 ENSOARG00000004802
ENSSSCG00000001978 ENSOARG00000004805
ENSSSCG00000001979 ENSOARG00000001891
ENSSSCG00000001979 ENSOARG00000002629
ENSSSCG00000001979 ENSOARG00000002964
ENSSSCG00000001979 ENSOARG00000004611
ENSSSCG00000001979 ENSOARG00000004815
ENSSSCG00000001982 ENSOARG00000001413
ENSSSCG00000001982 ENSOARG00000004457
ENSSSCG00000001982 ENSOARG00000004520
ENSSSCG00000001983 ENSOARG00000019051
ENSSSCG00000001984 ENSOARG00000019058
ENSSSCG00000001985 ENSOARG00000019063
ENSSSCG00000001986 ENSOARG00000019084
ENSSSCG00000001987 ENSOARG00000019090
ENSSSCG00000001988 ENSOARG00000019102
ENSSSCG00000001989 ENSOARG00000019116
ENSSSCG00000001990 ENSOARG00000019127
ENSSSCG00000001991 ENSOARG00000019131
ENSSSCG00000001992 ENSOARG00000019139
ENSSSCG00000001993 ENSOARG00000019146
ENSSSCG00000001994 ENSOARG00000019152
ENSSSCG00000002000 ENSOARG00000019188
ENSSSCG00000002001 ENSOARG00000019194
ENSSSCG00000002002 ENSOARG00000019201
ENSSSCG00000002003 ENSOARG00000019207
ENSSSCG00000002004 ENSOARG00000019212
ENSSSCG00000002005 ENSOARG00000019216
ENSSSCG00000002006 ENSOARG00000019219
ENSSSCG00000002007 ENSOARG00000019230
ENSSSCG00000002008 ENSOARG00000019226
ENSSSCG00000002009 ENSOARG00000019237
ENSSSCG00000002010 ENSOARG00000019240
ENSSSCG00000002011 ENSOARG00000019247
ENSSSCG00000002012 ENSOARG00000019255
ENSSSCG00000002013 ENSOARG00000019263
ENSSSCG00000002014 ENSOARG00000019269
ENSSSCG00000002015 ENSOARG00000019274
ENSSSCG00000002016 ENSOARG00000019278
ENSSSCG00000002020 ENSOARG00000019301
ENSSSCG00000002023 ENSOARG00000019336
ENSSSCG00000002025 ENSOARG00000019331
ENSSSCG00000002026 ENSOARG00000019328
ENSSSCG00000002028 ENSOARG00000019322
ENSSSCG00000002029 ENSOARG00000002058
ENSSSCG00000002032 ENSOARG00000019354
ENSSSCG00000002033 ENSOARG00000019360
ENSSSCG00000002034 ENSOARG00000019368
ENSSSCG00000002035 ENSOARG00000011705
ENSSSCG00000002036 ENSOARG00000019380
ENSSSCG00000002037 ENSOARG00000019374
ENSSSCG00000002039 ENSOARG00000019414
ENSSSCG00000002040 ENSOARG00000019418
ENSSSCG00000002041 ENSOARG00000019424
ENSSSCG00000002042 ENSOARG00000019429
ENSSSCG00000002045 ENSOARG00000001655
ENSSSCG00000002050 ENSOARG00000019440
ENSSSCG00000002051 ENSOARG00000019436
ENSSSCG00000002062 ENSOARG00000019487
ENSSSCG00000002062 ENSOARG00000019496
ENSSSCG00000002071 ENSOARG00000019567
ENSSSCG00000002071 ENSOARG00000019600
ENSSSCG00000002077 ENSOARG00000000471
ENSSSCG00000002077 ENSOARG00000002549
ENSSSCG00000002077 ENSOARG00000002577
ENSSSCG00000002077 ENSOARG00000002589
ENSSSCG00000002077 ENSOARG00000016320
ENSSSCG00000002078 ENSOARG00000019567
ENSSSCG00000002078 ENSOARG00000019600
ENSSSCG00000002081 ENSOARG00000000471
ENSSSCG00000002081 ENSOARG00000002549
ENSSSCG00000002081 ENSOARG00000002577
ENSSSCG00000002081 ENSOARG00000002589
ENSSSCG00000002081 ENSOARG00000016320
ENSSSCG00000002084 ENSOARG00000019567
ENSSSCG00000002084 ENSOARG00000019600
ENSSSCG00000002097 ENSOARG00000019576
ENSSSCG00000002097 ENSOARG00000019586
ENSSSCG00000002099 ENSOARG00000017128
ENSSSCG00000002099 ENSOARG00000019593
ENSSSCG00000002105 ENSOARG00000012081
ENSSSCG00000002127 ENSOARG00000019643
ENSSSCG00000002129 ENSOARG00000019665
ENSSSCG00000002131 ENSOARG00000019726
ENSSSCG00000002134 ENSOARG00000019732
ENSSSCG00000002135 ENSOARG00000000835
ENSSSCG00000002138 ENSOARG00000019745
ENSSSCG00000002140 ENSOARG00000019750
ENSSSCG00000002142 ENSOARG00000019765
ENSSSCG00000002143 ENSOARG00000019777
ENSSSCG00000002144 ENSOARG00000019782
ENSSSCG00000002145 ENSOARG00000019785
ENSSSCG00000002148 ENSOARG00000013184
ENSSSCG00000002175 ENSOARG00000000661
ENSSSCG00000002191 ENSOARG00000019827
ENSSSCG00000002235 ENSOARG00000019872
ENSSSCG00000002241 ENSOARG00000019878
ENSSSCG00000002243 ENSOARG00000019890
ENSSSCG00000002245 ENSOARG00000010961
ENSSSCG00000002245 ENSOARG00000017988
ENSSSCG00000002245 ENSOARG00000019901
ENSSSCG00000002251 ENSOARG00000019956
ENSSSCG00000002252 ENSOARG00000010116
ENSSSCG00000002257 ENSOARG00000010206
ENSSSCG00000002258 ENSOARG00000010712
ENSSSCG00000002259 ENSOARG00000010666
ENSSSCG00000002260 ENSOARG00000010666
ENSSSCG00000002262 ENSOARG00000010540
ENSSSCG00000002263 ENSOARG00000010528
ENSSSCG00000002265 ENSOARG00000010509
ENSSSCG00000002266 ENSOARG00000010343
ENSSSCG00000002267 ENSOARG00000010215
ENSSSCG00000002268 ENSOARG00000000991
ENSSSCG00000002269 ENSOARG00000021150
ENSSSCG00000002270 ENSOARG00000021149
ENSSSCG00000002275 ENSOARG00000021152
ENSSSCG00000002276 ENSOARG00000021153
ENSSSCG00000002277 ENSOARG00000021154
ENSSSCG00000002279 ENSOARG00000021156
ENSSSCG00000002280 ENSOARG00000021157
ENSSSCG00000002281 ENSOARG00000021158
ENSSSCG00000002283 ENSOARG00000021160
ENSSSCG00000002284 ENSOARG00000021161
ENSSSCG00000002285 ENSOARG00000021162
ENSSSCG00000002286 ENSOARG00000021163
ENSSSCG00000002287 ENSOARG00000021164
ENSSSCG00000002290 ENSOARG00000021167
ENSSSCG00000002292 ENSOARG00000021168
ENSSSCG00000002294 ENSOARG00000021170
ENSSSCG00000002295 ENSOARG00000021171
ENSSSCG00000002296 ENSOARG00000021172
ENSSSCG00000002297 ENSOARG00000021173
ENSSSCG00000002298 ENSOARG00000021174
ENSSSCG00000002305 ENSOARG00000021181
ENSSSCG00000002306 ENSOARG00000021182
ENSSSCG00000002307 ENSOARG00000021183
ENSSSCG00000002309 ENSOARG00000021185
