gene_ID_ssc	gene_ID_oar	homology_type
ENSSSCG00000040838	ENSOARG00000007487	ortholog_one2one
ENSSSCG00000007949	ENSOARG00000003074	ortholog_one2one
ENSSSCG00000029710	ENSOARG00000011568	ortholog_one2one
ENSSSCG00000032658	ENSOARG00000004112	ortholog_one2one
ENSSSCG00000010298	ENSOARG00000007590	ortholog_one2one
ENSSSCG00000000549	ENSOARG00000019722	ortholog_one2one
ENSSSCG00000000067	ENSOARG00000018130	ortholog_one2one
ENSSSCG00000009825	ENSOARG00000017097	ortholog_one2one
ENSSSCG00000036702	ENSOARG00000021179	ortholog_one2one
ENSSSCG00000037399	ENSOARG00000002488	ortholog_one2one
ENSSSCG00000022919	ENSOARG00000009508	ortholog_one2one
ENSSSCG00000041975	ENSOARG00000000723	ortholog_one2many
ENSSSCG00000041975	ENSOARG00000000702	ortholog_one2many
ENSSSCG00000011979	ENSOARG00000001639	ortholog_one2one
ENSSSCG00000040977	ENSOARG00000005265	ortholog_one2one
ENSSSCG00000003377	ENSOARG00000012566	ortholog_one2one
ENSSSCG00000009240	ENSOARG00000002173	ortholog_one2one
ENSSSCG00000023759	ENSOARG00000012213	ortholog_one2one
ENSSSCG00000035026	ENSOARG00000001597	ortholog_one2many
ENSSSCG00000039321	ENSOARG00000004162	ortholog_one2one
ENSSSCG00000016970	ENSOARG00000005425	ortholog_one2many
ENSSSCG00000011642	ENSOARG00000008308	ortholog_one2one
ENSSSCG00000036132	ENSOARG00000009785	ortholog_one2one
ENSSSCG00000000066	ENSOARG00000018085	ortholog_one2one
ENSSSCG00000011238	ENSOARG00000016371	ortholog_one2one
ENSSSCG00000008830	ENSOARG00000018214	ortholog_one2one
ENSSSCG00000049574	ENSOARG00000013066	ortholog_many2many
ENSSSCG00000049574	ENSOARG00000013185	ortholog_many2many
ENSSSCG00000026346	ENSOARG00000007302	ortholog_one2one
ENSSSCG00000006002	ENSOARG00000009469	ortholog_one2one
ENSSSCG00000008404	ENSOARG00000002596	ortholog_one2one
ENSSSCG00000013232	ENSOARG00000007337	ortholog_one2one
ENSSSCG00000014079	ENSOARG00000016692	ortholog_one2one
ENSSSCG00000042460	ENSOARG00000019861	ortholog_one2many
ENSSSCG00000042460	ENSOARG00000019856	ortholog_one2many
ENSSSCG00000007950	ENSOARG00000002932	ortholog_one2one
ENSSSCG00000035119	ENSOARG00000013200	ortholog_one2one
ENSSSCG00000009826	ENSOARG00000017176	ortholog_one2one
ENSSSCG00000050341	ENSOARG00000001467	ortholog_one2many
ENSSSCG00000002672	ENSOARG00000010901	ortholog_one2one
ENSSSCG00000036747	ENSOARG00000012145	ortholog_one2one
ENSSSCG00000012720	ENSOARG00000010618	ortholog_one2one
ENSSSCG00000027211	ENSOARG00000009618	ortholog_one2one
ENSSSCG00000039701	ENSOARG00000021180	ortholog_one2one
ENSSSCG00000036247	ENSOARG00000005341	ortholog_one2one
ENSSSCG00000013230	ENSOARG00000007200	ortholog_one2one
ENSSSCG00000006003	ENSOARG00000009525	ortholog_one2one
ENSSSCG00000003950	ENSOARG00000020522	ortholog_one2one
ENSSSCG00000010299	ENSOARG00000007635	ortholog_one2one
ENSSSCG00000000068	ENSOARG00000017943	ortholog_one2one
ENSSSCG00000000550	ENSOARG00000019757	ortholog_one2one
ENSSSCG00000002671	ENSOARG00000010703	ortholog_one2one
ENSSSCG00000016075	ENSOARG00000015374	ortholog_one2one
ENSSSCG00000039295	ENSOARG00000017239	ortholog_one2one
ENSSSCG00000020685	ENSOARG00000015450	ortholog_one2one
ENSSSCG00000022192	ENSOARG00000013282	ortholog_one2one
ENSSSCG00000032081	ENSOARG00000007122	ortholog_one2one
ENSSSCG00000003670	ENSOARG00000020187	ortholog_one2one
ENSSSCG00000035318	ENSOARG00000013128	ortholog_one2one
ENSSSCG00000017776	ENSOARG00000004456	ortholog_one2one
ENSSSCG00000009241	ENSOARG00000002026	ortholog_one2one
ENSSSCG00000014080	ENSOARG00000016724	ortholog_one2one
ENSSSCG00000034230	ENSOARG00000017843	ortholog_one2one
ENSSSCG00000032453	ENSOARG00000012096	ortholog_one2one
ENSSSCG00000004458	ENSOARG00000019958	ortholog_one2one
ENSSSCG00000003951	ENSOARG00000020508	ortholog_one2one
ENSSSCG00000033926	ENSOARG00000005314	ortholog_one2one
ENSSSCG00000008831	ENSOARG00000018323	ortholog_one2one
ENSSSCG00000013227	ENSOARG00000007111	ortholog_one2many
ENSSSCG00000013227	ENSOARG00000004387	ortholog_one2many
ENSSSCG00000036395	ENSOARG00000020206	ortholog_one2one
ENSSSCG00000000551	ENSOARG00000019779	ortholog_one2one
ENSSSCG00000034617	ENSOARG00000002624	ortholog_one2one
ENSSSCG00000015667	ENSOARG00000009700	ortholog_one2one
ENSSSCG00000031877	ENSOARG00000017259	ortholog_one2one
ENSSSCG00000013937	ENSOARG00000007818	ortholog_one2one
ENSSSCG00000033823	ENSOARG00000017792	ortholog_one2one
ENSSSCG00000034423	ENSOARG00000017140	ortholog_one2many
ENSSSCG00000017777	ENSOARG00000004706	ortholog_one2one
ENSSSCG00000027902	ENSOARG00000020218	ortholog_one2one
ENSSSCG00000044386	ENSOARG00000015418	ortholog_one2many
ENSSSCG00000023837	ENSOARG00000010574	ortholog_one2one
ENSSSCG00000004119	ENSOARG00000002141	ortholog_one2one
ENSSSCG00000007951	ENSOARG00000002484	ortholog_one2one
ENSSSCG00000011944	ENSOARG00000019285	ortholog_one2one
ENSSSCG00000037099	ENSOARG00000017289	ortholog_one2one
ENSSSCG00000049540	ENSOARG00000003972	ortholog_one2one
ENSSSCG00000033081	ENSOARG00000015418	ortholog_one2many
ENSSSCG00000048477	ENSOARG00000007587	ortholog_one2many
ENSSSCG00000048477	ENSOARG00000006641	ortholog_one2many
ENSSSCG00000048477	ENSOARG00000013495	ortholog_one2many
ENSSSCG00000006626	ENSOARG00000020982	ortholog_one2one
ENSSSCG00000046448	ENSOARG00000015509	ortholog_one2many
ENSSSCG00000012824	ENSOARG00000002997	ortholog_one2one
ENSSSCG00000005444	ENSOARG00000007057	ortholog_one2one
ENSSSCG00000012030	ENSOARG00000001028	ortholog_one2one
ENSSSCG00000008402	ENSOARG00000002758	ortholog_one2one
ENSSSCG00000031477	ENSOARG00000012057	ortholog_one2one
ENSSSCG00000008832	ENSOARG00000018415	ortholog_one2one
ENSSSCG00000009827	ENSOARG00000017389	ortholog_one2one
ENSSSCG00000031073	ENSOARG00000017396	ortholog_one2one
ENSSSCG00000002305	ENSOARG00000021181	ortholog_one2one
ENSSSCG00000040165	ENSOARG00000011625	ortholog_one2many
ENSSSCG00000039390	ENSOARG00000005137	ortholog_one2one
ENSSSCG00000029324	ENSOARG00000009590	ortholog_one2one
ENSSSCG00000042868	ENSOARG00000001467	ortholog_one2many
ENSSSCG00000039864	ENSOARG00000009796	ortholog_one2one
ENSSSCG00000027237	ENSOARG00000012017	ortholog_one2one
ENSSSCG00000014081	ENSOARG00000016752	ortholog_one2one
ENSSSCG00000001696	ENSOARG00000008429	ortholog_one2one
ENSSSCG00000021804	ENSOARG00000000990	ortholog_one2one
ENSSSCG00000013226	ENSOARG00000007069	ortholog_one2one
ENSSSCG00000028123	ENSOARG00000013483	ortholog_one2one
ENSSSCG00000038990	ENSOARG00000002824	ortholog_one2many
ENSSSCG00000038990	ENSOARG00000003072	ortholog_one2many
ENSSSCG00000004460	ENSOARG00000007250	ortholog_one2one
ENSSSCG00000011643	ENSOARG00000008268	ortholog_one2one
ENSSSCG00000015668	ENSOARG00000009823	ortholog_one2one
ENSSSCG00000030446	ENSOARG00000010538	ortholog_one2one
ENSSSCG00000012823	ENSOARG00000003047	ortholog_one2one
ENSSSCG00000000071	ENSOARG00000017728	ortholog_one2one
ENSSSCG00000017778	ENSOARG00000004860	ortholog_one2one
ENSSSCG00000034385	ENSOARG00000010532	ortholog_one2one
ENSSSCG00000036575	ENSOARG00000017547	ortholog_one2one
ENSSSCG00000003374	ENSOARG00000012422	ortholog_one2one
ENSSSCG00000022288	ENSOARG00000019802	ortholog_one2one
ENSSSCG00000008834	ENSOARG00000018525	ortholog_one2one
ENSSSCG00000016969	ENSOARG00000008562	ortholog_one2one
ENSSSCG00000010300	ENSOARG00000007655	ortholog_one2one
ENSSSCG00000016076	ENSOARG00000015462	ortholog_one2one
ENSSSCG00000017779	ENSOARG00000005023	ortholog_one2one
ENSSSCG00000031699	ENSOARG00000012300	ortholog_one2one
ENSSSCG00000022486	ENSOARG00000018775	ortholog_one2one
ENSSSCG00000025545	ENSOARG00000011812	ortholog_one2one
ENSSSCG00000035377	ENSOARG00000019719	ortholog_one2one
ENSSSCG00000009242	ENSOARG00000001916	ortholog_one2one
ENSSSCG00000032007	ENSOARG00000002894	ortholog_one2one
ENSSSCG00000014082	ENSOARG00000016778	ortholog_one2one
ENSSSCG00000001697	ENSOARG00000008632	ortholog_one2one
ENSSSCG00000044559	ENSOARG00000001467	ortholog_one2many
ENSSSCG00000002680	ENSOARG00000010454	ortholog_one2one
ENSSSCG00000028149	ENSOARG00000013567	ortholog_one2one
ENSSSCG00000034233	ENSOARG00000015509	ortholog_one2many
ENSSSCG00000016968	ENSOARG00000005347	ortholog_one2one
ENSSSCG00000041972	ENSOARG00000019807	ortholog_one2one
ENSSSCG00000012933	ENSOARG00000015663	ortholog_one2one
ENSSSCG00000004921	ENSOARG00000005280	ortholog_one2one
ENSSSCG00000009828	ENSOARG00000017503	ortholog_one2one
ENSSSCG00000016077	ENSOARG00000015476	ortholog_one2one
ENSSSCG00000013233	ENSOARG00000006924	ortholog_one2one
ENSSSCG00000035445	ENSOARG00000005328	ortholog_one2one
ENSSSCG00000002306	ENSOARG00000021182	ortholog_one2one
ENSSSCG00000039929	ENSOARG00000009857	ortholog_one2one
ENSSSCG00000036553	ENSOARG00000009798	ortholog_one2one
ENSSSCG00000017313	ENSOARG00000011170	ortholog_one2one
ENSSSCG00000000553	ENSOARG00000019825	ortholog_one2one
ENSSSCG00000030177	ENSOARG00000020502	ortholog_one2one
ENSSSCG00000002675	ENSOARG00000010346	ortholog_one2one
ENSSSCG00000013873	ENSOARG00000017630	ortholog_one2one
ENSSSCG00000027738	ENSOARG00000016501	ortholog_one2one
ENSSSCG00000000072	ENSOARG00000017634	ortholog_one2one
ENSSSCG00000015669	ENSOARG00000009841	ortholog_one2one
ENSSSCG00000006627	ENSOARG00000020978	ortholog_one2one
ENSSSCG00000025855	ENSOARG00000002195	ortholog_one2one
ENSSSCG00000002681	ENSOARG00000010305	ortholog_one2one
ENSSSCG00000035421	ENSOARG00000013009	ortholog_one2one
ENSSSCG00000013874	ENSOARG00000017721	ortholog_one2one
ENSSSCG00000006009	ENSOARG00000009854	ortholog_one2one
ENSSSCG00000003376	ENSOARG00000011891	ortholog_one2one
ENSSSCG00000034416	ENSOARG00000008989	ortholog_many2many
ENSSSCG00000034416	ENSOARG00000009012	ortholog_many2many
ENSSSCG00000034416	ENSOARG00000017228	ortholog_many2many
ENSSSCG00000036284	ENSOARG00000018560	ortholog_one2one
ENSSSCG00000033057	ENSOARG00000008228	ortholog_one2one
ENSSSCG00000003954	ENSOARG00000020497	ortholog_one2one
ENSSSCG00000016078	ENSOARG00000017091	ortholog_one2one
ENSSSCG00000042426	ENSOARG00000013066	ortholog_many2many
ENSSSCG00000042426	ENSOARG00000013185	ortholog_many2many
ENSSSCG00000000554	ENSOARG00000019829	ortholog_one2one
ENSSSCG00000017781	ENSOARG00000005519	ortholog_one2one
ENSSSCG00000016971	ENSOARG00000005258	ortholog_one2one
ENSSSCG00000007952	ENSOARG00000002256	ortholog_one2one
ENSSSCG00000013875	ENSOARG00000017786	ortholog_one2one
ENSSSCG00000040899	ENSOARG00000012637	ortholog_many2many
ENSSSCG00000040899	ENSOARG00000012708	ortholog_many2many
ENSSSCG00000039023	ENSOARG00000005081	ortholog_one2one
ENSSSCG00000015626	ENSOARG00000015166	ortholog_one2one
ENSSSCG00000038075	ENSOARG00000008754	ortholog_many2many
ENSSSCG00000038075	ENSOARG00000010517	ortholog_many2many
ENSSSCG00000038075	ENSOARG00000014387	ortholog_many2many
ENSSSCG00000038075	ENSOARG00000014373	ortholog_many2many
ENSSSCG00000038075	ENSOARG00000014395	ortholog_many2many
ENSSSCG00000038075	ENSOARG00000014360	ortholog_many2many
ENSSSCG00000038075	ENSOARG00000008816	ortholog_many2many
ENSSSCG00000038075	ENSOARG00000025166	ortholog_many2many
ENSSSCG00000038075	ENSOARG00000025167	ortholog_many2many
ENSSSCG00000002307	ENSOARG00000021183	ortholog_one2one
ENSSSCG00000001698	ENSOARG00000009035	ortholog_one2one
ENSSSCG00000007567	ENSOARG00000018018	ortholog_one2one
ENSSSCG00000003957	ENSOARG00000020494	ortholog_one2one
ENSSSCG00000036487	ENSOARG00000015757	ortholog_one2many
ENSSSCG00000004464	ENSOARG00000007199	ortholog_one2one
ENSSSCG00000010301	ENSOARG00000007740	ortholog_one2one
ENSSSCG00000002682	ENSOARG00000010156	ortholog_one2one
ENSSSCG00000007569	ENSOARG00000005071	ortholog_one2one
ENSSSCG00000009243	ENSOARG00000001821	ortholog_one2one
ENSSSCG00000015627	ENSOARG00000015154	ortholog_one2one
ENSSSCG00000002850	ENSOARG00000018174	ortholog_one2one
ENSSSCG00000043631	ENSOARG00000013725	ortholog_one2one
ENSSSCG00000016616	ENSOARG00000018378	ortholog_one2one
ENSSSCG00000049159	ENSOARG00000018043	ortholog_many2many
ENSSSCG00000049159	ENSOARG00000012722	ortholog_many2many
ENSSSCG00000000073	ENSOARG00000018204	ortholog_one2many
ENSSSCG00000000073	ENSOARG00000018114	ortholog_one2many
ENSSSCG00000038824	ENSOARG00000007036	ortholog_one2one
ENSSSCG00000004923	ENSOARG00000017743	ortholog_one2one
ENSSSCG00000000074	ENSOARG00000020388	ortholog_one2one
ENSSSCG00000033577	ENSOARG00000010177	ortholog_one2one
ENSSSCG00000012822	ENSOARG00000003150	ortholog_one2one
ENSSSCG00000004120	ENSOARG00000002073	ortholog_one2one
ENSSSCG00000007572	ENSOARG00000004992	ortholog_one2one
ENSSSCG00000016972	ENSOARG00000005220	ortholog_one2one
ENSSSCG00000030443	ENSOARG00000019852	ortholog_one2one
ENSSSCG00000011645	ENSOARG00000008193	ortholog_one2one
ENSSSCG00000031893	ENSOARG00000011103	ortholog_one2one
ENSSSCG00000038071	ENSOARG00000017758	ortholog_one2one
ENSSSCG00000006628	ENSOARG00000020967	ortholog_one2one
ENSSSCG00000028600	ENSOARG00000021184	ortholog_one2one
ENSSSCG00000028085	ENSOARG00000007999	ortholog_one2one
ENSSSCG00000049416	ENSOARG00000011976	ortholog_many2many
ENSSSCG00000049416	ENSOARG00000007867	ortholog_many2many
ENSSSCG00000039432	ENSOARG00000008966	ortholog_one2many
ENSSSCG00000015628	ENSOARG00000014955	ortholog_one2one
ENSSSCG00000016617	ENSOARG00000018324	ortholog_one2one
ENSSSCG00000008835	ENSOARG00000018640	ortholog_one2one
ENSSSCG00000021343	ENSOARG00000009880	ortholog_one2one
ENSSSCG00000000075	ENSOARG00000017567	ortholog_one2one
ENSSSCG00000030113	ENSOARG00000017037	ortholog_one2one
ENSSSCG00000021328	ENSOARG00000011670	ortholog_one2one
ENSSSCG00000016079	ENSOARG00000015539	ortholog_one2many
ENSSSCG00000016079	ENSOARG00000015557	ortholog_one2many
ENSSSCG00000039218	ENSOARG00000010032	ortholog_one2one
ENSSSCG00000035506	ENSOARG00000017783	ortholog_one2one
ENSSSCG00000005446	ENSOARG00000007009	ortholog_one2one
ENSSSCG00000016618	ENSOARG00000018220	ortholog_one2one
ENSSSCG00000036542	ENSOARG00000009913	ortholog_one2one
ENSSSCG00000015258	ENSOARG00000014284	ortholog_one2one
ENSSSCG00000007565	ENSOARG00000004887	ortholog_one2one
ENSSSCG00000009244	ENSOARG00000001565	ortholog_one2one
ENSSSCG00000037501	ENSOARG00000007616	ortholog_one2one
ENSSSCG00000022647	ENSOARG00000011610	ortholog_one2one
ENSSSCG00000006011	ENSOARG00000010227	ortholog_one2one
ENSSSCG00000002309	ENSOARG00000021185	ortholog_one2one
ENSSSCG00000016974	ENSOARG00000005188	ortholog_one2one
ENSSSCG00000000076	ENSOARG00000017466	ortholog_one2one
ENSSSCG00000040001	ENSOARG00000012170	ortholog_one2one
ENSSSCG00000043640	ENSOARG00000012317	ortholog_one2one
ENSSSCG00000024222	ENSOARG00000016550	ortholog_one2one
ENSSSCG00000010302	ENSOARG00000007789	ortholog_one2one
ENSSSCG00000013876	ENSOARG00000017962	ortholog_one2one
ENSSSCG00000038345	ENSOARG00000014822	ortholog_one2one
ENSSSCG00000004927	ENSOARG00000017821	ortholog_one2one
ENSSSCG00000032115	ENSOARG00000009792	ortholog_one2one
ENSSSCG00000023771	ENSOARG00000012842	ortholog_one2one
ENSSSCG00000020754	ENSOARG00000009943	ortholog_one2one
ENSSSCG00000001700	ENSOARG00000009319	ortholog_one2one
ENSSSCG00000025264	ENSOARG00000011571	ortholog_one2one
ENSSSCG00000026559	ENSOARG00000003133	ortholog_one2one
ENSSSCG00000013239	ENSOARG00000006642	ortholog_one2one
ENSSSCG00000006013	ENSOARG00000010299	ortholog_one2one
ENSSSCG00000037483	ENSOARG00000015621	ortholog_one2one
ENSSSCG00000039710	ENSOARG00000017779	ortholog_one2one
ENSSSCG00000002311	ENSOARG00000021187	ortholog_one2one
ENSSSCG00000011946	ENSOARG00000018737	ortholog_one2one
ENSSSCG00000007568	ENSOARG00000004697	ortholog_one2one
ENSSSCG00000016619	ENSOARG00000018132	ortholog_one2one
ENSSSCG00000000077	ENSOARG00000017303	ortholog_one2one
ENSSSCG00000017783	ENSOARG00000006006	ortholog_one2one
ENSSSCG00000031616	ENSOARG00000009983	ortholog_one2one
ENSSSCG00000027417	ENSOARG00000002144	ortholog_one2one
ENSSSCG00000013947	ENSOARG00000016833	ortholog_one2one
ENSSSCG00000031450	ENSOARG00000009712	ortholog_one2one
ENSSSCG00000023920	ENSOARG00000020454	ortholog_one2one
ENSSSCG00000044704	ENSOARG00000003212	ortholog_one2one
ENSSSCG00000004928	ENSOARG00000017844	ortholog_one2one
ENSSSCG00000008836	ENSOARG00000018700	ortholog_one2one
ENSSSCG00000034494	ENSOARG00000015634	ortholog_one2one
ENSSSCG00000006803	ENSOARG00000011572	ortholog_one2one
ENSSSCG00000030253	ENSOARG00000011707	ortholog_one2one
ENSSSCG00000014083	ENSOARG00000016796	ortholog_one2one
ENSSSCG00000036527	ENSOARG00000002175	ortholog_one2one
ENSSSCG00000006014	ENSOARG00000010359	ortholog_one2one
ENSSSCG00000042141	ENSOARG00000016189	ortholog_one2many
ENSSSCG00000012818	ENSOARG00000003319	ortholog_one2one
ENSSSCG00000004121	ENSOARG00000001970	ortholog_one2one
ENSSSCG00000031892	ENSOARG00000019602	ortholog_one2one
ENSSSCG00000000555	ENSOARG00000019909	ortholog_one2one
ENSSSCG00000024064	ENSOARG00000012743	ortholog_one2one
ENSSSCG00000003382	ENSOARG00000011566	ortholog_one2one
ENSSSCG00000036453	ENSOARG00000016173	ortholog_one2many
ENSSSCG00000016082	ENSOARG00000015644	ortholog_one2one
ENSSSCG00000004465	ENSOARG00000007187	ortholog_one2one
ENSSSCG00000017316	ENSOARG00000010947	ortholog_one2one
ENSSSCG00000011646	ENSOARG00000008148	ortholog_one2one
ENSSSCG00000040512	ENSOARG00000017144	ortholog_many2many
ENSSSCG00000040512	ENSOARG00000008925	ortholog_many2many
ENSSSCG00000040512	ENSOARG00000015883	ortholog_many2many
ENSSSCG00000040512	ENSOARG00000008912	ortholog_many2many
ENSSSCG00000009831	ENSOARG00000017879	ortholog_one2one
ENSSSCG00000012817	ENSOARG00000003442	ortholog_one2one
ENSSSCG00000023818	ENSOARG00000005129	ortholog_one2one
ENSSSCG00000024841	ENSOARG00000011492	ortholog_one2one
ENSSSCG00000016620	ENSOARG00000018070	ortholog_one2one
ENSSSCG00000014084	ENSOARG00000016818	ortholog_one2one
ENSSSCG00000009298	ENSOARG00000012732	ortholog_one2one
ENSSSCG00000003673	ENSOARG00000002062	ortholog_one2one
ENSSSCG00000004929	ENSOARG00000017858	ortholog_one2one
ENSSSCG00000002866	ENSOARG00000004414	ortholog_one2one
ENSSSCG00000003383	ENSOARG00000011426	ortholog_one2one
ENSSSCG00000010304	ENSOARG00000007876	ortholog_one2one
ENSSSCG00000007954	ENSOARG00000002069	ortholog_one2one
ENSSSCG00000030493	ENSOARG00000010483	ortholog_one2one
ENSSSCG00000030547	ENSOARG00000020960	ortholog_one2one
ENSSSCG00000040077	ENSOARG00000017773	ortholog_one2many
ENSSSCG00000023303	ENSOARG00000008066	ortholog_one2one
ENSSSCG00000044515	ENSOARG00000004150	ortholog_one2one
ENSSSCG00000002313	ENSOARG00000021189	ortholog_one2one
ENSSSCG00000003379	ENSOARG00000011354	ortholog_one2one
ENSSSCG00000012816	ENSOARG00000003521	ortholog_one2one
ENSSSCG00000005449	ENSOARG00000006968	ortholog_one2one
ENSSSCG00000015670	ENSOARG00000009898	ortholog_one2one
ENSSSCG00000040708	ENSOARG00000008989	ortholog_many2many
ENSSSCG00000040708	ENSOARG00000009012	ortholog_many2many
ENSSSCG00000040708	ENSOARG00000017228	ortholog_many2many
ENSSSCG00000030247	ENSOARG00000013995	ortholog_one2one
ENSSSCG00000010303	ENSOARG00000004857	ortholog_one2many
ENSSSCG00000010303	ENSOARG00000007887	ortholog_one2many
ENSSSCG00000006016	ENSOARG00000010674	ortholog_one2one
ENSSSCG00000040786	ENSOARG00000003474	ortholog_one2one
ENSSSCG00000033835	ENSOARG00000014167	ortholog_one2many
ENSSSCG00000034324	ENSOARG00000007499	ortholog_one2one
ENSSSCG00000035602	ENSOARG00000016207	ortholog_one2one
ENSSSCG00000007956	ENSOARG00000001980	ortholog_one2one
ENSSSCG00000028964	ENSOARG00000011481	ortholog_one2one
ENSSSCG00000027869	ENSOARG00000011279	ortholog_one2one
ENSSSCG00000040559	ENSOARG00000009691	ortholog_one2one
ENSSSCG00000017811	ENSOARG00000025185	ortholog_many2many
ENSSSCG00000017811	ENSOARG00000025165	ortholog_many2many
ENSSSCG00000017811	ENSOARG00000010936	ortholog_many2many
ENSSSCG00000017811	ENSOARG00000000856	ortholog_many2many
ENSSSCG00000017811	ENSOARG00000001024	ortholog_many2many
ENSSSCG00000017811	ENSOARG00000014913	ortholog_many2many
ENSSSCG00000017811	ENSOARG00000025187	ortholog_many2many
ENSSSCG00000017811	ENSOARG00000002214	ortholog_many2many
ENSSSCG00000017811	ENSOARG00000017305	ortholog_many2many
ENSSSCG00000009300	ENSOARG00000012699	ortholog_one2one
ENSSSCG00000012813	ENSOARG00000003566	ortholog_one2one
ENSSSCG00000016083	ENSOARG00000015723	ortholog_one2one
ENSSSCG00000002314	ENSOARG00000021190	ortholog_one2one
ENSSSCG00000010306	ENSOARG00000007968	ortholog_one2one
ENSSSCG00000016623	ENSOARG00000017995	ortholog_one2one
ENSSSCG00000037858	ENSOARG00000007479	ortholog_one2many
ENSSSCG00000000078	ENSOARG00000017238	ortholog_one2one
ENSSSCG00000021934	ENSOARG00000011398	ortholog_one2one
ENSSSCG00000036876	ENSOARG00000011230	ortholog_one2one
ENSSSCG00000009833	ENSOARG00000018064	ortholog_one2one
ENSSSCG00000011239	ENSOARG00000016617	ortholog_one2one
ENSSSCG00000004931	ENSOARG00000017913	ortholog_one2one
ENSSSCG00000031636	ENSOARG00000018767	ortholog_one2one
ENSSSCG00000021745	ENSOARG00000020468	ortholog_one2one
ENSSSCG00000021652	ENSOARG00000017974	ortholog_one2one
ENSSSCG00000007563	ENSOARG00000004594	ortholog_one2one
ENSSSCG00000004466	ENSOARG00000007151	ortholog_one2one
ENSSSCG00000024492	ENSOARG00000008094	ortholog_one2one
ENSSSCG00000002684	ENSOARG00000009566	ortholog_one2one
ENSSSCG00000006713	ENSOARG00000011871	ortholog_one2many
ENSSSCG00000006713	ENSOARG00000020425	ortholog_one2many
