junc_ratio	gene_id	circ_type	ssc_liver_1	ssc_liver_10	ssc_liver_2	ssc_liver_3	ssc_liver_4	ssc_liver_5	ssc_liver_6	ssc_liver_7	ssc_liver_8	ssc_liver_9	ssc_muscle_1	ssc_muscle_2	ssc_muscle_3	ssc_muscle_4	ssc_testis_1	ssc_testis_10	ssc_testis_2	ssc_testis_3	ssc_testis_4	ssc_testis_5	ssc_testis_6	ssc_testis_7	ssc_testis_8	ssc_testis_9
8:71167561|71170425	ENSSSCG00000008969	exon	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.127	0.0	0.011	0.008	0.011	0.0	0.006	0.009	0.0	0.013
9:92495575|92501670	ENSSSCG00000026177	exon	0.0	0.129	0.035	0.0	0.475	0.0	0.0	0.0	0.213	0.0	0.0	0.0	0.0	0.1	0.162	0.0	1.0	0.0	0.048	1.0	0.0	0.2	0.0	0.0
9:106977196|106981777	ENSSSCG00000035673	exon	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.636	0.0	0.052	0.009	0.005	0.0	0.0	0.003	0.0	0.0
10:48818275|48827379	ENSSSCG00000011068	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.009	0.0	0.004	1.0	1.0	0.003	0.0	0.0
4:88791783|88797757	ENSSSCG00000006346	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.033	0.042	0.348	0.0	0.0	0.004	0.005	0.0	0.0	0.0	0.0	0.0
9:33736104|33745986	ENSSSCG00000033937	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.889	0.0	0.042	0.038	0.041	0.022	0.006	0.038	0.0	0.037
1:7117529|7166248	ENSSSCG00000004039	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.667	0.235	0.154	0.0	0.0	0.133	0.421	0.0
1:10070672|10099544	ENSSSCG00000004064	exon	0.0	0.0	0.027	0.0	0.0	0.067	0.0	0.062	0.0	0.03	0.0	0.127	0.0	0.0	1.0	0.032	0.13	0.0	0.0	0.083	0.0	0.038	0.019	0.023
6:98559734|98564964	ENSSSCG00000003680	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.031	0.0	0.0	0.0	0.05	0.0	0.0	0.602	0.015	0.8	1.0	0.049	0.03	0.047	1.0	0.01	0.0
13:68595006|68611602	ENSSSCG00000024453	exon	0.29	0.0	0.017	0.0	0.091	0.01	0.0	0.077	0.0	0.0	0.0	0.0	1.0	0.009	0.407	1.0	1.0	1.0	1.0	0.0	1.0	0.026	0.026	0.03
16:44515801|44517349	ENSSSCG00000016954	exon	0.019	0.0	0.015	0.0	0.0	0.057	0.035	0.026	0.0	0.022	0.0	0.028	0.042	0.016	1.0	0.0	1.0	1.0	0.048	1.0	1.0	0.076	0.014	0.0
4:117895095|117917739	ENSSSCG00000006866	exon	0.0	0.0	0.0	0.0	0.0	0.152	0.204	0.061	0.018	0.059	0.0	0.0	0.0	0.0	0.462	0.063	0.0	0.204	0.0	0.159	0.0	0.2	0.0	0.0
10:57201061|57212680	ENSSSCG00000011103	exon	1.0	0.054	0.145	0.0	0.0	0.063	0.0	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.037	0.0	0.0	0.057	0.019	0.0
8:96434347|96687491	ENSSSCG00000009071	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.526	0.0	1.0	1.0	0.727	0.5	1.0	0.0	0.0	0.054
9:2318260|2328881	ENSSSCG00000014599	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.762	0.0	0.444	0.074	0.615	0.154	0.0	0.167	0.0	0.0
14:108679353|108700780	ENSSSCG00000037185	exon	0.0	0.222	0.222	0.0	0.0	0.0	0.3	0.0	0.167	0.308	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.009	0.0	1.0	0.037	0.019
1:55666252|55669095	ENSSSCG00000035281	exon	0.769	0.381	0.522	0.0	0.519	0.308	0.302	0.357	0.178	0.167	0.759	0.441	0.137	0.167	0.796	0.0	0.344	0.33	0.236	0.222	0.51	0.309	0.066	0.053
6:103880408|103922032	ENSSSCG00000029030	exon	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.5	0.0	0.0	0.0	0.014	0.0	0.0	0.0
3:4303785|4308978	ENSSSCG00000021285	exon	0.571	0.109	0.263	0.543	0.0	0.088	0.566	0.0	0.132	0.107	0.286	0.231	0.286	0.105	0.863	0.0	0.684	0.451	0.571	0.441	0.56	0.429	0.099	0.005
3:3610346|3614777	ENSSSCG00000007576	exon	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.179	0.0	0.0	0.0	0.04	0.0	0.039	0.0
4:51559048|51567237	ENSSSCG00000006146	exon	0.571	0.0	0.111	0.0	0.0	0.08	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.495	0.095	0.359	0.258	0.059	0.064	0.122	0.066	0.0	0.0
9:36101267|36113740	ENSSSCG00000024628	exon	0.385	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.32	0.0	0.0	0.267	0.063	0.0	0.457	0.0	0.0	0.5	0.164	0.095	0.094	0.226	0.0	0.0
17:32173028|32184644	ENSSSCG00000007153	exon	0.029	0.0	0.0	0.0	0.811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.103	0.153	0.0	0.037	0.077	0.027	0.022	0.0	0.009	0.0	0.0
13:38540108|38545830	ENSSSCG00000024201	exon	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.07	0.086	0.0	0.0	0.0	0.0	0.0	0.94	0.194	0.353	0.037	0.205	0.008	0.16	0.006	0.029	0.0
2:59330202|59339965	ENSSSCG00000040181	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.0	0.009	0.0	0.014	0.0	0.0	0.004	0.005	0.0
7:88506227|88512410	ENSSSCG00000002269	exon	0.032	0.004	0.031	0.0	0.062	0.0	0.0	0.005	0.0	0.015	0.0	0.0	0.029	0.0	0.292	0.0	0.0	0.012	0.009	0.0	0.026	0.006	0.0	0.0
15:76177104|76177857	ENSSSCG00000015940	exon	0.0	0.013	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.944	0.0	0.138	0.0	0.231	0.0	0.0	0.0	0.0	0.0
17:3352393|3399856	ENSSSCG00000021988	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.323	0.0	0.106	0.126	0.12	0.127	0.065	0.095	0.021	0.02
12:57219146|57220106	ENSSSCG00000028465	exon	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.056	0.144	0.447	0.0	0.08	0.014	0.022	0.012	0.015	0.018	0.007	0.0
14:60333916|60341862	ENSSSCG00000010188	exon	0.033	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.649	0.0	0.099	0.067	0.014	0.048	0.077	0.118	0.0	0.15
4:34250050|34254131	ENSSSCG00000023873	exon	1.0	0.0	0.059	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.439	0.0	0.209	0.4	0.084	1.0	0.3	0.03	0.0	0.0
6:75399564|75415003	ENSSSCG00000024794	exon	0.154	0.0	0.0	0.0	0.0	0.045	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.035	0.05	0.021	0.025	0.028	0.0	0.067	0.0	0.0
9:74637669|74639274	ENSSSCG00000015329	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.057	0.0	0.286	0.0	0.197	0.19	0.143	0.0	0.024	0.014	0.022	0.013
12:23240963|23259162	ENSSSCG00000040642	exon	0.03	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.471	0.0	0.093	0.1	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0
6:75076438|75092311	ENSSSCG00000034484	exon	0.4	0.0	0.0	0.0	1.0	0.0	0.182	0.0	0.0	0.0	0.0	0.0	0.013	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.009	0.0
6:34735000|34747797	ENSSSCG00000040887	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.072	0.0	1.0	0.0	0.069	0.105	0.194	0.028	0.0	0.0	0.0	0.0
1:161914174|161924707	ENSSSCG00000034704	exon	0.385	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.109	0.0	0.024	0.01	0.011	0.01	0.05	0.0	0.026	0.0
13:123445565|123447842	ENSSSCG00000011794	exon	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.0	0.0	0.0	0.0	0.024	1.0	0.048	1.0	1.0	1.0	1.0	1.0	1.0	0.017	0.062
13:100090255|100090810	ENSSSCG00000011731	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.364	0.028	0.02	0.014	0.222	0.013	0.019	0.0
15:105062569|105076168	ENSSSCG00000031271	exon	0.049	0.0	0.031	0.0	0.0	0.0	0.0	0.006	0.0	0.009	0.0	0.001	0.002	0.001	0.016	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0
12:36391790|36392716	ENSSSCG00000017672	exon	0.0	0.0	0.0	0.369	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.04	0.0	0.075	0.0	0.008	0.051	0.009	0.0	0.005	0.0	0.0	0.0
2:28176009|28178760	ENSSSCG00000026433	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.033	0.025	0.049	0.057	1.0	0.0	0.0	0.0
15:25157152|25157483	ENSSSCG00000030354	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.331	0.0	0.0	0.0	0.039	0.0	0.034	0.0	0.0	0.0
7:47482893|47492853	ENSSSCG00000001756	exon	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:50789950|50791634	ENSSSCG00000025534	exon	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.018	0.0	0.0	0.38	0.0	0.067	0.0	0.003	0.0	0.049	0.01	0.0	0.0
4:105662268|105674484	ENSSSCG00000006750	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.8	0.037	0.105	0.222	0.133	0.059	0.052	0.035
4:88723352|88759728	ENSSSCG00000006346	exon	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.005
3:107024811|107034523	ENSSSCG00000008513	exon	0.264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.491	0.0	1.0	1.0	0.015	0.014	0.143	1.0	0.0	0.0
15:128756755|128758011	ENSSSCG00000016245	exon	0.125	0.0	0.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.333	0.125	0.0	0.0	0.412	0.231	0.0	0.0
9:6336548|6339661	ENSSSCG00000014794	exon	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.808	0.0	0.0	0.035	0.0	0.093	0.182	0.129	0.0	0.0
15:59169716|59185795	ENSSSCG00000015857	exon	0.0	1.0	0.031	0.248	0.0	0.06	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	1.0	0.015	0.054	0.0	0.0	0.0	0.07	0.039	0.017	0.0
1:225154199|225159215	ENSSSCG00000021802	exon	0.135	0.0	0.045	0.0	0.5	0.118	0.035	0.278	0.0	0.0	0.0	0.0	0.126	0.046	0.211	0.043	0.035	0.059	0.028	0.036	0.066	0.043	0.0	0.0
13:38538687|38545830	ENSSSCG00000024201	exon	0.214	0.286	0.083	0.0	0.45	0.0	0.083	0.0	0.141	0.206	0.0	0.351	0.237	0.303	0.341	0.22	0.169	0.181	0.115	0.172	0.166	0.167	0.098	0.0
2:68706847|68707128	ENSSSCG00000023331	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0
1:33280750|33284458	ENSSSCG00000004203	exon	0.218	0.028	0.104	0.0	0.518	0.0	0.0	0.057	0.0	0.029	0.0	0.0	0.0	0.1	0.429	0.068	0.0	0.067	0.023	0.0	0.014	0.05	0.0	0.119
1:7160499|7166248	ENSSSCG00000004039	exon	0.603	0.0	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.312	0.174	0.0	0.0	0.0	0.053	0.222	0.0	0.0
17:26366981|26369932	ENSSSCG00000007088	exon	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.01	0.0	0.022	0.0	0.017	0.022	0.002	0.0
5:94095466|94097979	ENSSSCG00000035495	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.417	0.0	0.077	0.0	0.0	0.034	0.03	0.089	0.0	0.0
3:92299236|92299786	ENSSSCG00000029593	exon	0.372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.035	0.084	0.407	0.0	0.019	0.0	0.0	0.0	0.179	0.12	0.0	0.0
2:29279514|29285842	ENSSSCG00000013322	exon	0.04	0.0	0.08	0.0	0.0	0.062	0.028	0.0	0.077	0.044	0.0	0.119	0.119	0.048	0.026	0.05	0.02	0.0	0.026	0.033	0.014	0.02	0.0	0.0
15:100565821|100582525	ENSSSCG00000016069	exon	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.014	1.0	0.267	1.0	0.021	1.0	1.0	1.0	1.0
1:272156695|272162713	ENSSSCG00000005724	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
6:170065057|170101586	ENSSSCG00000003971	exon	0.875	0.19	0.667	0.0	0.0	0.0	0.0	0.0	0.308	0.364	0.0	0.0	0.348	0.089	0.491	0.0	0.4	0.691	0.333	1.0	0.121	0.072	0.05	0.034
1:230131632|230165396	ENSSSCG00000005282	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.093	0.0	0.007	0.013	0.021	0.013	0.019	1.0	0.0	0.017
7:91011817|91016781	ENSSSCG00000002287,ENSSSCG00000002285	exon	0.115	0.0	0.036	0.0	0.111	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.087	0.154	0.078	0.0	0.043	0.075	0.0	0.0
3:113127816|113148454	ENSSSCG00000008575	exon	1.0	0.07	1.0	0.0	0.0	0.0	0.0	0.12	0.0	0.108	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.135	0.067	1.0	1.0	1.0
9:129557375|129572640	ENSSSCG00000015584	exon	0.605	0.231	0.191	0.192	0.0	0.084	0.068	1.0	0.483	0.386	0.0	0.0	0.068	0.087	0.087	0.0	0.024	0.0	0.0	0.037	0.0	0.042	0.029	0.0
7:20227763|20231951	ENSSSCG00000001100	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.429	0.0	0.065	0.021	0.034	0.036	0.051	0.0	0.033	0.0
7:84826112|84827720	ENSSSCG00000002257	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.016	0.012	0.025	0.021	0.0	0.0	0.0	0.0
13:40101738|40112945	ENSSSCG00000011474	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.011	0.01	0.0	0.0	0.009	1.0	0.0	0.0
10:16345992|16359066	ENSSSCG00000035136	exon	0.067	0.0	0.0	0.0	0.429	0.0	0.0	0.0	0.111	0.19	0.0	0.0	0.0	0.0	0.478	0.0	0.069	0.011	0.027	0.01	0.014	0.0	0.0	0.0
15:47108031|47134323	ENSSSCG00000034623	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.022	0.004	0.0	0.011	0.0	0.0
4:2802046|2810920	ENSSSCG00000038397	exon	0.129	0.182	0.0	0.0	0.0	0.629	0.0	0.0	0.063	0.01	0.0	0.0	0.0	0.0	0.927	0.008	0.222	0.0	0.444	0.032	0.022	1.0	0.0	0.002
9:19789700|19809624	ENSSSCG00000014912	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	1.0	0.003	0.006	0.002	0.0	0.006	0.0	0.005
13:31675253|31676127	ENSSSCG00000011373	exon	0.105	0.0	0.113	0.288	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.113	0.077	0.8	0.032	0.024	0.286	0.009	0.011	0.444	0.031	0.0	0.0
1:156324349|156341397	ENSSSCG00000004886	exon	0.675	0.133	0.254	0.0	0.437	0.343	0.0	0.158	0.0	0.111	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
12:48503094|48503900	ENSSSCG00000017832	exon	0.727	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.053	0.0	0.0	0.186	0.0	0.292	0.0	0.049	0.023	0.126	0.0	0.059	0.043	0.028	0.0
12:39024324|39037930	ENSSSCG00000026596	exon	0.0	0.0	1.0	0.0	0.0	0.2	0.0	0.0	0.308	0.1	0.0	0.0	0.044	0.0	0.095	0.0	0.015	1.0	1.0	0.0	1.0	0.02	0.0	0.0
5:2688838|2701290	ENSSSCG00000000955	exon	0.016	0.071	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.067	1.0	0.013	0.0	0.444	1.0	0.0	0.167
16:49142169|49143198	ENSSSCG00000027293	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.488	0.0	0.174	0.008	0.0	0.019	0.003	0.014	0.0	0.0
1:53396207|53413955	ENSSSCG00000004289	exon	0.0	0.235	0.75	0.0	0.0	0.0	0.0	0.0	0.222	1.0	0.0	0.0	0.0	0.263	0.154	0.0	0.263	0.16	0.211	0.033	0.222	0.278	0.257	0.889
17:36469358|36470700	ENSSSCG00000007253,ENSSSCG00000034812	exon	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.809	0.0	0.469	0.217	0.021	0.136	0.275	0.085	0.0	0.0
9:9254140|9265137	ENSSSCG00000021702	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.0	0.674	0.1	0.165	0.143	0.058	0.286	0.364	0.0	0.0	0.0
16:20600145|20603571	ENSSSCG00000016829	exon	0.0	0.0	0.006	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:14798650|14807463	ENSSSCG00000007047	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351	0.0	0.02	0.013	0.013	0.0	0.015	0.029	0.0	0.0
7:92778443|92782433	ENSSSCG00000039701	exon	0.118	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.195	0.089	1.0	0.0	0.081	0.015	0.111	0.041	1.0	1.0	0.0	0.052
6:135487968|135493279	ENSSSCG00000003770	exon	0.066	0.0	0.286	0.485	0.475	0.152	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.578	0.0	0.108	0.116	0.142	0.164	0.12	0.103	0.058	0.0
11:78349882|78352808	ENSSSCG00000037561	exon	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.038	0.5	0.0	0.05	0.0	1.0	0.0	0.286	0.0	0.27	0.088	0.229	1.0	0.028	0.0
15:16786136|16788456	ENSSSCG00000015695	exon	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.364	0.0	0.364	0.0	1.0	0.0	0.0	0.0	0.029	0.0
17:4966019|4974180	ENSSSCG00000006984	exon	0.098	0.0	0.035	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.185	0.0	0.033	0.067	0.016	0.049	0.082	0.065	0.0	0.013
1:179618866|179621087	ENSSSCG00000005009	exon	0.0	0.0	0.049	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.016	0.007	0.022	0.182	0.0	0.0	0.0	0.0	0.015	0.085	0.01	0.0	0.0
15:47488038|47499965	ENSSSCG00000015807	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.018	0.473	0.004	1.0	0.368	0.007	0.0
10:22806071|22812591	ENSSSCG00000024975	exon	0.914	0.043	0.121	0.0	0.144	0.107	0.6	0.124	0.438	0.197	0.0	0.0	0.0	0.0	0.792	0.0	0.947	0.072	0.094	0.098	0.184	0.147	0.0	0.0
15:31342936|31387416	ENSSSCG00000015743	exon	0.0	0.0	0.0	0.341	0.5	0.0	0.087	0.0	0.182	0.0	0.233	0.018	0.079	0.056	1.0	0.0	1.0	1.0	1.0	0.6	1.0	1.0	0.0	0.006
1:3314472|3324464	ENSSSCG00000004027	exon	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.731	0.0	0.201	0.225	0.195	0.208	0.145	0.244	0.004	0.043
9:12913970|12918332	ENSSSCG00000014893	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.061	0.0	0.203	0.028	0.019	0.196	0.024	0.0	0.096	0.048	0.0	0.0
7:60592097|60602546	ENSSSCG00000001925	exon	0.179	0.0	0.044	0.0	0.0	0.094	0.167	0.169	0.108	0.0	0.0	0.0	0.115	0.0	0.644	0.0	0.288	0.185	0.1	0.194	0.191	0.052	0.075	0.081
3:72257086|72262713	ENSSSCG00000023409	exon	0.24	0.303	0.106	0.0	0.308	0.0	0.0	0.023	0.103	0.014	0.0	0.221	0.186	0.091	0.179	0.015	0.104	1.0	0.036	0.019	0.075	0.022	0.114	0.091
1:16335745|16356103	ENSSSCG00000004104	exon	0.609	0.0	0.053	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.037	0.031	0.043	0.052	0.028	0.039	0.048	0.0	0.0
2:4431225|4459058	ENSSSCG00000012884	exon	1.0	0.0	0.016	0.0	0.058	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.004	0.0
13:25706237|25715600	ENSSSCG00000025408	exon	0.111	0.0	0.429	0.0	0.303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.624	0.128	0.323	0.379	0.289	0.157	0.173	0.215	0.198	0.0
3:7081692|7084030	ENSSSCG00000000146	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.304	0.0	0.039	0.016	0.0	0.031	0.0	0.0	0.0	0.0
1:76723120|76750287	ENSSSCG00000037424	exon	0.407	0.125	1.0	0.0	0.4	0.0	0.146	0.222	0.25	0.286	0.0	0.0	0.174	0.0	1.0	0.0	0.835	0.74	0.088	0.604	0.043	0.338	0.0	0.0
8:72036943|72048360	ENSSSCG00000008983,ENSSSCG00000032576	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.011	0.005	0.01	0.0	0.0	0.027	0.0	0.015
12:36362691|36372744	ENSSSCG00000017672	exon	0.0	0.0	1.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.05	0.036	0.03	0.014	0.039	1.0	0.0	0.0
15:47407473|47415171	ENSSSCG00000015807	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.018	1.0	0.015	1.0	0.0	0.0	1.0	0.0	0.018
12:60353452|60376568	ENSSSCG00000018049	exon	0.0	1.0	0.0	0.0	0.0	0.0	0.011	0.0	0.006	0.017	0.0	0.0	0.0	0.0	1.0	0.006	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015
11:24729025|24739289	ENSSSCG00000009430	exon	0.929	0.114	0.0	0.0	0.933	0.0	0.083	0.0	0.087	0.242	0.0	0.0	0.207	0.0	0.764	0.0	0.024	0.078	0.137	0.027	0.046	0.114	0.0	0.0
14:932379|945397	ENSSSCG00000028033	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.016	0.01	0.029	0.0	0.0	0.012	0.0	0.0
15:66664434|66676992	ENSSSCG00000015883	exon	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.81	0.0	0.372	1.0	0.017	0.017	0.008	0.007	0.004	0.0
4:94175913|94176101	ENSSSCG00000006510	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.667	0.0	0.204	0.0	0.099	0.0	0.0	0.0	0.0	0.0
6:103898018|103901824	ENSSSCG00000029030	exon	0.0	0.167	0.889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.55	0.0	0.154	0.0	1.0	0.2	0.308	0.0	0.0	0.0
10:11603222|11654794	ENSSSCG00000035479	exon	0.645	0.222	0.133	0.0	0.564	0.0	0.0	0.0	0.409	0.0	0.0	0.0	0.0	0.0	0.246	0.164	0.06	0.034	0.151	0.01	0.167	0.175	0.188	0.023
